JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
2123,1,2022-01,2022-01-01,18,Travel Expenses,10E201230,Travel and transportation expenses,19500,Q5,Standard 10%,1772,,,,,10A100020,Cash and deposits,19500,00,Exempt,0,,,,
2124,1,2022-01,2022-01-02,19,Travel Expenses,10E201230,Travel and transportation expenses,11000,Q5,Standard 10%,1000,,,,,10A100020,Cash and deposits,11000,00,Exempt,0,,,,
2125,1,2022-01,2022-01-03,134,Paper,10E201110,Office supplies expenses,8400,Q5,Standard 10%,763,,,,,10B100630,Accounts payable - other,8400,00,Exempt,0,,,,
2126,1,2022-01,2022-01-04,66,Lease Payments,10E200730,Rent expenses on land and buildings,209850,Q5,Standard 10%,19077,,,,,10A100020,Cash and deposits,209850,00,Exempt,0,20,Mizuho Main Branch,,
2127,1,2022-01,2022-01-04,116,Lease Payments,10E200730,Rent expenses on land and buildings,84000,Q5,Standard 10%,7636,,,,,10A100020,Cash and deposits,84000,00,Exempt,0,40,Mitsubishi Tokyo Umeda,,
2128,1,2022-01,2022-01-05,86,"January 5th Slip No. 406 Watanabe Industries Co., Ltd.",10A100020,Cash and deposits,986824,00,Exempt,0,50,Fukuoka Kitakyushu,,,10A100090,Accounts receivable - trade,986824,00,Exempt,0,22,"Watanabe Industries Co., Ltd.",,
2128,2,2022-01,2022-01-05,86,"January 5th Slip No. 406 Watanabe Industries Co., Ltd.",10E200690,Commission expenses,0,Q5,Standard 10%,42,,,,,10A100090,Accounts receivable - trade,0,00,Exempt,0,22,"Watanabe Industries Co., Ltd.",,
2129,1,2022-01,2022-01-05,87,"January 5th Slip No. 407 Sasaki Sales Co., Ltd.",10A100020,Cash and deposits,778520,00,Exempt,0,20,Mizuho Main Branch,,,10A100090,Accounts receivable - trade,778520,00,Exempt,0,26,"Sasaki Sales Co., Ltd.",,
2129,2,2022-01,2022-01-05,87,"January 5th Slip No. 407 Sasaki Sales Co., Ltd.",10E200690,Commission expenses,0,Q5,Standard 10%,42,,,,,10A100090,Accounts receivable - trade,0,00,Exempt,0,26,"Sasaki Sales Co., Ltd.",,
2130,1,2022-01,2022-01-05,88,"January 5th Slip No. 408 Iwashita Trading Co., Ltd.",10A100020,Cash and deposits,1176124,00,Exempt,0,30,Mitsui Nagoya,,,10A100090,Accounts receivable - trade,1176124,00,Exempt,0,27,"Iwashita Trading Co., Ltd.",,
