Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
,,,Opening,2022-03-01,* 月初残高,10A100020,現金及び預金,,,,,0,0,,,,,,,65853919,2022-03
,,,Opening,2022-03-01,* 月初残高,10A100060,受取手形,,,,,0,0,,,,,,,-11057144,2022-03
,,,Opening,2022-03-01,* 月初残高,10A100090,売掛金,,,,,0,0,,,,,,,149232436,2022-03
,,,Opening,2022-03-01,* 月初残高,10A100200,電子記録債権,,,,,0,0,,,,,,,1369532,2022-03
,,,Opening,2022-03-01,* 月初残高,10A100280,商品,,,,,0,0,,,,,,,84256000,2022-03
,,,Opening,2022-03-01,* 月初残高,10A100610,短期貸付金,,,,,0,0,,,,,,,290000,2022-03
,,,Opening,2022-03-01,* 月初残高,10A210130,構築物,,,,,0,0,,,,,,,36435838,2022-03
,,,Opening,2022-03-01,* 月初残高,10A210410,工具、器具及び備品,,,,,0,0,,,,,,,17360990,2022-03
,,,Opening,2022-03-01,* 月初残高,10A230570,保険積立金,,,,,0,0,,,,,,,1402813,2022-03
,,,Opening,2022-03-01,* 月初残高,10B100030,支払手形,,,,,0,0,,,,,,,45548042,2022-03
,,,Opening,2022-03-01,* 月初残高,10B100040,買掛金,,,,,0,0,,,,,,,90995571,2022-03
,,,Opening,2022-03-01,* 月初残高,10B100630,未払金,,,,,0,0,,,,,,,-1448799,2022-03
,,,Opening,2022-03-01,* 月初残高,10B100640,未払法人税等,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* 月初残高,10B100650,未払事業所税,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* 月初残高,10B100660,未払消費税等,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* 月初残高,10B100690,預り金,,,,,0,0,,,,,,,4895620,2022-03
,,,Opening,2022-03-01,* 月初残高,10B100790,短期借入金,,,,,0,0,,,,,,,653500,2022-03
,,,Opening,2022-03-01,* 月初残高,10B200080,長期借入金,,,,,0,0,,,,,,,7000000,2022-03
,,,Opening,2022-03-01,* 月初残高,10D100101,電子取引売上高,,,,,0,0,,,,,,,224641031,2022-03
,,,Opening,2022-03-01,* 月初残高,10D100102,電子取引以外売上高,,,,,0,0,,,,,,,553508628,2022-03
,,,Opening,2022-03-01,* 月初残高,10D100111,電子取引売上値引及び戻り高,,,,,0,0,,,,,,,149368,2022-03
,,,Opening,2022-03-01,* 月初残高,10D100112,電子取引以外売上値引及び戻り高,,,,,0,0,,,,,,,27429095,2022-03
,,,Opening,2022-03-01,* 月初残高,10E100100,商品期首たな卸高,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* 月初残高,10E100121,電子取引仕入値引及び戻し高,,,,,0,0,,,,,,,5459985,2022-03
,,,Opening,2022-03-01,* 月初残高,10E100122,電子取引以外仕入値引及び戻し高,,,,,0,0,,,,,,,7158495,2022-03
,,,Opening,2022-03-01,* 月初残高,10E100131,電子取引当期商品仕入高,,,,,0,0,,,,,,,163007580,2022-03
,,,Opening,2022-03-01,* 月初残高,10E100132,電子取引以外当期商品仕入高,,,,,0,0,,,,,,,303140746,2022-03
,,,Opening,2022-03-01,* 月初残高,10E100140,商品期末たな卸高,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200020,販売手数料,,,,,0,0,,,,,,,24058267,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200050,広告宣伝費,,,,,0,0,,,,,,,1987200,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200090,役員報酬,,,,,0,0,,,,,,,18920000,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200130,賞与,,,,,0,0,,,,,,,11082000,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200140,福利厚生費,,,,,0,0,,,,,,,5147016,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200150,交際費,,,,,0,0,,,,,,,3993226,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200180,通信費,,,,,0,0,,,,,,,12087447,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200200,消耗品費,,,,,0,0,,,,,,,3020150,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200210,租税公課,,,,,0,0,,,,,,,243000,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200220,減価償却費,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* 月初残高,10E200240,保険料,,,,,0,0,,,,,,,3507020,2022-03
