Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2022-02,10A100020,普通預金,93363283,99504821,87143962,105724142,流動資産
2022-02,10A100040,貸倒引当金,1758018,0,0,1758018,流動資産
2022-02,10A100060,受取手形,99283776,37982465,25011401,112254840,流動資産
2022-02,10A100090,売掛金,91476616,57755820,91476616,57755820,流動資産
2022-02,10A100200,電子記録債権,40000,0,0,40000,流動資産
2022-02,10A100230,有価証券,1271350,0,0,1271350,流動資産
2022-02,10A100280,商品,63013226,0,0,63013226,流動資産
2022-02,10A100610,短期貸付金,580000,0,90000,490000,流動資産
2022-02,10A100800,差入保証金,1200000,0,0,1200000,流動資産
2022-02,10A100850,仮払消費税等,2762581,0,0,2762581,流動資産
2022-02,10A210130,構築物,3280000,0,0,3280000,有形固定資産
2022-02,10A210410,工具、器具及び備品,4779810,0,0,4779810,有形固定資産
2022-02,10A220190,電話加入権,512000,0,0,512000,無形固定資産
2022-02,10A230570,保険積立金,2778000,125000,0,2903000,投資その他の資産
2022-02,10A230650,敷金,3140000,0,0,3140000,投資その他の資産
2022-02,10B100030,支払手形,49589092,11951863,30361358,67998587,流動負債
2022-02,10B100040,買掛金,74643693,58857401,36698676,52484968,流動負債
2022-02,10B100320,賞与引当金,673667,0,673666,1347333,流動負債
2022-02,10B100630,未払金,10119977,10119977,6887180,6887180,流動負債
2022-02,10B100640,未払法人税等,0,0,0,0,流動負債
2022-02,10B100660,未払消費税等,0,0,0,0,流動負債
2022-02,10B100670,未払事業税等,0,0,0,0,流動負債
2022-02,10B100690,預り金,5799622,1424959,1929498,6304161,流動負債
2022-02,10B100790,短期借入金,1307000,653500,0,653500,流動負債
2022-02,10B100890,仮受消費税等,6540636,0,0,6540636,流動負債
2022-02,10B200080,長期借入金,37343150,0,0,37343150,固定負債
2022-02,10B200120,退職給付引当金,18560000,0,0,18560000,固定負債
2022-02,10B200130,役員退職慰労引当金,22000000,0,0,22000000,固定負債
2022-02,10C110010,資本金,10000000,0,0,10000000,資本金
2022-02,10C120020,資本準備金,0,0,0,0,資本剰余金
2022-02,10C130020,利益準備金,7200000,0,0,7200000,利益剰余金
2022-02,10C130360,別途積立金,4830000,0,0,4830000,利益剰余金
2022-02,10C130370,繰越利益剰余金,82709171,0,0,82709171,利益剰余金
2022-02,10D100100,総売上高,720393839,0,57755820,778149659,売上高
2022-02,10D100110,売上値引及び戻り高,1267444,0,0,1267444,売上高
2022-02,10E100100,商品期首たな卸高,0,0,0,0,売上原価
2022-02,10E100120,仕入値引及び戻し高,733583,0,0,733583,売上原価
2022-02,10E100130,当期商品仕入高,429449650,36698676,0,466148326,売上原価
2022-02,10E100140,商品期末たな卸高,0,0,0,0,売上原価
2022-02,10E200020,販売手数料,22510167,1548100,0,24058267,販売費及び一般管理費
2022-02,10E200050,広告宣伝費,1795700,191500,0,1987200,販売費及び一般管理費
2022-02,10E200090,役員報酬,17200000,1720000,0,18920000,販売費及び一般管理費
2022-02,10E200130,賞与,9734667,673666,0,10408333,販売費及び一般管理費
2022-02,10E200140,福利厚生費,4520559,626457,0,5147016,販売費及び一般管理費
2022-02,10E200150,交際費,3642056,351170,0,3993226,販売費及び一般管理費
2022-02,10E200180,通信費,11044224,1043223,0,12087447,販売費及び一般管理費
2022-02,10E200200,消耗品費,2715743,608814,304407,3020150,販売費及び一般管理費
2022-02,10E200210,租税公課,243000,0,0,243000,販売費及び一般管理費
2022-02,10E200220,減価償却費,0,0,0,0,販売費及び一般管理費
2022-02,10E200240,保険料,3188200,318820,0,3507020,販売費及び一般管理費
2022-02,10E200370,給料及び手当,51872825,5186684,0,57059509,販売費及び一般管理費
2022-02,10E200520,雑給,4103762,210240,0,4314002,販売費及び一般管理費
2022-02,10E200540,法定福利費,8600466,754033,0,9354499,販売費及び一般管理費
2022-02,10E200600,支払報酬,1397100,139710,0,1536810,販売費及び一般管理費
2022-02,10E200690,支払手数料,119951,12021,0,131972,販売費及び一般管理費
2022-02,10E200720,地代家賃,34460000,3449000,0,37909000,販売費及び一般管理費
2022-02,10E200730,借地借家料,2938500,293850,0,3232350,販売費及び一般管理費
2022-02,10E200870,運賃,43626856,3540383,0,47167239,販売費及び一般管理費
2022-02,10E201000,修繕維持費,301650,17850,0,319500,販売費及び一般管理費
2022-02,10E201040,水道光熱費,5974429,402972,0,6377401,販売費及び一般管理費
2022-02,10E201110,事務用消耗品費,1266514,110000,0,1376514,販売費及び一般管理費
2022-02,10E201120,車両費,6248399,599608,0,6848007,販売費及び一般管理費
2022-02,10E201130,会議費,280429,24995,0,305424,販売費及び一般管理費
2022-02,10E201140,諸会費,1160000,116000,0,1276000,販売費及び一般管理費
2022-02,10E201160,図書費,249820,24982,0,274802,販売費及び一般管理費
2022-02,10E201230,旅費及び交通費,10855801,804634,0,11660435,販売費及び一般管理費
2022-02,10E201270,雑費,4816476,456715,0,5273191,販売費及び一般管理費
2022-02,10E300020,支払利息,1136418,32675,0,1169093,営業外費用
2022-02,10F100070,法人税、住民税及び事業税,0,0,0,0,その他
