Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2021-12,10A100020,普通預金,75535780,106298256,112979485,68854551,流動資産
2021-12,10A100040,貸倒引当金,1758018,0,0,1758018,流動資産
2021-12,10A100060,受取手形,71614132,33887299,30394869,75106562,流動資産
2021-12,10A100090,売掛金,70833354,126101792,70833354,126101792,流動資産
2021-12,10A100200,電子記録債権,40000,0,0,40000,流動資産
2021-12,10A100230,有価証券,1271350,0,0,1271350,流動資産
2021-12,10A100280,商品,63013226,0,0,63013226,流動資産
2021-12,10A100610,短期貸付金,760000,0,90000,670000,流動資産
2021-12,10A100800,差入保証金,1200000,0,0,1200000,流動資産
2021-12,10A100850,仮払消費税等,2762581,0,0,2762581,流動資産
2021-12,10A210130,構築物,3280000,0,0,3280000,有形固定資産
2021-12,10A210410,工具、器具及び備品,4779810,0,0,4779810,有形固定資産
2021-12,10A220190,電話加入権,512000,0,0,512000,無形固定資産
2021-12,10A230570,保険積立金,2528000,125000,0,2653000,投資その他の資産
2021-12,10A230650,敷金,3140000,0,0,3140000,投資その他の資産
2021-12,10B100030,支払手形,34939075,11432405,13917656,37424326,流動負債
2021-12,10B100040,買掛金,58320969,44783337,66146929,79684561,流動負債
2021-12,10B100320,賞与引当金,5866666,7040000,1173334,0,流動負債
2021-12,10B100630,未払金,7644630,7644630,12199043,12199043,流動負債
2021-12,10B100640,未払法人税等,0,0,0,0,流動負債
2021-12,10B100660,未払消費税等,0,0,0,0,流動負債
2021-12,10B100670,未払事業税等,0,0,0,0,流動負債
2021-12,10B100690,預り金,5600441,2221208,2985045,6364278,流動負債
2021-12,10B100790,短期借入金,2614000,653500,0,1960500,流動負債
2021-12,10B100890,仮受消費税等,6540636,0,0,6540636,流動負債
2021-12,10B200080,長期借入金,37343150,0,0,37343150,固定負債
2021-12,10B200120,退職給付引当金,18560000,0,0,18560000,固定負債
2021-12,10B200130,役員退職慰労引当金,22000000,0,0,22000000,固定負債
2021-12,10C110010,資本金,10000000,0,0,10000000,資本金
2021-12,10C120020,資本準備金,0,0,0,0,資本剰余金
2021-12,10C130020,利益準備金,7200000,0,0,7200000,利益剰余金
2021-12,10C130360,別途積立金,4830000,0,0,4830000,利益剰余金
2021-12,10C130370,繰越利益剰余金,82709171,0,0,82709171,利益剰余金
2021-12,10D100100,総売上高,502815431,0,126101792,628917223,売上高
2021-12,10D100110,売上値引及び戻り高,1267444,0,0,1267444,売上高
2021-12,10E100100,商品期首たな卸高,0,0,0,0,売上原価
2021-12,10E100120,仕入値引及び戻し高,733583,0,0,733583,売上原価
2021-12,10E100130,当期商品仕入高,309005826,66146929,0,375152755,売上原価
2021-12,10E100140,商品期末たな卸高,0,0,0,0,売上原価
2021-12,10E200020,販売手数料,16844267,3156000,0,20000267,販売費及び一般管理費
2021-12,10E200050,広告宣伝費,1412700,191500,0,1604200,販売費及び一般管理費
2021-12,10E200090,役員報酬,13760000,1720000,0,15480000,販売費及び一般管理費
2021-12,10E200130,賞与,7887666,1173334,0,9061000,販売費及び一般管理費
2021-12,10E200140,福利厚生費,3452674,847793,0,4300467,販売費及び一般管理費
2021-12,10E200150,交際費,2515574,735269,0,3250843,販売費及び一般管理費
2021-12,10E200180,通信費,8778402,1151250,0,9929652,販売費及び一般管理費
2021-12,10E200200,消耗品費,2210874,457802,228901,2439775,販売費及び一般管理費
2021-12,10E200210,租税公課,187000,52000,0,239000,販売費及び一般管理費
2021-12,10E200220,減価償却費,0,0,0,0,販売費及び一般管理費
2021-12,10E200240,保険料,2550560,318820,0,2869380,販売費及び一般管理費
2021-12,10E200370,給料及び手当,42249348,4809624,0,47058972,販売費及び一般管理費
2021-12,10E200520,雑給,3366497,423840,0,3790337,販売費及び一般管理費
2021-12,10E200540,法定福利費,6245651,763311,0,7008962,販売費及び一般管理費
2021-12,10E200600,支払報酬,1117680,139710,0,1257390,販売費及び一般管理費
2021-12,10E200690,支払手数料,95909,12021,0,107930,販売費及び一般管理費
2021-12,10E200720,地代家賃,27562000,3449000,0,31011000,販売費及び一般管理費
2021-12,10E200730,借地借家料,2350800,0,0,2350800,販売費及び一般管理費
2021-12,10E200870,運賃,30054941,7311266,0,37366207,販売費及び一般管理費
2021-12,10E201000,修繕維持費,301650,0,0,301650,販売費及び一般管理費
2021-12,10E201040,水道光熱費,4675489,738448,0,5413937,販売費及び一般管理費
2021-12,10E201110,事務用消耗品費,1010870,136561,0,1147431,販売費及び一般管理費
2021-12,10E201120,車両費,4966918,650134,0,5617052,販売費及び一般管理費
2021-12,10E201130,会議費,230439,24995,0,255434,販売費及び一般管理費
2021-12,10E201140,諸会費,928000,116000,0,1044000,販売費及び一般管理費
2021-12,10E201160,図書費,199856,24982,0,224838,販売費及び一般管理費
2021-12,10E201230,旅費及び交通費,8166970,1729153,0,9896123,販売費及び一般管理費
2021-12,10E201270,雑費,3838489,504197,0,4342686,販売費及び一般管理費
2021-12,10E300020,支払利息,971043,79042,0,1050085,営業外費用
2021-12,10F100070,法人税、住民税及び事業税,0,0,0,0,その他
