Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2021-06,10A100020,普通預金,92267923,100401143,99285139,93383927,流動資産
2021-06,10A100040,貸倒引当金,1758018,0,0,1758018,流動資産
2021-06,10A100060,受取手形,71009377,29725798,37295191,63439984,流動資産
2021-06,10A100090,売掛金,60685384,58103775,60957468,57831691,流動資産
2021-06,10A100200,電子記録債権,0,0,0,0,流動資産
2021-06,10A100230,有価証券,1271350,0,0,1271350,流動資産
2021-06,10A100280,商品,63013226,0,0,63013226,流動資産
2021-06,10A100610,短期貸付金,400000,0,40000,360000,流動資産
2021-06,10A100800,差入保証金,1200000,0,0,1200000,流動資産
2021-06,10A100850,仮払消費税等,2762581,0,0,2762581,流動資産
2021-06,10A210130,構築物,3280000,0,0,3280000,有形固定資産
2021-06,10A210410,工具、器具及び備品,4779810,0,0,4779810,有形固定資産
2021-06,10A220190,電話加入権,512000,0,0,512000,無形固定資産
2021-06,10A230570,保険積立金,1778000,125000,0,1903000,投資その他の資産
2021-06,10A230650,敷金,3140000,0,0,3140000,投資その他の資産
2021-06,10B100030,支払手形,48133393,14803167,10749276,44079502,流動負債
2021-06,10B100040,買掛金,48084185,36928098,36657682,47813769,流動負債
2021-06,10B100320,賞与引当金,3368333,4042000,673667,0,流動負債
2021-06,10B100630,未払金,7116470,7116470,7249493,7249493,流動負債
2021-06,10B100640,未払法人税等,0,0,0,0,流動負債
2021-06,10B100660,未払消費税等,0,0,0,0,流動負債
2021-06,10B100670,未払事業税等,0,0,0,0,流動負債
2021-06,10B100690,預り金,3359533,1455142,2613471,4517862,流動負債
2021-06,10B100790,短期借入金,6535000,653500,0,5881500,流動負債
2021-06,10B100890,仮受消費税等,6540636,0,0,6540636,流動負債
2021-06,10B200080,長期借入金,37343150,0,0,37343150,固定負債
2021-06,10B200120,退職給付引当金,18560000,0,0,18560000,固定負債
2021-06,10B200130,役員退職慰労引当金,22000000,0,0,22000000,固定負債
2021-06,10C110010,資本金,10000000,0,0,10000000,資本金
2021-06,10C120020,資本準備金,0,0,0,0,資本剰余金
2021-06,10C130020,利益準備金,7200000,0,0,7200000,利益剰余金
2021-06,10C130360,別途積立金,4830000,0,0,4830000,利益剰余金
2021-06,10C130370,繰越利益剰余金,82709171,0,0,82709171,利益剰余金
2021-06,10D100100,総売上高,121527464,0,58103775,179631239,売上高
2021-06,10D100110,売上値引及び戻り高,672400,272084,0,944484,売上高
2021-06,10E100100,商品期首たな卸高,0,0,0,0,売上原価
2021-06,10E100120,仕入値引及び戻し高,434369,0,211874,646243,売上原価
2021-06,10E100130,当期商品仕入高,72937263,36657682,0,109594945,売上原価
2021-06,10E100140,商品期末たな卸高,0,0,0,0,売上原価
2021-06,10E200020,販売手数料,4308500,2273500,0,6582000,販売費及び一般管理費
2021-06,10E200050,広告宣伝費,368700,139000,0,507700,販売費及び一般管理費
2021-06,10E200090,役員報酬,3440000,1720000,0,5160000,販売費及び一般管理費
2021-06,10E200130,賞与,1347333,673667,0,2021000,販売費及び一般管理費
2021-06,10E200140,福利厚生費,705616,596649,0,1302265,販売費及び一般管理費
2021-06,10E200150,交際費,820943,255279,0,1076222,販売費及び一般管理費
2021-06,10E200180,通信費,2485305,1069686,0,3554991,販売費及び一般管理費
2021-06,10E200200,消耗品費,622269,517144,258572,880841,販売費及び一般管理費
2021-06,10E200210,租税公課,122000,13000,0,135000,販売費及び一般管理費
2021-06,10E200220,減価償却費,0,0,0,0,販売費及び一般管理費
2021-06,10E200240,保険料,637640,318820,0,956460,販売費及び一般管理費
2021-06,10E200370,給料及び手当,11217982,5290385,0,16508367,販売費及び一般管理費
2021-06,10E200520,雑給,628137,279865,0,908002,販売費及び一般管理費
2021-06,10E200540,法定福利費,1508411,743927,0,2252338,販売費及び一般管理費
2021-06,10E200600,支払報酬,279420,139710,0,419130,販売費及び一般管理費
2021-06,10E200690,支払手数料,22994,11969,0,34963,販売費及び一般管理費
2021-06,10E200720,地代家賃,6898000,3449000,0,10347000,販売費及び一般管理費
2021-06,10E200730,借地借家料,587700,0,0,587700,販売費及び一般管理費
2021-06,10E200870,運賃,7150301,3408238,0,10558539,販売費及び一般管理費
2021-06,10E201000,修繕維持費,158550,17850,0,176400,販売費及び一般管理費
2021-06,10E201040,水道光熱費,1260816,546903,0,1807719,販売費及び一般管理費
2021-06,10E201110,事務用消耗品費,290863,124079,0,414942,販売費及び一般管理費
2021-06,10E201120,車両費,1220200,434529,0,1654729,販売費及び一般管理費
2021-06,10E201130,会議費,80469,24995,0,105464,販売費及び一般管理費
2021-06,10E201140,諸会費,232000,116000,0,348000,販売費及び一般管理費
2021-06,10E201160,図書費,49964,24982,0,74946,販売費及び一般管理費
2021-06,10E201230,旅費及び交通費,2172943,963397,0,3136340,販売費及び一般管理費
2021-06,10E201270,雑費,963951,478200,0,1442151,販売費及び一般管理費
2021-06,10E300020,支払利息,209401,180975,0,390376,営業外費用
2021-06,10F100070,法人税、住民税及び事業税,0,0,0,0,その他
