Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2021-08,10A100020,普通預金,79644543,95884982,93935574,81593951,流動資産
2021-08,10A100040,貸倒引当金,1758018,0,0,1758018,流動資産
2021-08,10A100060,受取手形,58115707,32196665,28339758,61972614,流動資産
2021-08,10A100090,売掛金,62921534,67626279,62921534,67626279,流動資産
2021-08,10A100200,電子記録債権,0,0,0,0,流動資産
2021-08,10A100230,有価証券,1271350,0,0,1271350,流動資産
2021-08,10A100280,商品,63013226,0,0,63013226,流動資産
2021-08,10A100610,短期貸付金,320000,0,40000,280000,流動資産
2021-08,10A100800,差入保証金,1200000,0,0,1200000,流動資産
2021-08,10A100850,仮払消費税等,2762581,0,0,2762581,流動資産
2021-08,10A210130,構築物,3280000,0,0,3280000,有形固定資産
2021-08,10A210410,工具、器具及び備品,4779810,0,0,4779810,有形固定資産
2021-08,10A220190,電話加入権,512000,0,0,512000,無形固定資産
2021-08,10A230570,保険積立金,2028000,125000,0,2153000,投資その他の資産
2021-08,10A230650,敷金,3140000,0,0,3140000,投資その他の資産
2021-08,10B100030,支払手形,29245949,6591904,11402336,34056381,流動負債
2021-08,10B100040,買掛金,49000890,37566761,38277589,49711718,流動負債
2021-08,10B100320,賞与引当金,1173334,0,1173332,2346666,流動負債
2021-08,10B100630,未払金,7691085,7691085,7181008,7181008,流動負債
2021-08,10B100640,未払法人税等,0,0,0,0,流動負債
2021-08,10B100660,未払消費税等,0,0,0,0,流動負債
2021-08,10B100670,未払事業税等,0,0,0,0,流動負債
2021-08,10B100690,預り金,4357479,1403735,1910537,4864281,流動負債
2021-08,10B100790,短期借入金,5228000,653500,0,4574500,流動負債
2021-08,10B100890,仮受消費税等,6540636,0,0,6540636,流動負債
2021-08,10B200080,長期借入金,37343150,0,0,37343150,固定負債
2021-08,10B200120,退職給付引当金,18560000,0,0,18560000,固定負債
2021-08,10B200130,役員退職慰労引当金,22000000,0,0,22000000,固定負債
2021-08,10C110010,資本金,10000000,0,0,10000000,資本金
2021-08,10C120020,資本準備金,0,0,0,0,資本剰余金
2021-08,10C130020,利益準備金,7200000,0,0,7200000,利益剰余金
2021-08,10C130360,別途積立金,4830000,0,0,4830000,利益剰余金
2021-08,10C130370,繰越利益剰余金,82709171,0,0,82709171,利益剰余金
2021-08,10D100100,総売上高,242865733,0,67626279,310492012,売上高
2021-08,10D100110,売上値引及び戻り高,1267444,0,0,1267444,売上高
2021-08,10E100100,商品期首たな卸高,0,0,0,0,売上原価
2021-08,10E100120,仕入値引及び戻し高,733583,0,0,733583,売上原価
2021-08,10E100130,当期商品仕入高,147809910,38277589,0,186087499,売上原価
2021-08,10E100140,商品期末たな卸高,0,0,0,0,売上原価
2021-08,10E200020,販売手数料,8945708,1913000,0,10858708,販売費及び一般管理費
2021-08,10E200050,広告宣伝費,646700,191500,0,838200,販売費及び一般管理費
2021-08,10E200090,役員報酬,6880000,1720000,0,8600000,販売費及び一般管理費
2021-08,10E200130,賞与,3194334,1173332,0,4367666,販売費及び一般管理費
2021-08,10E200140,福利厚生費,1590938,681144,0,2272082,販売費及び一般管理費
2021-08,10E200150,交際費,1315846,396398,0,1712244,販売費及び一般管理費
2021-08,10E200180,通信費,4727650,1047161,0,5774811,販売費及び一般管理費
2021-08,10E200200,消耗品費,1149343,562218,281109,1430452,販売費及び一般管理費
2021-08,10E200210,租税公課,135000,40000,0,175000,販売費及び一般管理費
2021-08,10E200220,減価償却費,0,0,0,0,販売費及び一般管理費
2021-08,10E200240,保険料,1275280,318820,0,1594100,販売費及び一般管理費
2021-08,10E200370,給料及び手当,21737607,5270379,0,27007986,販売費及び一般管理費
2021-08,10E200520,雑給,1272427,529470,0,1801897,販売費及び一般管理費
2021-08,10E200540,法定福利費,3442539,710659,0,4153198,販売費及び一般管理費
2021-08,10E200600,支払報酬,558840,139710,0,698550,販売費及び一般管理費
2021-08,10E200690,支払手数料,47089,12389,0,59478,販売費及び一般管理費
2021-08,10E200720,地代家賃,13766000,3449000,0,17215000,販売費及び一般管理費
2021-08,10E200730,借地借家料,1175400,293850,0,1469250,販売費及び一般管理費
2021-08,10E200870,運賃,14566367,3579250,0,18145617,販売費及び一般管理費
2021-08,10E201000,修繕維持費,212250,17850,0,230100,販売費及び一般管理費
2021-08,10E201040,水道光熱費,2385139,536492,0,2921631,販売費及び一般管理費
2021-08,10E201110,事務用消耗品費,539210,136993,0,676203,販売費及び一般管理費
2021-08,10E201120,車両費,2273464,630353,0,2903817,販売費及び一般管理費
2021-08,10E201130,会議費,130459,24995,0,155454,販売費及び一般管理費
2021-08,10E201140,諸会費,464000,116000,0,580000,販売費及び一般管理費
2021-08,10E201160,図書費,99928,24982,0,124910,販売費及び一般管理費
2021-08,10E201230,旅費及び交通費,4176847,924504,0,5101351,販売費及び一般管理費
2021-08,10E201270,雑費,1923383,479848,0,2403231,販売費及び一般管理費
2021-08,10E300020,支払利息,539175,151259,0,690434,営業外費用
2021-08,10F100070,法人税、住民税及び事業税,0,0,0,0,その他
