Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2021-05,10A100020,普通預金,105422442,104399368,117553887,92267923,流動資産
2021-05,10A100040,貸倒引当金,1758018,0,0,1758018,流動資産
2021-05,10A100060,受取手形,74533248,28821867,32345738,71009377,流動資産
2021-05,10A100090,売掛金,60169680,61189848,60674144,60685384,流動資産
2021-05,10A100200,電子記録債権,0,0,0,0,流動資産
2021-05,10A100230,有価証券,1271350,0,0,1271350,流動資産
2021-05,10A100280,商品,63013226,0,0,63013226,流動資産
2021-05,10A100610,短期貸付金,440000,0,40000,400000,流動資産
2021-05,10A100800,差入保証金,1200000,0,0,1200000,流動資産
2021-05,10A100850,仮払消費税等,2762581,0,0,2762581,流動資産
2021-05,10A210130,構築物,3280000,0,0,3280000,有形固定資産
2021-05,10A210410,工具、器具及び備品,4779810,0,0,4779810,有形固定資産
2021-05,10A220190,電話加入権,512000,0,0,512000,無形固定資産
2021-05,10A230570,保険積立金,1653000,125000,0,1778000,投資その他の資産
2021-05,10A230650,敷金,3140000,0,0,3140000,投資その他の資産
2021-05,10B100030,支払手形,54174743,13344010,7302660,48133393,流動負債
2021-05,10B100040,買掛金,47411485,36772881,37445581,48084185,流動負債
2021-05,10B100320,賞与引当金,2694667,0,673666,3368333,流動負債
2021-05,10B100630,未払金,7369946,7369946,7116470,7116470,流動負債
2021-05,10B100640,未払法人税等,2864378,2864378,0,0,流動負債
2021-05,10B100660,未払消費税等,4947100,4947100,0,0,流動負債
2021-05,10B100670,未払事業税等,1862000,1862000,0,0,流動負債
2021-05,10B100690,預り金,2896472,1494720,1957781,3359533,流動負債
2021-05,10B100790,短期借入金,7188500,653500,0,6535000,流動負債
2021-05,10B100890,仮受消費税等,6540636,0,0,6540636,流動負債
2021-05,10B200080,長期借入金,37343150,0,0,37343150,固定負債
2021-05,10B200120,退職給付引当金,18560000,0,0,18560000,固定負債
2021-05,10B200130,役員退職慰労引当金,22000000,0,0,22000000,固定負債
2021-05,10C110010,資本金,10000000,0,0,10000000,資本金
2021-05,10C120020,資本準備金,0,0,0,0,資本剰余金
2021-05,10C130020,利益準備金,7200000,0,0,7200000,利益剰余金
2021-05,10C130360,別途積立金,4830000,0,0,4830000,利益剰余金
2021-05,10C130370,繰越利益剰余金,82709171,0,0,82709171,利益剰余金
2021-05,10D100100,総売上高,60337616,0,61189848,121527464,売上高
2021-05,10D100110,売上値引及び戻り高,167936,504464,0,672400,売上高
2021-05,10E100100,商品期首たな卸高,0,0,0,0,売上原価
2021-05,10E100120,仕入値引及び戻し高,202379,0,231990,434369,売上原価
2021-05,10E100130,当期商品仕入高,35491682,37445581,0,72937263,売上原価
2021-05,10E100140,商品期末たな卸高,0,0,0,0,売上原価
2021-05,10E200020,販売手数料,2266000,2042500,0,4308500,販売費及び一般管理費
2021-05,10E200050,広告宣伝費,191500,177200,0,368700,販売費及び一般管理費
2021-05,10E200090,役員報酬,1720000,1720000,0,3440000,販売費及び一般管理費
2021-05,10E200130,賞与,673667,673666,0,1347333,販売費及び一般管理費
2021-05,10E200140,福利厚生費,302784,402832,0,705616,販売費及び一般管理費
2021-05,10E200150,交際費,387529,433414,0,820943,販売費及び一般管理費
2021-05,10E200180,通信費,1314451,1170854,0,2485305,販売費及び一般管理費
2021-05,10E200200,消耗品費,352077,540384,270192,622269,販売費及び一般管理費
2021-05,10E200210,租税公課,56000,66000,0,122000,販売費及び一般管理費
2021-05,10E200220,減価償却費,0,0,0,0,販売費及び一般管理費
2021-05,10E200240,保険料,318820,318820,0,637640,販売費及び一般管理費
2021-05,10E200370,給料及び手当,5702352,5515630,0,11217982,販売費及び一般管理費
2021-05,10E200520,雑給,396465,231672,0,628137,販売費及び一般管理費
2021-05,10E200540,法定福利費,743926,764485,0,1508411,販売費及び一般管理費
2021-05,10E200600,支払報酬,139710,139710,0,279420,販売費及び一般管理費
2021-05,10E200690,支払手数料,10552,12442,0,22994,販売費及び一般管理費
2021-05,10E200720,地代家賃,3449000,3449000,0,6898000,販売費及び一般管理費
2021-05,10E200730,借地借家料,293850,293850,0,587700,販売費及び一般管理費
2021-05,10E200870,運賃,3580147,3570154,0,7150301,販売費及び一般管理費
2021-05,10E201000,修繕維持費,35850,122700,0,158550,販売費及び一般管理費
2021-05,10E201040,水道光熱費,615042,645774,0,1260816,販売費及び一般管理費
2021-05,10E201110,事務用消耗品費,142108,148755,0,290863,販売費及び一般管理費
2021-05,10E201120,車両費,614477,605723,0,1220200,販売費及び一般管理費
2021-05,10E201130,会議費,24995,55474,0,80469,販売費及び一般管理費
2021-05,10E201140,諸会費,116000,116000,0,232000,販売費及び一般管理費
2021-05,10E201160,図書費,24982,24982,0,49964,販売費及び一般管理費
2021-05,10E201230,旅費及び交通費,1012406,1160537,0,2172943,販売費及び一般管理費
2021-05,10E201270,雑費,477559,486392,0,963951,販売費及び一般管理費
2021-05,10E300020,支払利息,91057,118344,0,209401,営業外費用
2021-05,10F100070,法人税、住民税及び事業税,0,0,0,0,その他
