JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
5000,1,2022-04,2022-04-28,905000,五越株式会社からの入金,10A100020,現金及び預金,1608844,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1608844,00,対象外,0,1,五越株式会社,,
5001,1,2022-04,2022-04-28,905001,合同会社エイム商事からの入金,10A100020,現金及び預金,140000,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,140000,00,対象外,0,10,合同会社エイム商事,,
5002,1,2022-04,2022-04-28,905002,株式会社斉藤からの入金,10A100020,現金及び預金,806985,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,806985,00,対象外,0,11,株式会社斉藤,,
5003,1,2022-04,2022-04-28,905003,もみじデパートからの入金,10A100020,現金及び預金,7423367,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,7423367,00,対象外,0,12,もみじデパート,,
5004,1,2022-04,2022-04-28,905004,阿部商事株式会社からの入金,10A100020,現金及び預金,1024020,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1024020,00,対象外,0,13,阿部商事株式会社,,
5005,1,2022-04,2022-04-28,905005,株式会社藤田からの入金,10A100020,現金及び預金,1492021,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1492021,00,対象外,0,14,株式会社藤田,,
5006,1,2022-04,2022-04-28,905006,株式会社藤田からの入金,10A100020,現金及び預金,1540024,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1540024,00,対象外,0,14,株式会社藤田,,
5007,1,2022-04,2022-04-28,905007,株式会社藤田からの入金,10A100020,現金及び預金,1256285,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1256285,00,対象外,0,14,株式会社藤田,,
5008,1,2022-04,2022-04-28,905008,株式会社藤田からの入金,10A100020,現金及び預金,2468352,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,2468352,00,対象外,0,14,株式会社藤田,,
5009,1,2022-04,2022-04-28,905009,株式会社藤田からの入金,10A100020,現金及び預金,1202181,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1202181,00,対象外,0,14,株式会社藤田,,
5010,1,2022-04,2022-04-28,905010,株式会社ミナミからの入金,10A100020,現金及び預金,352450,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,352450,00,対象外,0,19,株式会社ミナミ,,
5011,1,2022-04,2022-04-28,905011,今井百貨店からの入金,10A100020,現金及び預金,13269523,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,13269523,00,対象外,0,2,今井百貨店,,
5012,1,2022-04,2022-04-28,905012,株式会社久城商事からの入金,10A100020,現金及び預金,794114,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,794114,00,対象外,0,20,株式会社久城商事,,
5013,1,2022-04,2022-04-28,905013,合同会社たかだからの入金,10A100020,現金及び預金,482866,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,482866,00,対象外,0,21,合同会社たかだ,,
5014,1,2022-04,2022-04-28,905014,株式会社渡辺産業からの入金,10A100020,現金及び預金,1056168,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1056168,00,対象外,0,22,株式会社渡辺産業,,
5015,1,2022-04,2022-04-28,905015,株式会社鎌田商店からの入金,10A100020,現金及び預金,534144,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,534144,00,対象外,0,23,株式会社鎌田商店,,
5016,1,2022-04,2022-04-28,905016,株式会社畠山商事からの入金,10A100020,現金及び預金,226620,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,226620,00,対象外,0,24,株式会社畠山商事,,
5017,1,2022-04,2022-04-28,905017,株式会社小林マーケットからの入金,10A100020,現金及び預金,3741296,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,3741296,00,対象外,0,25,株式会社小林マーケット,,
5018,1,2022-04,2022-04-28,905018,佐々木販売株式会社からの入金,10A100020,現金及び預金,1096632,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1096632,00,対象外,0,26,佐々木販売株式会社,,
5019,1,2022-04,2022-04-28,905019,岩下物産株式会社からの入金,10A100020,現金及び預金,919584,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,919584,00,対象外,0,27,岩下物産株式会社,,
5020,1,2022-04,2022-04-28,905020,かめだデパートからの入金,10A100020,現金及び預金,6175852,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,6175852,00,対象外,0,28,かめだデパート,,
5021,1,2022-04,2022-04-28,905021,株式会社千代サービスからの入金,10A100020,現金及び預金,486020,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,486020,00,対象外,0,29,株式会社千代サービス,,
5022,1,2022-04,2022-04-28,905022,株式会社チェックからの入金,10A100020,現金及び預金,828232,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,828232,00,対象外,0,3,株式会社チェック,,
5023,1,2022-04,2022-04-28,905023,株式会社ＹＡＧからの入金,10A100020,現金及び預金,1425220,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1425220,00,対象外,0,30,株式会社ＹＡＧ,,
5024,1,2022-04,2022-04-28,905024,マークマーケットからの入金,10A100020,現金及び預金,1290240,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1290240,00,対象外,0,4,マークマーケット,,
5025,1,2022-04,2022-04-28,905025,株式会社ＡＢＣからの入金,10A100020,現金及び預金,1394098,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1394098,00,対象外,0,5,株式会社ＡＢＣ,,
5026,1,2022-04,2022-04-28,905026,株式会社エントリーからの入金,10A100020,現金及び預金,1033750,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1033750,00,対象外,0,6,株式会社エントリー,,
5027,1,2022-04,2022-04-28,905027,株式会社総合経営からの入金,10A100020,現金及び預金,1323972,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1323972,00,対象外,0,7,株式会社総合経営,,
5028,1,2022-04,2022-04-28,905028,タワー株式会社からの入金,10A100020,現金及び預金,649800,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,649800,00,対象外,0,8,タワー株式会社,,
5029,1,2022-04,2022-04-28,905029,高橋物産株式会社からの入金,10A100020,現金及び預金,1713160,00,対象外,0,20,みずほ本店,,,10A100090,売掛金,1713160,00,対象外,0,9,高橋物産株式会社,,
