JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
1419,1,2021-10,2021-10-01,116,リース料,10E200730,借地借家料,84000,S,S,7636,,,040,大阪支店,10A100020,普通預金,84000,O,O,0,40,JKL銀行 梅田,000,共通部門
1420,1,2021-10,2021-10-01,141,架空鉄道会社A代,10E201230,旅費及び交通費,7800,S,S,709,,,040,大阪支店,10A100020,現金,7800,O,O,0,,,000,共通部門
1417,1,2021-10,2021-10-01,18,旅費,10E201230,旅費及び交通費,26870,S,S,2442,,,010,札幌営業所,10A100020,現金,26870,O,O,0,,,000,共通部門
1418,1,2021-10,2021-10-01,66,リース料,10E200730,借地借家料,209850,S,S,19077,,,020,東京支店,10A100020,普通預金,209850,O,O,0,20,ABC銀行 本店,000,共通部門
1425,1,2021-10,2021-10-02,142,ガソリン代,10E201120,車両費,6229,S,S,566,,,040,大阪支店,10A100020,現金,6229,O,O,0,,,000,共通部門
1425,2,2021-10,2021-10-02,142,高速代,10E201120,車両費,4289,S,S,389,,,040,大阪支店,10A100020,現金,4289,O,O,0,,,000,共通部門
1425,3,2021-10,2021-10-02,142,点検作業料,10E201120,車両費,43433,S,S,3948,,,040,大阪支店,10A100020,現金,43433,O,O,0,,,000,共通部門
1426,1,2021-10,2021-10-02,157,航空券代,10E201230,旅費及び交通費,55300,S,S,5027,,,050,九州営業所,10A100020,普通預金,55300,O,O,0,50,MNO銀行 北九州,000,共通部門
1422,1,2021-10,2021-10-02,32,事務用品費,10E201110,事務用消耗品費,6823,S,S,620,,,010,札幌営業所,10B100630,未払金,6823,O,O,0,,,000,共通部門
1423,1,2021-10,2021-10-02,50,駐車代,10E201120,車両費,1200,S,S,109,,,020,東京支店,10A100020,現金,1200,O,O,0,,,000,共通部門
1421,1,2021-10,2021-10-02,7,飲食代 架空店舗077 2名,10E200150,交際費,12380,S,S,1125,,,010,札幌営業所,10A100020,現金,12380,O,O,0,,,000,共通部門
1424,1,2021-10,2021-10-02,75,コーヒー代2名,10E200150,交際費,1260,S,S,114,,,020,東京支店,10A100020,現金,1260,O,O,0,,,000,共通部門
1429,1,2021-10,2021-10-03,102,手土産代 架空店舗089,10E200150,交際費,1050,S,S,95,,,040,大阪支店,10A100020,現金,1050,O,O,0,,,000,共通部門
1430,1,2021-10,2021-10-03,158,出張旅費,10E201230,旅費及び交通費,13500,S,S,1227,,,040,大阪支店,10A100020,現金,13500,O,O,0,,,000,共通部門
1427,1,2021-10,2021-10-03,56,旅費,10E201230,旅費及び交通費,36400,S,S,3309,,,020,東京支店,10A100020,現金,36400,O,O,0,,,000,共通部門
1428,1,2021-10,2021-10-03,75,旅費,10E201230,旅費及び交通費,12000,S,S,1090,,,030,名古屋支店,10A100020,現金,12000,O,O,0,,,000,共通部門
1436,1,2021-10,2021-10-05,147,ガソリン代,10E201120,車両費,3962,S,S,360,,,050,九州営業所,10B100630,未払金,3962,O,O,0,,,000,共通部門
1437,1,2021-10,2021-10-05,161,旅費,10E201230,旅費及び交通費,6350,S,S,577,,,050,九州営業所,10A100020,現金,6350,O,O,0,,,000,共通部門
1438,1,2021-10,2021-10-05,164,事務用品,10E201110,事務用消耗品費,2819,S,S,256,,,050,九州営業所,10A100020,現金,2819,O,O,0,,,000,共通部門
1431,1,2021-10,2021-10-05,19,旅費,10E201230,旅費及び交通費,18970,S,S,1724,,,010,札幌営業所,10A100020,現金,18970,O,O,0,,,000,共通部門
1432,1,2021-10,2021-10-05,76,制服代,10E200140,福利厚生費,56000,S,S,5090,,,020,東京支店,10B100630,未払金,56000,O,O,0,,,000,共通部門
1433,1,2021-10,2021-10-05,83,10月5日伝票No322株式会社豊原産業,10A100020,普通預金,570312,O,O,0,50,MNO銀行 北九州,000,共通部門,10A100090,売掛金,570312,O,O,0,22,株式会社豊原産業,000,共通部門
1433,2,2021-10,2021-10-05,83,10月5日伝票No322株式会社豊原産業,10E200690,支払手数料,472,S,S,42,,,050,九州営業所,10A100090,売掛金,472,O,O,0,22,株式会社豊原産業,000,共通部門
1434,1,2021-10,2021-10-05,84,10月5日伝票No323若松販売株式会社,10A100020,普通預金,694936,O,O,0,20,ABC銀行 本店,000,共通部門,10A100090,売掛金,694936,O,O,0,26,若松販売株式会社,000,共通部門
1434,2,2021-10,2021-10-05,84,10月5日伝票No323若松販売株式会社,10E200690,支払手数料,472,S,S,42,,,020,東京支店,10A100090,売掛金,472,O,O,0,26,若松販売株式会社,000,共通部門
1435,1,2021-10,2021-10-05,85,10月5日伝票No324晴海物産株式会社,10A100020,普通預金,893184,O,O,0,30,GHI銀行 名古屋,000,共通部門,10A100090,売掛金,893184,O,O,0,27,晴海物産株式会社,000,共通部門
1440,1,2021-10,2021-10-06,110,タクシー代,10E201230,旅費及び交通費,2290,S,S,208,,,040,大阪支店,10A100020,現金,2290,O,O,0,,,000,共通部門
1441,1,2021-10,2021-10-06,149,食事代 架空店舗053 3名,10E200150,交際費,9350,S,S,850,,,030,名古屋支店,10A100020,現金,9350,O,O,0,,,000,共通部門
1442,1,2021-10,2021-10-06,150,ゴルフプレー代3名,10E200150,交際費,35450,S,S,3222,,,050,九州営業所,10A100020,現金,35450,O,O,0,,,000,共通部門
1443,1,2021-10,2021-10-06,152,飲食代 架空店舗012,10E200150,交際費,24650,S,S,2240,,,050,九州営業所,10A100020,現金,24650,O,O,0,,,000,共通部門
1439,1,2021-10,2021-10-06,42,食事代 架空店舗052 3名,10E200150,交際費,6320,S,S,574,,,020,東京支店,10A100020,現金,6320,O,O,0,,,000,共通部門
1448,1,2021-10,2021-10-07,133,税理士報酬,10E200600,支払報酬,139710,S,S,12700,,,020,東京支店,10A100020,普通預金,139710,O,O,0,20,ABC銀行 本店,000,共通部門
1444,1,2021-10,2021-10-07,21,架空鉄道会社A代,10E201230,旅費及び交通費,69500,S,S,6318,,,010,札幌営業所,10A100020,現金,69500,O,O,0,,,000,共通部門
1445,1,2021-10,2021-10-07,22,旅費,10E201230,旅費及び交通費,50000,S,S,4545,,,010,札幌営業所,10A100020,現金,50000,O,O,0,,,000,共通部門
1446,1,2021-10,2021-10-07,43,香典代,10E200150,交際費,10000,S,S,909,,,020,東京支店,10A100020,現金,10000,O,O,0,,,000,共通部門
1447,1,2021-10,2021-10-07,58,旅費,10E201230,旅費及び交通費,70000,S,S,6363,,,020,東京支店,10A100020,現金,70000,O,O,0,,,000,共通部門
1449,1,2021-10,2021-10-08,10,駐車代,10E201120,車両費,500,S,S,45,,,010,札幌営業所,10A100020,現金,500,O,O,0,,,000,共通部門
1452,1,2021-10,2021-10-08,151,食事代 架空店舗048,10E200150,交際費,1500,S,S,136,,,040,大阪支店,10A100020,現金,1500,O,O,0,,,000,共通部門
1450,1,2021-10,2021-10-08,16,洗車代,10E201120,車両費,3000,S,S,272,,,010,札幌営業所,10A100020,現金,3000,O,O,0,,,000,共通部門
1450,2,2021-10,2021-10-08,16,ガソリン代,10E201120,車両費,6300,S,S,572,,,010,札幌営業所,10A100020,現金,6300,O,O,0,,,000,共通部門
1451,1,2021-10,2021-10-08,82,ガソリン代,10E201120,車両費,28740,S,S,2612,,,030,名古屋支店,10B100630,未払金,28740,O,O,0,,,000,共通部門
1453,1,2021-10,2021-10-09,20,旅費,10E201230,旅費及び交通費,41250,S,S,3750,,,010,札幌営業所,10A100020,現金,41250,O,O,0,,,000,共通部門
1454,1,2021-10,2021-10-09,46,ガソリン代,10E201120,車両費,6172,S,S,561,,,020,東京支店,10A100020,現金,6172,O,O,0,,,000,共通部門
1454,2,2021-10,2021-10-09,46,高速代,10E201120,車両費,7143,S,S,649,,,020,東京支店,10A100020,現金,7143,O,O,0,,,000,共通部門
1454,3,2021-10,2021-10-09,46,駐車代,10E201120,車両費,3334,S,S,303,,,020,東京支店,10A100020,現金,3334,O,O,0,,,000,共通部門
1470,1,2021-10,2021-10-10,103,食事代 架空店舗007 2名,10E200150,交際費,4692,S,S,426,,,040,大阪支店,10A100020,現金,4692,O,O,0,,,000,共通部門
1471,1,2021-10,2021-10-10,112,電話代,10E200180,通信費,144325,S,S,13120,,,040,大阪支店,10A100020,普通預金,144325,O,O,0,40,JKL銀行 梅田,000,共通部門
1472,1,2021-10,2021-10-10,129,家賃支払い,10E200720,地代家賃,399000,S,S,36272,,,030,名古屋支店,10A100020,普通預金,399000,O,O,0,30,GHI銀行 名古屋,000,共通部門
1473,1,2021-10,2021-10-10,134,手形期日落日 青凪商事株式会社,10B100030,支払手形,2382263,O,O,0,,,000,共通部門,10A100020,当座預金,2382263,O,O,0,1,ABC銀行,000,共通部門
1474,1,2021-10,2021-10-10,162,会議　食事代,10E201130,会議費,24995,S,S,2272,,,020,東京支店,10A100020,現金,24995,O,O,0,,,000,共通部門
1475,1,2021-10,2021-10-10,167,家賃支払い,10E200720,地代家賃,630000,S,S,57272,,,050,九州営業所,10A100020,普通預金,630000,O,O,0,50,MNO銀行 北九州,000,共通部門
1475,2,2021-10,2021-10-10,167,電話代,10E200180,通信費,122482,S,S,11134,,,050,九州営業所,10A100020,普通預金,122482,O,O,0,50,MNO銀行 北九州,000,共通部門
1476,1,2021-10,2021-10-10,168,有線,10E201270,雑費,6000,S,S,545,,,050,九州営業所,10B100630,未払金,6000,O,O,0,,,000,共通部門
1476,2,2021-10,2021-10-10,168,警備料,10E201270,雑費,42858,S,S,3896,,,050,九州営業所,10B100630,未払金,42858,O,O,0,,,000,共通部門
1455,1,2021-10,2021-10-10,33,家賃支払い,10E200720,地代家賃,320000,S,S,29090,,,010,札幌営業所,10A100020,普通預金,320000,O,O,0,10,DEF銀行 駅前,000,共通部門
1455,2,2021-10,2021-10-10,33,電話代,10E200180,通信費,135486,S,S,12316,,,010,札幌営業所,10A100020,普通預金,135486,O,O,0,10,DEF銀行 駅前,000,共通部門
1456,1,2021-10,2021-10-10,44,昼食代 架空店舗039 2名,10E200150,交際費,2860,S,S,260,,,020,東京支店,10A100020,現金,2860,O,O,0,,,000,共通部門
1457,1,2021-10,2021-10-10,63,源泉税支払,10B100690,預り金,235453,O,O,0,3,源泉税,000,共通部門,10A100020,普通預金,235453,O,O,0,20,ABC銀行 本店,000,共通部門
1457,2,2021-10,2021-10-10,63,住民税支払,10B100690,預り金,449500,O,O,0,2,住民税,000,共通部門,10A100020,普通預金,449500,O,O,0,20,ABC銀行 本店,000,共通部門
1458,1,2021-10,2021-10-10,64,家賃支払,10E200720,地代家賃,1260000,S,S,114545,,,020,東京支店,10A100020,普通預金,1260000,O,O,0,20,ABC銀行 本店,000,共通部門
1459,1,2021-10,2021-10-10,65,有線,10E201270,雑費,5000,S,S,454,,,010,札幌営業所,10B100630,未払金,5000,O,O,0,,,000,共通部門
1459,2,2021-10,2021-10-10,65,警備料,10E201270,雑費,34286,S,S,3116,,,010,札幌営業所,10B100630,未払金,34286,O,O,0,,,000,共通部門
1459,3,2021-10,2021-10-10,65,家賃支払,10E200720,地代家賃,840000,S,S,76363,,,040,大阪支店,10A100020,普通預金,840000,O,O,0,40,JKL銀行 梅田,000,共通部門
1460,1,2021-10,2021-10-10,74,飲食代 架空店舗080 4名,10E200150,交際費,16242,S,S,1476,,,020,東京支店,10A100020,現金,16242,O,O,0,,,000,共通部門
1461,1,2021-10,2021-10-10,76,架空鉄道会社A代,10E201230,旅費及び交通費,14500,S,S,1318,,,030,名古屋支店,10A100020,現金,14500,O,O,0,,,000,共通部門
1462,1,2021-10,2021-10-10,85,電話代,10E200180,通信費,93540,S,S,8503,,,030,名古屋支店,10A100020,普通預金,93540,O,O,0,30,GHI銀行 名古屋,000,共通部門
1463,1,2021-10,2021-10-10,86,10月10日伝票No325株式会社南風商会,10A100020,普通預金,852870,O,O,0,30,GHI銀行 名古屋,000,共通部門,10A100090,売掛金,852870,O,O,0,19,株式会社南風商会,000,共通部門
1463,2,2021-10,2021-10-10,86,10月10日伝票No325株式会社南風商会,10E200690,支払手数料,735,S,S,66,,,030,名古屋支店,10A100090,売掛金,735,O,O,0,19,株式会社南風商会,000,共通部門
1464,1,2021-10,2021-10-10,87,10月10日伝票No326株式会社青葉百貨店 | 売上伝票=20210930-120;手形番号=R20211010-87-28,10A100060,受取手形,5964649,O,O,0,,,000,共通部門,10A100090,売掛金,5964649,O,O,0,28,株式会社青葉百貨店,000,共通部門
1465,1,2021-10,2021-10-10,88,10月10日伝票No478青凪商事株式会社,10B100040,買掛金,282780,O,O,0,3,青凪商事株式会社,000,共通部門,10A100090,売掛金,282780,O,O,0,3,青凪商事株式会社,000,共通部門
1466,1,2021-10,2021-10-10,89,10月10日伝票No500株式会社花咲商事東京本社,10A100020,普通預金,7713951,O,O,0,20,ABC銀行 本店,000,共通部門,10A100090,売掛金,7713951,O,O,0,14,株式会社花咲商事,000,共通部門
1466,2,2021-10,2021-10-10,89,10月10日伝票No500株式会社花咲商事東京本社,10E200690,支払手数料,735,S,S,66,,,020,東京支店,10A100090,売掛金,735,O,O,0,14,株式会社花咲商事,000,共通部門
1467,1,2021-10,2021-10-10,90,10月10日伝票No251青凪商事株式会社,10B100040,買掛金,2871067,O,O,0,3,青凪商事株式会社,000,共通部門,10B100030,支払手形,2871067,O,O,0,,,000,共通部門
1468,1,2021-10,2021-10-10,91,10月10日伝票No253株式会社白樺商事,10B100040,買掛金,390196,O,O,0,8,株式会社白樺商事,000,共通部門,10A100020,普通預金,390196,O,O,0,20,ABC銀行 本店,000,共通部門
1469,1,2021-10,2021-10-10,98,手形割引 株式会社青葉百貨店 | 手形番号=R20210910-95-28;受取額に決済額を訂正,10A100020,当座預金,6438740,O,O,0,1,ABC銀行,000,共通部門,10A100060,受取手形,6438740,O,O,0,,,000,共通部門
1469,2,2021-10,2021-10-10,98,手形割引料 | 手形番号=R20210910-95-28,10E300020,支払利息,38759,E,E,0,,,020,東京支店,10A100060,受取手形,38759,O,O,0,,,000,共通部門
1477,1,2021-10,2021-10-11,73,ガソリン代,10E201120,車両費,6325,S,S,575,,,050,九州営業所,10A100020,現金,6325,O,O,0,,,000,共通部門
1477,2,2021-10,2021-10-11,73,高速代,10E201120,車両費,1143,S,S,103,,,050,九州営業所,10A100020,現金,1143,O,O,0,,,000,共通部門
1479,1,2021-10,2021-10-12,148,ガソリン代,10E201120,車両費,7065,S,S,642,,,050,九州営業所,10A100020,現金,7065,O,O,0,,,000,共通部門
1480,1,2021-10,2021-10-12,154,コーヒー代2名,10E200150,交際費,1260,S,S,114,,,050,九州営業所,10B100630,未払金,1260,O,O,0,,,000,共通部門
1478,1,2021-10,2021-10-12,57,架空鉄道会社A代,10E201230,旅費及び交通費,112300,S,S,10209,,,020,東京支店,10A100020,現金,112300,O,O,0,,,000,共通部門
1481,1,2021-10,2021-10-13,11,ガソリン代,10E201120,車両費,3210,S,S,291,,,010,札幌営業所,10A100020,現金,3210,O,O,0,,,000,共通部門
1482,1,2021-10,2021-10-13,51,駐車代,10E201120,車両費,3667,S,S,333,,,020,東京支店,10A100020,現金,3667,O,O,0,,,000,共通部門
1482,2,2021-10,2021-10-13,51,高速代,10E201120,車両費,5524,S,S,502,,,020,東京支店,10A100020,現金,5524,O,O,0,,,000,共通部門
