JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
249,1,2021-05,2021-05-01,148,制服代,10E200140,福利厚生費,53500,S,S,4863,,,010,札幌営業所,10B100630,未払金,53500,O,O,0,,,000,共通部門
248,1,2021-05,2021-05-01,18,旅費,10E201230,旅費及び交通費,24800,S,S,2254,,,010,札幌営業所,10A100020,現金,24800,O,O,0,,,000,共通部門
250,1,2021-05,2021-05-02,122,証明書発行手数料,10E200180,通信費,1050,S,S,95,,,020,東京支店,10A100020,現金,1050,O,O,0,,,000,共通部門
251,1,2021-05,2021-05-02,124,収入印紙,10E200210,租税公課,6000,O,O,0,,,010,札幌営業所,10A100020,現金,6000,O,O,0,,,000,共通部門
252,1,2021-05,2021-05-02,149,制服代,10E200140,福利厚生費,70325,S,S,6393,,,030,名古屋支店,10B100630,未払金,70325,O,O,0,,,000,共通部門
253,1,2021-05,2021-05-03,10,ガソリン代,10E201120,車両費,3642,S,S,331,,,010,札幌営業所,10A100020,現金,3642,O,O,0,,,000,共通部門
254,1,2021-05,2021-05-03,19,旅費,10E201230,旅費及び交通費,15000,S,S,1363,,,010,札幌営業所,10A100020,現金,15000,O,O,0,,,000,共通部門
260,1,2021-05,2021-05-05,139,制服代,10E200140,福利厚生費,55630,S,S,5057,,,050,九州営業所,10B100630,未払金,55630,O,O,0,,,000,共通部門
255,1,2021-05,2021-05-05,56,旅費,10E201230,旅費及び交通費,41500,S,S,3772,,,020,東京支店,10A100020,現金,41500,O,O,0,,,000,共通部門
256,1,2021-05,2021-05-05,80,タクシー代,10E201230,旅費及び交通費,9500,S,S,863,,,030,名古屋支店,10A100020,現金,9500,O,O,0,,,000,共通部門
257,1,2021-05,2021-05-05,89,5月5日伝票No207株式会社豊原産業,10A100020,普通預金,1040992,O,O,0,50,MNO銀行 北九州,000,共通部門,10A100090,売掛金,1040992,O,O,0,22,株式会社豊原産業,000,共通部門
257,2,2021-05,2021-05-05,89,5月5日伝票No207株式会社豊原産業,10E200690,支払手数料,472,S,S,42,,,050,九州営業所,10A100090,売掛金,472,O,O,0,22,株式会社豊原産業,000,共通部門
258,1,2021-05,2021-05-05,90,5月5日伝票No208若松販売株式会社,10A100020,普通預金,975874,O,O,0,20,ABC銀行 本店,000,共通部門,10A100090,売掛金,975874,O,O,0,26,若松販売株式会社,000,共通部門
258,2,2021-05,2021-05-05,90,5月5日伝票No208若松販売株式会社,10E200690,支払手数料,630,S,S,57,,,020,東京支店,10A100090,売掛金,630,O,O,0,26,若松販売株式会社,000,共通部門
259,1,2021-05,2021-05-05,91,5月5日伝票No209晴海物産株式会社,10A100020,普通預金,883909,O,O,0,30,GHI銀行 名古屋,000,共通部門,10A100090,売掛金,883909,O,O,0,27,晴海物産株式会社,000,共通部門
263,1,2021-05,2021-05-06,106,食事代,10E200150,交際費,14352,S,S,1304,,,040,大阪支店,10A100020,現金,14352,O,O,0,,,000,共通部門
264,1,2021-05,2021-05-06,110,タクシー代,10E201230,旅費及び交通費,3290,S,S,299,,,040,大阪支店,10A100020,現金,3290,O,O,0,,,000,共通部門
265,1,2021-05,2021-05-06,133,税理士報酬,10E200600,支払報酬,139710,S,S,12700,,,020,東京支店,10A100020,普通預金,139710,O,O,0,20,ABC銀行 本店,000,共通部門
261,1,2021-05,2021-05-06,20,旅費,10E201230,旅費及び交通費,41000,S,S,3727,,,010,札幌営業所,10A100020,現金,41000,O,O,0,,,000,共通部門
262,1,2021-05,2021-05-06,42,食事代 株式会社桜丘百貨店2名,10E200150,交際費,16650,S,S,1513,,,020,東京支店,10A100020,現金,16650,O,O,0,,,000,共通部門
271,1,2021-05,2021-05-07,102,差し入れ,10E200150,交際費,1050,S,S,95,,,040,大阪支店,10A100020,現金,1050,O,O,0,,,000,共通部門
272,1,2021-05,2021-05-07,158,出張旅費,10E201230,旅費及び交通費,10300,S,S,936,,,040,大阪支店,10A100020,現金,10300,O,O,0,,,000,共通部門
266,1,2021-05,2021-05-07,22,旅費,10E201230,旅費及び交通費,50000,S,S,4545,,,010,札幌営業所,10A100020,現金,50000,O,O,0,,,000,共通部門
267,1,2021-05,2021-05-07,57,架空鉄道会社A代,10E201230,旅費及び交通費,97800,S,S,8890,,,040,大阪支店,10A100020,現金,97800,O,O,0,,,000,共通部門
268,1,2021-05,2021-05-07,58,旅費,10E201230,旅費及び交通費,70000,S,S,6363,,,020,東京支店,10A100020,現金,70000,O,O,0,,,000,共通部門
