JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
1183,1,2021-09,2021-09-01,56,旅費,10E201230,旅費及び交通費,30980,S,S,2816,,,020,東京支店,10A100020,現金,30980,O,O,0,,,000,共通部門
1184,1,2021-09,2021-09-01,84,架空鉄道会社A代,10E201230,旅費及び交通費,5200,S,S,472,,,030,名古屋支店,10A100020,現金,5200,O,O,0,,,000,共通部門
1190,1,2021-09,2021-09-02,150,食事代 架空店舗088 2名,10E200150,交際費,4350,S,S,395,,,050,九州営業所,10A100020,現金,4350,O,O,0,,,000,共通部門
1191,1,2021-09,2021-09-02,151,食事代 架空店舗029 2名,10E200150,交際費,7315,S,S,665,,,040,大阪支店,10A100020,現金,7315,O,O,0,,,000,共通部門
1191,2,2021-09,2021-09-02,151,食事代 架空店舗061 3名,10E200150,交際費,13624,S,S,1238,,,040,大阪支店,10A100020,現金,13624,O,O,0,,,000,共通部門
1192,1,2021-09,2021-09-02,159,タクシー代,10E201230,旅費及び交通費,4650,S,S,422,,,050,九州営業所,10A100020,現金,4650,O,O,0,,,000,共通部門
1193,1,2021-09,2021-09-02,164,事務用品,10E201110,事務用消耗品費,3105,S,S,282,,,050,九州営業所,10A100020,現金,3105,O,O,0,,,000,共通部門
1185,1,2021-09,2021-09-02,19,旅費,10E201230,旅費及び交通費,16870,S,S,1533,,,010,札幌営業所,10A100020,現金,16870,O,O,0,,,000,共通部門
1186,1,2021-09,2021-09-02,57,架空鉄道会社A代,10E201230,旅費及び交通費,88880,S,S,8080,,,020,東京支店,10A100020,現金,88880,O,O,0,,,000,共通部門
1187,1,2021-09,2021-09-02,70,お茶代,10E201270,雑費,1129,S,S,102,,,040,大阪支店,10A100020,現金,1129,O,O,0,,,000,共通部門
1188,1,2021-09,2021-09-02,76,制服代,10E200140,福利厚生費,56000,S,S,5090,,,020,東京支店,10B100630,未払金,56000,O,O,0,,,000,共通部門
1189,1,2021-09,2021-09-02,94,洗剤他,10E201270,雑費,795,S,S,72,,,030,名古屋支店,10A100020,現金,795,O,O,0,,,000,共通部門
1197,1,2021-09,2021-09-03,134,用紙,10E201110,事務用消耗品費,13700,S,S,1245,,,010,札幌営業所,10A100020,現金,13700,O,O,0,,,000,共通部門
1194,1,2021-09,2021-09-03,18,旅費,10E201230,旅費及び交通費,16780,S,S,1525,,,010,札幌営業所,10A100020,現金,16780,O,O,0,,,000,共通部門
