JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
2369,1,2022-02,2022-02-01,67,ティッシュ他,10E201270,雑費,1029,S,S,93,,,040,大阪支店,10A100020,現金,1029,O,O,0,,,000,共通部門
2372,1,2022-02,2022-02-02,102,ゴルフ景品代 架空店舗089,10E200150,交際費,5250,S,S,477,,,040,大阪支店,10A100020,現金,5250,O,O,0,,,000,共通部門
2373,1,2022-02,2022-02-02,150,飲食代 架空店舗084 4名,10E200150,交際費,14172,S,S,1288,,,050,九州営業所,10A100020,現金,14172,O,O,0,,,000,共通部門
2373,2,2022-02,2022-02-02,150,飲食代 架空店舗034 4名,10E200150,交際費,15467,S,S,1406,,,050,九州営業所,10A100020,現金,15467,O,O,0,,,000,共通部門
2370,1,2022-02,2022-02-02,18,旅費,10E201230,旅費及び交通費,14500,S,S,1318,,,010,札幌営業所,10A100020,現金,14500,O,O,0,,,000,共通部門
2371,1,2022-02,2022-02-02,94,台所用品他,10E201270,雑費,1012,S,S,92,,,030,名古屋支店,10A100020,現金,1012,O,O,0,,,000,共通部門
2375,1,2022-02,2022-02-03,134,用紙,10E201110,事務用消耗品費,10500,S,S,954,,,050,九州営業所,10B100630,未払金,10500,O,O,0,,,000,共通部門
2374,1,2022-02,2022-02-03,41,香典代,10E200150,交際費,10000,S,S,909,,,020,東京支店,10A100020,現金,10000,O,O,0,,,000,共通部門
2377,1,2022-02,2022-02-04,147,ガソリン代,10E201120,車両費,6693,S,S,608,,,050,九州営業所,10B100630,未払金,6693,O,O,0,,,000,共通部門
2376,1,2022-02,2022-02-04,19,旅費,10E201230,旅費及び交通費,8500,S,S,772,,,010,札幌営業所,10A100020,現金,8500,O,O,0,,,000,共通部門
2383,1,2022-02,2022-02-05,133,税理士報酬,10E200600,支払報酬,139710,S,S,12700,,,020,東京支店,10A100020,普通預金,139710,O,O,0,20,ABC銀行 本店,000,共通部門
2384,1,2022-02,2022-02-05,142,高速代,10E201120,車両費,4991,S,S,453,,,040,大阪支店,10A100020,現金,4991,O,O,0,,,000,共通部門
