JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
1887,1,2021-12,2021-12-01,10,洗車代,10E201120,車両費,3000,S,S,272,,,010,札幌営業所,10A100020,現金,3000,O,O,0,,,000,共通部門
1891,1,2021-12,2021-12-01,143,点検作業料,10E201120,車両費,29400,S,S,2672,,,040,大阪支店,10A100020,現金,29400,O,O,0,,,000,共通部門
1888,1,2021-12,2021-12-01,18,旅費,10E201230,旅費及び交通費,29500,S,S,2681,,,010,札幌営業所,10A100020,現金,29500,O,O,0,,,000,共通部門
1889,1,2021-12,2021-12-01,56,旅費,10E201230,旅費及び交通費,653500,S,S,59409,,,020,東京支店,10A100020,現金,653500,O,O,0,,,000,共通部門
1889,2,2021-12,2021-12-01,56,架空鉄道会社A代,10E201230,旅費及び交通費,32675,S,S,2970,,,020,東京支店,10A100020,現金,32675,O,O,0,,,000,共通部門
1890,1,2021-12,2021-12-01,85,旅費,10E201230,旅費及び交通費,19800,S,S,1800,,,030,名古屋支店,10A100020,現金,19800,O,O,0,,,000,共通部門
1892,1,2021-12,2021-12-02,19,旅費,10E201230,旅費及び交通費,22000,S,S,2000,,,010,札幌営業所,10A100020,現金,22000,O,O,0,,,000,共通部門
1893,1,2021-12,2021-12-03,134,用紙,10E201110,事務用消耗品費,14600,S,S,1327,,,030,名古屋支店,10A100020,現金,14600,O,O,0,,,000,共通部門
1894,1,2021-12,2021-12-03,147,ガソリン代,10E201120,車両費,6240,S,S,567,,,050,九州営業所,10B100630,未払金,6240,O,O,0,,,000,共通部門
1895,1,2021-12,2021-12-04,41,お歳暮 架空店舗058,10E200150,交際費,69191,S,S,6290,,,020,東京支店,10A100020,現金,69191,O,O,0,,,000,共通部門
1895,2,2021-12,2021-12-04,41,お歳暮 株式会社桜丘百貨店,10E200150,交際費,40629,S,S,3693,,,020,東京支店,10A100020,現金,40629,O,O,0,,,000,共通部門
1895,3,2021-12,2021-12-04,41,お歳暮 架空店舗087,10E200150,交際費,15953,S,S,1450,,,020,東京支店,10A100020,現金,15953,O,O,0,,,000,共通部門
1901,1,2021-12,2021-12-05,133,税理士報酬,10E200600,支払報酬,139710,S,S,12700,,,020,東京支店,10A100020,普通預金,139710,O,O,0,20,ABC銀行 本店,000,共通部門
1896,1,2021-12,2021-12-05,50,高速代,10E201120,車両費,3500,S,S,318,,,020,東京支店,10A100020,現金,3500,O,O,0,,,000,共通部門
1897,1,2021-12,2021-12-05,86,架空鉄道会社A代,10E201230,旅費及び交通費,12000,S,S,1090,,,030,名古屋支店,10A100020,現金,12000,O,O,0,,,000,共通部門
1898,1,2021-12,2021-12-05,95,12月5日伝票No380株式会社豊原産業,10A100020,普通預金,986352,O,O,0,50,MNO銀行 北九州,000,共通部門,10A100090,売掛金,986352,O,O,0,22,株式会社豊原産業,000,共通部門
1898,2,2021-12,2021-12-05,95,12月5日伝票No380株式会社豊原産業,10E200690,支払手数料,472,S,S,42,,,050,九州営業所,10A100090,売掛金,472,O,O,0,22,株式会社豊原産業,000,共通部門
1899,1,2021-12,2021-12-05,96,12月5日伝票No381若松販売株式会社,10A100020,普通預金,778048,O,O,0,20,ABC銀行 本店,000,共通部門,10A100090,売掛金,778048,O,O,0,26,若松販売株式会社,000,共通部門
1899,2,2021-12,2021-12-05,96,12月5日伝票No381若松販売株式会社,10E200690,支払手数料,472,S,S,42,,,020,東京支店,10A100090,売掛金,472,O,O,0,26,若松販売株式会社,000,共通部門
