JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
1652,1,2021-11,2021-11-01,165,お茶代他,10E201270,雑費,3756,S,S,341,,,050,九州営業所,10A100020,現金,3756,O,O,0,,,000,共通部門
1650,1,2021-11,2021-11-01,18,旅費,10E201230,旅費及び交通費,21000,S,S,1909,,,010,札幌営業所,10A100020,現金,21000,O,O,0,,,000,共通部門
1651,1,2021-11,2021-11-01,75,ガソリン代,10E201120,車両費,6151,S,S,559,,,050,九州営業所,10A100020,現金,6151,O,O,0,,,000,共通部門
1651,2,2021-11,2021-11-01,75,ウォッシャー液代,10E201120,車両費,475,S,S,43,,,050,九州営業所,10A100020,現金,475,O,O,0,,,000,共通部門
1653,1,2021-11,2021-11-02,149,食事代 架空店舗064 2名,10E200150,交際費,7758,S,S,705,,,030,名古屋支店,10A100020,現金,7758,O,O,0,,,000,共通部門
1653,2,2021-11,2021-11-02,149,飲食代 架空店舗020,10E200150,交際費,11874,S,S,1079,,,030,名古屋支店,10A100020,現金,11874,O,O,0,,,000,共通部門
1655,1,2021-11,2021-11-03,134,用紙,10E201110,事務用消耗品費,9600,S,S,872,,,020,東京支店,10A100020,現金,9600,O,O,0,,,000,共通部門
1654,1,2021-11,2021-11-03,41,食事代 架空店舗030 2名,10E200150,交際費,3540,S,S,321,,,020,東京支店,10A100020,現金,3540,O,O,0,,,000,共通部門
1656,1,2021-11,2021-11-04,67,お茶代他,10E201270,雑費,2234,S,S,203,,,010,札幌営業所,10A100020,現金,2234,O,O,0,,,000,共通部門
1657,1,2021-11,2021-11-04,68,ティッシュ代他,10E201270,雑費,3025,S,S,275,,,040,大阪支店,10A100020,現金,3025,O,O,0,,,000,共通部門
1666,1,2021-11,2021-11-05,102,香典代,10E200150,交際費,10000,S,S,909,,,040,大阪支店,10A100020,現金,10000,O,O,0,,,000,共通部門
1667,1,2021-11,2021-11-05,133,税理士報酬,10E200600,支払報酬,139710,S,S,12700,,,020,東京支店,10A100020,普通預金,139710,O,O,0,20,ABC銀行 本店,000,共通部門
1668,1,2021-11,2021-11-05,143,点検作業料,10E201120,車両費,31350,S,S,2850,,,040,大阪支店,10A100020,現金,31350,O,O,0,,,000,共通部門
1658,1,2021-11,2021-11-05,19,旅費,10E201230,旅費及び交通費,9800,S,S,890,,,010,札幌営業所,10A100020,現金,9800,O,O,0,,,000,共通部門
1659,1,2021-11,2021-11-05,42,コーヒー代3名,10E200150,交際費,1890,S,S,171,,,020,東京支店,10A100020,現金,1890,O,O,0,,,000,共通部門
1660,1,2021-11,2021-11-05,50,高速代,10E201120,車両費,3800,S,S,345,,,020,東京支店,10A100020,現金,3800,O,O,0,,,000,共通部門
1661,1,2021-11,2021-11-05,56,旅費,10E201230,旅費及び交通費,10230,S,S,930,,,020,東京支店,10A100020,現金,10230,O,O,0,,,000,共通部門
1662,1,2021-11,2021-11-05,79,景品代,10E200140,福利厚生費,29871,S,S,2715,,,030,名古屋支店,10A100020,現金,29871,O,O,0,,,000,共通部門
1663,1,2021-11,2021-11-05,84,11月5日伝票No353株式会社豊原産業,10A100020,普通預金,923208,O,O,0,50,MNO銀行 北九州,000,共通部門,10A100090,売掛金,923208,O,O,0,22,株式会社豊原産業,000,共通部門
1663,2,2021-11,2021-11-05,84,11月5日伝票No353株式会社豊原産業,10E200690,支払手数料,472,S,S,42,,,050,九州営業所,10A100090,売掛金,472,O,O,0,22,株式会社豊原産業,000,共通部門
1664,1,2021-11,2021-11-05,85,11月5日伝票No354若松販売株式会社,10A100020,普通預金,1018352,O,O,0,20,ABC銀行 本店,000,共通部門,10A100090,売掛金,1018352,O,O,0,26,若松販売株式会社,000,共通部門
1664,2,2021-11,2021-11-05,85,11月5日伝票No354若松販売株式会社,10E200690,支払手数料,472,S,S,42,,,020,東京支店,10A100090,売掛金,472,O,O,0,26,若松販売株式会社,000,共通部門
1665,1,2021-11,2021-11-05,86,11月5日伝票No355晴海物産株式会社,10A100020,普通預金,814613,O,O,0,30,GHI銀行 名古屋,000,共通部門,10A100090,売掛金,814613,O,O,0,27,晴海物産株式会社,000,共通部門
1669,1,2021-11,2021-11-06,10,ガソリン代,10E201120,車両費,4224,S,S,384,,,010,札幌営業所,10A100020,現金,4224,O,O,0,,,000,共通部門
1671,1,2021-11,2021-11-06,110,タクシー代,10E201230,旅費及び交通費,2290,S,S,208,,,040,大阪支店,10A100020,現金,2290,O,O,0,,,000,共通部門
1670,1,2021-11,2021-11-06,16,スノーブレード代,10E201120,車両費,8000,S,S,727,,,010,札幌営業所,10A100020,現金,8000,O,O,0,,,000,共通部門
1672,1,2021-11,2021-11-07,20,旅費,10E201230,旅費及び交通費,39000,S,S,3545,,,010,札幌営業所,10A100020,現金,39000,O,O,0,,,000,共通部門
1673,1,2021-11,2021-11-07,21,架空鉄道会社A代,10E201230,旅費及び交通費,69500,S,S,6318,,,010,札幌営業所,10A100020,現金,69500,O,O,0,,,000,共通部門
1674,1,2021-11,2021-11-07,22,旅費,10E201230,旅費及び交通費,50000,S,S,4545,,,010,札幌営業所,10A100020,現金,50000,O,O,0,,,000,共通部門
