JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
2599,1,2022-03,2022-03-01,66,ティッシュ他,10E201270,雑費,4298,S,S,390,,,010,札幌営業所,10A100020,現金,4298,O,O,0,,,000,共通部門
2600,1,2022-03,2022-03-02,164,事務用品,10E201110,事務用消耗品費,7350,S,S,668,,,050,九州営業所,10A100020,現金,7350,O,O,0,,,000,共通部門
2604,1,2022-03,2022-03-03,134,用紙,10E201110,事務用消耗品費,31500,S,S,2863,,,020,東京支店,10B100630,未払金,31500,O,O,0,,,000,共通部門
2605,1,2022-03,2022-03-03,142,高速代,10E201120,車両費,220,S,S,20,,,040,大阪支店,10A100020,現金,220,O,O,0,,,000,共通部門
2605,2,2022-03,2022-03-03,142,ガソリン代,10E201120,車両費,3338,S,S,303,,,040,大阪支店,10A100020,現金,3338,O,O,0,,,000,共通部門
2605,3,2022-03,2022-03-03,142,高速代,10E201120,車両費,5228,S,S,475,,,040,大阪支店,10A100020,現金,5228,O,O,0,,,000,共通部門
2605,4,2022-03,2022-03-03,142,高速代,10E201120,車両費,2461,S,S,223,,,040,大阪支店,10A100020,現金,2461,O,O,0,,,000,共通部門
2605,5,2022-03,2022-03-03,142,高速代,10E201120,車両費,3373,S,S,306,,,040,大阪支店,10A100020,現金,3373,O,O,0,,,000,共通部門
2605,6,2022-03,2022-03-03,142,高速代,10E201120,車両費,8105,S,S,736,,,040,大阪支店,10A100020,現金,8105,O,O,0,,,000,共通部門
2601,1,2022-03,2022-03-03,19,旅費,10E201230,旅費及び交通費,38400,S,S,3490,,,010,札幌営業所,10A100020,現金,38400,O,O,0,,,000,共通部門
2602,1,2022-03,2022-03-03,41,結婚式会費,10E200150,交際費,14286,S,S,1298,,,020,東京支店,10A100020,現金,14286,O,O,0,,,000,共通部門
2602,2,2022-03,2022-03-03,41,祝い金,10E200150,交際費,9524,S,S,865,,,020,東京支店,10A100020,現金,9524,O,O,0,,,000,共通部門
2603,1,2022-03,2022-03-03,56,旅費,10E201230,旅費及び交通費,42640,S,S,3876,,,020,東京支店,10A100020,現金,42640,O,O,0,,,000,共通部門
2612,1,2022-03,2022-03-05,133,税理士報酬,10E200600,支払報酬,139710,S,S,12700,,,020,東京支店,10A100020,普通預金,139710,O,O,0,20,ABC銀行 本店,000,共通部門
2606,1,2022-03,2022-03-05,42,食事代 架空店舗030 2名,10E200150,交際費,4510,S,S,410,,,020,東京支店,10A100020,現金,4510,O,O,0,,,000,共通部門
2607,1,2022-03,2022-03-05,43,手土産代 架空店舗058,10E200150,交際費,7630,S,S,693,,,020,東京支店,10A100020,現金,7630,O,O,0,,,000,共通部門
2608,1,2022-03,2022-03-05,58,旅費,10E201230,旅費及び交通費,69800,S,S,6345,,,020,東京支店,10A100020,現金,69800,O,O,0,,,000,共通部門
2609,1,2022-03,2022-03-05,84,3月5日伝票No458株式会社豊原産業,10A100020,普通預金,1055696,O,O,0,50,MNO銀行 北九州,000,共通部門,10A100090,売掛金,1055696,O,O,0,22,株式会社豊原産業,000,共通部門
2609,2,2022-03,2022-03-05,84,3月5日伝票No458株式会社豊原産業,10E200690,支払手数料,472,S,S,42,,,050,九州営業所,10A100090,売掛金,472,O,O,0,22,株式会社豊原産業,000,共通部門
2610,1,2022-03,2022-03-05,85,3月5日伝票No459若松販売株式会社,10A100020,普通預金,1096160,O,O,0,20,ABC銀行 本店,000,共通部門,10A100090,売掛金,1096160,O,O,0,26,若松販売株式会社,000,共通部門
2610,2,2022-03,2022-03-05,85,3月5日伝票No459若松販売株式会社,10E200690,支払手数料,472,S,S,42,,,020,東京支店,10A100090,売掛金,472,O,O,0,26,若松販売株式会社,000,共通部門
2611,1,2022-03,2022-03-05,86,3月5日伝票No460晴海物産株式会社,10A100020,普通預金,919584,O,O,0,30,GHI銀行 名古屋,000,共通部門,10A100090,売掛金,919584,O,O,0,27,晴海物産株式会社,000,共通部門
2615,1,2022-03,2022-03-06,110,タクシー代,10E201230,旅費及び交通費,2290,S,S,208,,,040,大阪支店,10A100020,現金,2290,O,O,0,,,000,共通部門
2616,1,2022-03,2022-03-06,147,ガソリン代,10E201120,車両費,6334,S,S,575,,,050,九州営業所,10B100630,未払金,6334,O,O,0,,,000,共通部門
