JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
719,1,2021-07,2021-07-01,116,リース料,10E200730,借地借家料,84000,S,S,7636,,,040,大阪支店,10A100020,普通預金,84000,O,O,0,40,JKL銀行 梅田,000,共通部門
715,1,2021-07,2021-07-01,56,旅費,10E201230,旅費及び交通費,19800,S,S,1800,,,020,東京支店,10A100020,現金,19800,O,O,0,,,000,共通部門
716,1,2021-07,2021-07-01,66,リース料,10E200730,借地借家料,209850,S,S,19077,,,020,東京支店,10A100020,普通預金,209850,O,O,0,20,ABC銀行 本店,000,共通部門
717,1,2021-07,2021-07-01,70,電池代,10E201270,雑費,458,S,S,41,,,040,大阪支店,10A100020,現金,458,O,O,0,,,000,共通部門
718,1,2021-07,2021-07-01,79,景品代,10E200140,福利厚生費,35077,S,S,3188,,,030,名古屋支店,10A100020,現金,35077,O,O,0,,,000,共通部門
721,1,2021-07,2021-07-02,142,洗車代,10E201120,車両費,2458,S,S,223,,,040,大阪支店,10A100020,現金,2458,O,O,0,,,000,共通部門
721,2,2021-07,2021-07-02,142,ガソリン代,10E201120,車両費,6229,S,S,566,,,040,大阪支店,10A100020,現金,6229,O,O,0,,,000,共通部門
721,3,2021-07,2021-07-02,142,高速代,10E201120,車両費,3086,S,S,280,,,040,大阪支店,10A100020,現金,3086,O,O,0,,,000,共通部門
721,4,2021-07,2021-07-02,142,高速代,10E201120,車両費,477,S,S,43,,,040,大阪支店,10A100020,現金,477,O,O,0,,,000,共通部門
721,5,2021-07,2021-07-02,142,高速代,10E201120,車両費,8097,S,S,736,,,040,大阪支店,10A100020,現金,8097,O,O,0,,,000,共通部門
721,6,2021-07,2021-07-02,142,ガソリン代,10E201120,車両費,3858,S,S,350,,,040,大阪支店,10A100020,現金,3858,O,O,0,,,000,共通部門
722,1,2021-07,2021-07-02,151,食事代 架空店舗027 2名,10E200150,交際費,6143,S,S,558,,,040,大阪支店,10A100020,現金,6143,O,O,0,,,000,共通部門
722,2,2021-07,2021-07-02,151,食事代 架空店舗007 4名,10E200150,交際費,8912,S,S,810,,,040,大阪支店,10A100020,現金,8912,O,O,0,,,000,共通部門
720,1,2021-07,2021-07-02,32,事務用品費,10E201110,事務用消耗品費,2233,S,S,203,,,010,札幌営業所,10B100630,未払金,2233,O,O,0,,,000,共通部門
725,1,2021-07,2021-07-03,134,用紙,10E201110,事務用消耗品費,13780,S,S,1252,,,030,名古屋支店,10A100020,現金,13780,O,O,0,,,000,共通部門
723,1,2021-07,2021-07-03,19,旅費,10E201230,旅費及び交通費,10450,S,S,950,,,010,札幌営業所,10A100020,現金,10450,O,O,0,,,000,共通部門
724,1,2021-07,2021-07-03,80,タクシー代,10E201230,旅費及び交通費,6500,S,S,590,,,030,名古屋支店,10A100020,現金,6500,O,O,0,,,000,共通部門
726,1,2021-07,2021-07-04,10,ガソリン代,10E201120,車両費,7320,S,S,665,,,010,札幌営業所,10A100020,現金,7320,O,O,0,,,000,共通部門
727,1,2021-07,2021-07-04,41,結婚式会費,10E200150,交際費,12000,S,S,1090,,,020,東京支店,10A100020,現金,12000,O,O,0,,,000,共通部門
728,1,2021-07,2021-07-04,73,飲食代 架空店舗011,10E200150,交際費,14630,S,S,1330,,,020,東京支店,10A100020,現金,14630,O,O,0,,,000,共通部門
729,1,2021-07,2021-07-04,82,ガソリン代,10E201120,車両費,18900,S,S,1718,,,030,名古屋支店,10B100630,未払金,18900,O,O,0,,,000,共通部門
735,1,2021-07,2021-07-05,133,税理士報酬,10E200600,支払報酬,139710,S,S,12700,,,020,東京支店,10A100020,普通預金,139710,O,O,0,20,ABC銀行 本店,000,共通部門
730,1,2021-07,2021-07-05,18,航空券,10E201230,旅費及び交通費,24500,S,S,2227,,,010,札幌営業所,10A100020,現金,24500,O,O,0,,,000,共通部門
731,1,2021-07,2021-07-05,42,コーヒー代3名,10E200150,交際費,1575,S,S,143,,,020,東京支店,10A100020,現金,1575,O,O,0,,,000,共通部門
732,1,2021-07,2021-07-05,87,7月5日伝票No253株式会社豊原産業,10A100020,普通預金,905008,O,O,0,50,MNO銀行 北九州,000,共通部門,10A100090,売掛金,905008,O,O,0,22,株式会社豊原産業,000,共通部門
732,2,2021-07,2021-07-05,87,7月5日伝票No253株式会社豊原産業,10D100110,売上割戻し高,10000,S,S,909,,,050,九州営業所,10A100090,売掛金,10000,O,O,0,22,株式会社豊原産業,000,共通部門
732,3,2021-07,2021-07-05,87,7月5日伝票No253株式会社豊原産業,10E200690,支払手数料,472,S,S,42,,,050,九州営業所,10A100090,売掛金,472,O,O,0,22,株式会社豊原産業,000,共通部門
733,1,2021-07,2021-07-05,88,7月5日伝票No254若松販売株式会社,10A100020,普通預金,762688,O,O,0,20,ABC銀行 本店,000,共通部門,10A100090,売掛金,762688,O,O,0,26,若松販売株式会社,000,共通部門
733,2,2021-07,2021-07-05,88,7月5日伝票No254若松販売株式会社,10E200690,支払手数料,472,S,S,42,,,020,東京支店,10A100090,売掛金,472,O,O,0,26,若松販売株式会社,000,共通部門
734,1,2021-07,2021-07-05,89,7月5日伝票No255晴海物産株式会社,10A100020,普通預金,799276,O,O,0,30,GHI銀行 名古屋,000,共通部門,10A100090,売掛金,799276,O,O,0,27,晴海物産株式会社,000,共通部門
739,1,2021-07,2021-07-06,110,タクシー代,10E201230,旅費及び交通費,2290,S,S,208,,,040,大阪支店,10A100020,現金,2290,O,O,0,,,000,共通部門
740,1,2021-07,2021-07-06,156,出張旅費,10E201230,旅費及び交通費,12000,S,S,1090,,,050,九州営業所,10A100020,現金,12000,O,O,0,,,000,共通部門
737,1,2021-07,2021-07-06,43,昼食代 架空店舗054 3名,10E200150,交際費,7140,S,S,649,,,020,東京支店,10A100020,現金,7140,O,O,0,,,000,共通部門
736,1,2021-07,2021-07-06,7,食事代 架空店舗046 2名,10E200150,交際費,5543,S,S,503,,,010,札幌営業所,10A100020,現金,5543,O,O,0,,,000,共通部門
736,2,2021-07,2021-07-06,7,コーヒー代2名,10E200150,交際費,1048,S,S,95,,,010,札幌営業所,10A100020,現金,1048,O,O,0,,,000,共通部門
738,1,2021-07,2021-07-06,94,トイレットペーパー代,10E201270,雑費,3102,S,S,282,,,030,名古屋支店,10A100020,現金,3102,O,O,0,,,000,共通部門
741,1,2021-07,2021-07-07,21,架空鉄道会社A代,10E201230,旅費及び交通費,69500,S,S,6318,,,010,札幌営業所,10A100020,現金,69500,O,O,0,,,000,共通部門
742,1,2021-07,2021-07-07,22,旅費,10E201230,旅費及び交通費,50000,S,S,4545,,,010,札幌営業所,10A100020,現金,50000,O,O,0,,,000,共通部門
743,1,2021-07,2021-07-07,50,ガソリン代,10E201120,車両費,12000,S,S,1090,,,020,東京支店,10A100020,現金,12000,O,O,0,,,000,共通部門
747,1,2021-07,2021-07-08,103,コーヒー代4名,10E200150,交際費,2210,S,S,200,,,040,大阪支店,10A100020,現金,2210,O,O,0,,,000,共通部門
748,1,2021-07,2021-07-08,147,ガソリン代,10E201120,車両費,5412,S,S,492,,,050,九州営業所,10B100630,未払金,5412,O,O,0,,,000,共通部門
748,2,2021-07,2021-07-08,147,高速代,10E201120,車両費,4858,S,S,441,,,050,九州営業所,10B100630,未払金,4858,O,O,0,,,000,共通部門
748,3,2021-07,2021-07-08,147,駐車代,10E201120,車両費,572,S,S,52,,,050,九州営業所,10B100630,未払金,572,O,O,0,,,000,共通部門
749,1,2021-07,2021-07-08,150,ゴルフプレー代2名,10E200150,交際費,18240,S,S,1658,,,050,九州営業所,10A100020,現金,18240,O,O,0,,,000,共通部門
750,1,2021-07,2021-07-08,157,航空券代,10E201230,旅費及び交通費,45000,S,S,4090,,,050,九州営業所,10A100020,普通預金,45000,O,O,0,50,MNO銀行 北九州,000,共通部門
744,1,2021-07,2021-07-08,20,旅費,10E201230,旅費及び交通費,42000,S,S,3818,,,010,札幌営業所,10A100020,現金,42000,O,O,0,,,000,共通部門
745,1,2021-07,2021-07-08,68,トイレットペーパー他,10E201270,雑費,2361,S,S,214,,,010,札幌営業所,10A100020,現金,2361,O,O,0,,,000,共通部門
