JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
490,1,2021-06,2021-06-01,106,食事代 架空店舗006 4名,10E200150,交際費,7267,S,S,660,,,040,大阪支店,10A100020,現金,7267,O,O,0,,,000,共通部門
490,2,2021-06,2021-06-01,106,飲食代 架空店舗022,10E200150,交際費,20629,S,S,1875,,,040,大阪支店,10A100020,現金,20629,O,O,0,,,000,共通部門
491,1,2021-06,2021-06-01,147,ガソリン代,10E201120,車両費,5416,S,S,492,,,050,九州営業所,10B100630,未払金,5416,O,O,0,,,000,共通部門
491,2,2021-06,2021-06-01,147,高速代,10E201120,車両費,572,S,S,52,,,050,九州営業所,10B100630,未払金,572,O,O,0,,,000,共通部門
489,1,2021-06,2021-06-01,94,お茶代,10E201270,雑費,3150,S,S,286,,,030,名古屋支店,10A100020,現金,3150,O,O,0,,,000,共通部門
492,1,2021-06,2021-06-02,10,ガソリン代,10E201120,車両費,4224,S,S,384,,,010,札幌営業所,10A100020,現金,4224,O,O,0,,,000,共通部門
493,1,2021-06,2021-06-02,18,旅費,10E201230,旅費及び交通費,21700,S,S,1972,,,010,札幌営業所,10A100020,現金,21700,O,O,0,,,000,共通部門
494,1,2021-06,2021-06-02,42,昼食代 架空店舗066 3名,10E200150,交際費,3420,S,S,310,,,020,東京支店,10A100020,現金,3420,O,O,0,,,000,共通部門
495,1,2021-06,2021-06-02,56,旅費,10E201230,旅費及び交通費,32600,S,S,2963,,,020,東京支店,10A100020,現金,32600,O,O,0,,,000,共通部門
496,1,2021-06,2021-06-02,77,ゴルフプレー代,10E200150,交際費,6800,S,S,618,,,010,札幌営業所,10A100020,現金,6800,O,O,0,,,000,共通部門
498,1,2021-06,2021-06-04,161,旅費,10E201230,旅費及び交通費,7500,S,S,681,,,050,九州営業所,10A100020,現金,7500,O,O,0,,,000,共通部門
497,1,2021-06,2021-06-04,19,旅費,10E201230,旅費及び交通費,15000,S,S,1363,,,010,札幌営業所,10A100020,現金,15000,O,O,0,,,000,共通部門
502,1,2021-06,2021-06-05,133,税理士報酬,10E200600,支払報酬,139710,S,S,12700,,,020,東京支店,10A100020,普通預金,139710,O,O,0,20,ABC銀行 本店,000,共通部門
499,1,2021-06,2021-06-05,94,6月5日伝票No230株式会社豊原産業,10A100020,普通預金,1295176,O,O,0,50,MNO銀行 北九州,000,共通部門,10A100090,売掛金,1295176,O,O,0,22,株式会社豊原産業,000,共通部門
499,2,2021-06,2021-06-05,94,6月5日伝票No230株式会社豊原産業,10E200690,支払手数料,472,S,S,42,,,050,九州営業所,10A100090,売掛金,472,O,O,0,22,株式会社豊原産業,000,共通部門
500,1,2021-06,2021-06-05,95,6月5日伝票No231若松販売株式会社,10A100020,普通預金,1130472,O,O,0,20,ABC銀行 本店,000,共通部門,10A100090,売掛金,1130472,O,O,0,26,若松販売株式会社,000,共通部門
500,2,2021-06,2021-06-05,95,6月5日伝票No231若松販売株式会社,10E200690,支払手数料,472,S,S,42,,,020,東京支店,10A100090,売掛金,472,O,O,0,26,若松販売株式会社,000,共通部門
501,1,2021-06,2021-06-05,96,6月5日伝票No232晴海物産株式会社,10A100020,普通預金,764268,O,O,0,30,GHI銀行 名古屋,000,共通部門,10A100090,売掛金,764268,O,O,0,27,晴海物産株式会社,000,共通部門
505,1,2021-06,2021-06-06,110,タクシー代,10E201230,旅費及び交通費,2290,S,S,208,,,040,大阪支店,10A100020,現金,2290,O,O,0,,,000,共通部門
506,1,2021-06,2021-06-06,122,証明書発行手数料,10E200180,通信費,1050,S,S,95,,,040,大阪支店,10A100020,現金,1050,O,O,0,,,000,共通部門
507,1,2021-06,2021-06-06,142,ガソリン代,10E201120,車両費,6267,S,S,569,,,040,大阪支店,10A100020,現金,6267,O,O,0,,,000,共通部門
507,2,2021-06,2021-06-06,142,高速代,10E201120,車両費,1572,S,S,142,,,040,大阪支店,10A100020,現金,1572,O,O,0,,,000,共通部門
507,3,2021-06,2021-06-06,142,駐車代,10E201120,車両費,620,S,S,56,,,040,大阪支店,10A100020,現金,620,O,O,0,,,000,共通部門
507,4,2021-06,2021-06-06,142,洗車代,10E201120,車両費,1000,S,S,90,,,040,大阪支店,10A100020,現金,1000,O,O,0,,,000,共通部門
503,1,2021-06,2021-06-06,20,航空券代,10E201230,旅費及び交通費,41000,S,S,3727,,,010,札幌営業所,10A100020,現金,41000,O,O,0,,,000,共通部門
504,1,2021-06,2021-06-06,84,切手代,10E200180,通信費,4000,S,S,363,,,030,名古屋支店,10A100020,現金,4000,O,O,0,,,000,共通部門
