relative_path,bytes,sha256
analysis/account_coverage.csv,12455,4AB1FB638FF4ABFBF59B6C6B42CA4278F767A9006C1D601BC8CF9FF01C8CD58A
analysis/metrics.json,807,A46177578E944003534C3A981347BBE6BE6AF723FF5E8367D4CB581C7382207E
analysis/monthly_reconciliation.csv,1408,52A215BFA3E3BB81B1D374932B7606C7BBA916CC3D091F60A3A764A6B6C4E082
bindings/XBRL_GL_Next_AccountingEntries_Cn_BINDING.csv,6065,BB30878183E242149F6169EFE328CC07FBADE0196B16FB16757F69629B8EBFE3
DATASET_PERIOD_MANIFEST.json,25233,0060E43FD4211AD90AB8ADEF407811EDA07C47A40C35C5C943A23FEDC158A0C3
en/balance_sheet/2021-04.csv,2526,891F714F34F99E1CB48E31EA23A8F942E2877D103913B2381539D0F5D3956560
en/balance_sheet/2021-05.csv,2530,CB0D9077E0F00F2E8E40571E65D005FA5FD53E7B9C6A0A2D6620260E56EFD0B7
en/balance_sheet/2021-06.csv,2531,369A5D8CB74A7E181E85B1A384BFEAC73BE21DCD6A689A89FCEE185745508649
en/balance_sheet/2021-07.csv,2534,C60F17CE22FA65CFCFAA710069B82A72CB9DCDC0CEEAADE603D72F8F8BE482B1
en/balance_sheet/2021-08.csv,2536,7936301ECC78A86EB9C0CE57D1FDE64FA0450F69C3704AE4DB49BCF2C9FAB1D0
en/balance_sheet/2021-09.csv,2535,5430EC49AA223BC5D93BCAFD0F7D3BA6970AB7AE0C9EF4223F83460D6631252B
en/balance_sheet/2021-10.csv,2536,A28A03FAB40CB587506E1DFA56E2DEDB7FE2F0DDA5E327E91BFBFDC8615297E1
en/balance_sheet/2021-11.csv,2536,619CA7379AED74845D2EBB921A77658AA2D11F4165974DCD9BDFEF3BF222D9C6
en/balance_sheet/2021-12.csv,2538,D1CC206A197E18546C89346618CD9EEF0D57DA8DA29D2A71E92191EABD72ED90
en/balance_sheet/2022-01.csv,2537,7DCA7D9C12C677A9B8302ACDBCF7ED5C0AA80680C181C9EFAF6759AE75CD5EA9
en/balance_sheet/2022-02.csv,2538,A0B007CE65B1435117158BA9F476F4B2A5FF61018941A1E63D08DB79B1B6ADDC
en/balance_sheet/2022-03.csv,2627,05B5FC7453223F6BF0DF68A5149C8AED5259FE6F565CFB326A62959EC62B26D7
en/balance_sheet/ALL.csv,2627,05B5FC7453223F6BF0DF68A5149C8AED5259FE6F565CFB326A62959EC62B26D7
en/journal/2021-02.csv,1516,B3B29E167DF21C3FBA8CCE9DC6ED474B5DEFE62C6BFECCC30E745B558B254B04
en/journal/2021-03.csv,2711,82162B7B81DDC49F4B819E3CA67B4C3E85FEEB8693C5773844193EE802ECD060
en/journal/2021-04.csv,57879,647AA0EA944F247EE4FF8AD285B6848B6D9C0522206CFAA08B2676BD8881013E
en/journal/2021-05.csv,56127,82390AF1F80AB9AD96161ADEBB5F12525B44E744826A9DACB423012E7619B063
en/journal/2021-06.csv,52735,9395C6C95972C71240D278BA304E3FF36E5FAC96333BE66C0D1427F2ADD0EA37
en/journal/2021-07.csv,54731,D5CFBC836EA88AE69DB44308A65FF892A0C5189D5803D3A263101166BE090F75
en/journal/2021-08.csv,54746,728450AC6101E72097B54F525020EE1ECA116276B88092F978FA024DD1140B84
en/journal/2021-09.csv,54074,FC568C3F7310BB792A47A972D91300B2A295F8891D79DEB41616D5BD3FC759AD
en/journal/2021-10.csv,54803,8BE1AC8B54217BA88FECF2D68C2366BCAF8EFB8ED25F9221F219FD0F5D947BA0
en/journal/2021-11.csv,54755,0E80E4D5417841A1EAA9F7A86EAFF209CD94BDB3BAC5FEA3863B0992682A5EF8
en/journal/2021-12.csv,57706,0EE507E4AFD3A11634F60D9F6AD4DCDD184BE5C8AE9259B8D42CD828D664A1E2
en/journal/2022-01.csv,54941,49F2481177BB099500D6B287EC2C2F2B632DC4F2EC218D984DDCC27AACBE06C5
en/journal/2022-02.csv,54727,2A89A6662EE7C97BA1CC9A66406D4020FED6B77E0B58D69CBB4800480E16782F
en/journal/2022-03.csv,56285,2EB2D3BAD06CB5EA8572FC438E8E74935C40814E46F707B0D91829E67E2FAE15
en/journal/2022-04.csv,1563,67DB733F7CE10C5ED0760DB3C0145EB43254A9DD97D2EB1585B8FADA53F83A1B
en/journal/2022-05.csv,1563,20A7102F298E06F70C555995755942B32913A00907BA176ED8135AD5249C59A7
en/journal/ALL.csv,665192,D737EE18EF53FDDEC402C3C831D2ED526F60C9E6B1B01EAC50017079BF4041FA
en/ledger/2021-02.csv,7016,4A574DE101411684273F06EE1E8DD519E63AF0BC4D63FC4F39464BEDCE7EA6AD
en/ledger/2021-03.csv,8288,885AA54D2AB8D6ACC80750CFC1685405C0767531F979A8AB1658B73E70C18EA3
en/ledger/2021-04.csv,46379,EB86837B6A7984592A7C8982BB3A89A8C5F205D2A25FD20C49836B719CD9B172
en/ledger/2021-05.csv,45108,69D7D7415FBE33C3731D3D5DC300145BA829B5E878DFE22D04075957EE62856A
en/ledger/2021-06.csv,42930,130D6B7CB331385FBEBFC942F8D994F7391C9FA32BFC01CA6BF88F6C2B0F9E9E
en/ledger/2021-07.csv,44234,A6AF4CA2120FC126A5D4E4EC77288C912FD808CB6503B4379E7EEAEC9AC95021
en/ledger/2021-08.csv,44320,DE659B1953367D346552CDAF87E82B39A3B2A304CA26967595A65A9476439504
en/ledger/2021-09.csv,43883,CB24DB329F65686C0D87D6905102AA10C6DC6CBE2FEC563DB90C59440EA3E717
en/ledger/2021-10.csv,44289,7CB3F7985B9B218E9D67219DCB311FC6190FE75C6FEDA0DF9789DC2D14BFFD34
en/ledger/2021-11.csv,44349,BB3DB09CDDE59AF3879D2A587C9C242510326B10A272AEFD5A3069B3C890F122
en/ledger/2021-12.csv,46318,16FE55ED43618DEF0A66040F171E59538D9AAE738B9B7CD759EBAE5CC693BE61
en/ledger/2022-01.csv,44448,53597AD5DB5BD1B9CD327016C3BC00EB8397B809BAD7E5AE26D15773E67972B7
en/ledger/2022-02.csv,44289,DBFFDFF9C067B20C3324EF194075FF9AD2CD77D985E915A7665AF142E208B353
en/ledger/2022-03.csv,44533,CF1EFE2A8D7E0109FC72AD4E1D6297E220B0AF99AB4BE7AE0A84A2BCEF28B955
en/ledger/2022-04.csv,7394,574B7FDD00DE253F9C307745E5983FCC48DD532E58A07EAD7C7C97F11CE836C4
en/ledger/2022-05.csv,7389,7E0D36A51BFDD54C71BFD8EAB5CB92DB8FAE3EB6E0E5DD20FF852D64C12456F5
en/ledger/ALL.csv,558717,AADCBD83E820E213FD1FAF48E31F751472952B30C0C3847A78C4D3429BB3559F
en/pnl/2021-04.csv,2598,C930E0564A101CA284F9F791E63F889F3F5DA7234651B8F6BF37C6B252EE3D82
