JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
248,,,,,,18,2021-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,444,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,24800,2254,S,S,10A100020,Cash,1,Cash,Subaccount,24800,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
249,,,,,,148,2021-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,445,1,,1,,,,,,,Uniform expense,10E200140,Employee Welfare Expenses,,,,53500,4863,S,S,10B100630,Accounts Payable Other,,,,53500,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
250,,,,,,122,2021-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,446,1,,1,1,,,,,,Certificate issuance fee,10E200180,Communication Expenses,,,,1050,95,S,S,10A100020,Cash,1,Cash,Subaccount,1050,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
251,,,,,,124,2021-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,447,1,,1,1,,,,,,Revenue stamp,10E200210,Taxes and Dues,,,,6000,0,O,O,10A100020,Cash,1,Cash,Subaccount,6000,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
252,,,,,,149,2021-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,448,1,,1,,,,,,,Uniform expense,10E200140,Employee Welfare Expenses,,,,70325,6393,S,S,10B100630,Accounts Payable Other,,,,70325,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
253,,,,,,10,2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,449,1,,1,1,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,3642,331,S,S,10A100020,Cash,1,Cash,Subaccount,3642,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
254,,,,,,19,2021-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,450,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,15000,1363,S,S,10A100020,Cash,1,Cash,Subaccount,15000,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
255,,,,,,56,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,451,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,41500,3772,S,S,10A100020,Cash,1,Cash,Subaccount,41500,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
256,,,,,,80,2021-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
