JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
1183,,,,,,56,2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,2152,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,30980,2816,S,S,10A100020,Cash,1,Cash,Subaccount,30980,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1184,,,,,,84,2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,2153,1,,1,1,,,,,,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,,,,5200,472,S,S,10A100020,Cash,1,Cash,Subaccount,5200,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1185,,,,,,19,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,2154,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,16870,1533,S,S,10A100020,Cash,1,Cash,Subaccount,16870,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1186,,,,,,57,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,2155,1,,1,1,,,,,,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,,,,88880,8080,S,S,10A100020,Cash,1,Cash,Subaccount,88880,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1187,,,,,,70,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,2156,1,,1,1,,,,,,Tea expense,10E201270,Miscellaneous Expenses,,,,1129,102,S,S,10A100020,Cash,1,Cash,Subaccount,1129,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1188,,,,,,76,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,2157,1,,1,,,,,,,Uniform expense,10E200140,Employee Welfare Expenses,,,,56000,5090,S,S,10B100630,Accounts Payable Other,,,,56000,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1189,,,,,,94,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,2158,1,,1,1,,,,,,Detergent and others,10E201270,Miscellaneous Expenses,,,,795,72,S,S,10A100020,Cash,1,Cash,Subaccount,795,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1190,,,,,,150,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,2159,1,,1,1,,,,,,Meal expense Anonymized Store 088 2 people,10E200150,Entertainment Expenses,,,,4350,395,S,S,10A100020,Cash,1,Cash,Subaccount,4350,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1191,,,,,,151,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,2160,1,,1,1,,,,,,Meal expense Anonymized Store 029 2 people,10E200150,Entertainment Expenses,,,,7315,665,S,S,10A100020,Cash,1,Cash,Subaccount,20939,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1191,2161,1,,,,,,,,,Meal expense Anonymized Store 061 3 people,10E200150,Entertainment Expenses,,,,13624,1238,S,S,,,,,,,,,,040,Osaka Branch,Department,,,,,,,,,,,
1192,,,,,,159,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,2162,1,,1,1,,,,,,taxi expense,10E201230,Travel and Transportation Expenses,,,,4650,422,S,S,10A100020,Cash,1,Cash,Subaccount,4650,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1193,,,,,,164,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,2163,1,,1,1,,,,,,office supplies,10E201110,Office Supplies Expenses,,,,3105,282,S,S,10A100020,Cash,1,Cash,Subaccount,3105,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1194,,,,,,18,2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,2164,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,16780,1525,S,S,10A100020,Cash,1,Cash,Subaccount,16780,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1195,,,,,,50,2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,2165,1,,1,1,,,,,,Parking fee,10E201120,Vehicle Expenses,,,,600,54,S,S,10A100020,Cash,1,Cash,Subaccount,600,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1196,,,,,,69,2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,2166,1,,1,1,,,,,,tissues expense,10E201270,Miscellaneous Expenses,,,,1203,109,S,S,10A100020,Cash,1,Cash,Subaccount,1203,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1197,,,,,,134,2021-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,2167,1,,1,1,,,,,,Paper,10E201110,Office Supplies Expenses,,,,13700,1245,S,S,10A100020,Cash,1,Cash,Subaccount,13700,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1198,,,,,,16,2021-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,2168,1,,1,1,,,,,,Parking fee,10E201120,Vehicle Expenses,,,,530,48,S,S,10A100020,Cash,1,Cash,Subaccount,6481,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1198,2169,1,,,,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,5951,541,S,S,,,,,,,,,,010,Sapporo Sales Office,Department,,,,,,,,,,,
1199,,,,,,147,2021-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,2170,1,,1,,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,68420,6220,S,S,10B100630,Accounts Payable Other,,,,68420,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1200,,,,,,91,2021-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,2171,1,1,1,1,,,,,,Voucher No. 299 dated 9/5 Anonymized Partner 070,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,Subaccount,746472,0,O,O,10A100090,Accounts Receivable,22,Anonymized Partner 070,Subaccount,746472,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1200,2172,1,,1,1,,,,,,Voucher No. 299 dated 9/5 Anonymized Partner 070,10E200690,Service Fees,,,,472,42,S,S,10A100090,Accounts Receivable,22,Anonymized Partner 070,Subaccount,472,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1201,,,,,,92,2021-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,2173,1,1,1,1,,,,,,Voucher No. 300 dated 9/5 Anonymized Partner 082,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,919168,0,O,O,10A100090,Accounts Receivable,26,Anonymized Partner 082,Subaccount,919168,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1201,2174,1,,1,1,,,,,,Voucher No. 300 dated 9/5 Anonymized Partner 082,10E200690,Service Fees,,,,472,42,S,S,10A100090,Accounts Receivable,26,Anonymized Partner 082,Subaccount,472,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1202,,,,,,93,2021-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,2175,1,1,1,1,,,,,,Voucher No. 301 dated 9/5 Anonymized Partner 025,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,Subaccount,1695610,0,O,O,10A100090,Accounts Receivable,27,Anonymized Partner 025,Subaccount,1695610,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1203,,,,,,142,2021-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,2176,1,,1,1,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,7290,662,S,S,10A100020,Cash,1,Cash,Subaccount,12243,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1203,2177,1,,,,,,,,,Car wash expense,10E201120,Vehicle Expenses,,,,1905,173,S,S,,,,,,,,,,040,Osaka Branch,Department,,,,,,,,,,,
1203,2178,1,,,,,,,,,Parking fee,10E201120,Vehicle Expenses,,,,3048,277,S,S,,,,,,,,,,040,Osaka Branch,Department,,,,,,,,,,,
1204,,,,,,10,2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,2179,1,,1,1,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,4224,384,S,S,10A100020,Cash,1,Cash,Subaccount,4224,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1205,,,,,,42,2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,2180,1,,1,1,,,,,,Cof fee expense 2 people,10E200150,Entertainment Expenses,,,,1260,114,S,S,10A100020,Cash,1,Cash,Subaccount,1260,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1206,,,,,,43,2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,2181,1,,1,1,,,,,,Meal expense Anonymized Store 030 2 people,10E200150,Entertainment Expenses,,,,4120,374,S,S,10A100020,Cash,1,Cash,Subaccount,4120,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1207,,,,,,110,2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,2182,1,,1,1,,,,,,taxi expense,10E201230,Travel and Transportation Expenses,,,,2290,208,S,S,10A100020,Cash,1,Cash,Subaccount,2290,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1208,,,,,,133,2021-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,2183,1,,1,1,,,,,,Tax accountant fee,10E200600,Professional Fees,,,,139710,12700,S,S,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,139710,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1209,,,,,,21,2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,2184,1,,1,1,,,,,,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,,,,69500,6318,S,S,10A100020,Cash,1,Cash,Subaccount,69500,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1210,,,,,,22,2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,2185,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,50000,4545,S,S,10A100020,Cash,1,Cash,Subaccount,50000,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1211,,,,,,9,2021-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,2186,1,,1,1,,,,,,Cof fee expense 2 people,10E200150,Entertainment Expenses,,,,1400,127,S,S,10A100020,Cash,1,Cash,Subaccount,1400,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1212,,,,,,20,2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,2187,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,38970,3542,S,S,10A100020,Cash,1,Cash,Subaccount,38970,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1213,,,,,,148,2021-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,2188,1,,1,1,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,6865,624,S,S,10A100020,Cash,1,Cash,Subaccount,9151,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1213,2189,1,,,,,,,,,Expressway toll,10E201120,Vehicle Expenses,,,,2286,207,S,S,,,,,,,,,,050,Kyushu Sales Office,Department,,,,,,,,,,,
1214,,,,,,44,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,2190,1,,1,1,,,,,,Gift expense Anonymized Store 058,10E200150,Entertainment Expenses,,,,2540,230,S,S,10A100020,Cash,1,Cash,Subaccount,2540,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1215,,,,,,62,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,2191,1,1,1,1,,,,,,Withholding Tax payment,10B100690,Deposits Received,3,Withholding Tax,Subaccount,260493,0,O,O,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,709993,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1215,2192,1,1,,,,,,,,Resident Tax payment,10B100690,Deposits Received,2,Resident Tax,Subaccount,449500,0,O,O,,,,,,,,,,000,Common Department,Department,,,,,,,,,,,
1216,,,,,,66,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,2193,1,,1,,,,,,,Wired service fee,10E201270,Miscellaneous Expenses,,,,5000,454,S,S,10B100630,Accounts Payable Other,,,,39286,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1216,2194,1,,,,,,,,,Security fee,10E201270,Miscellaneous Expenses,,,,34286,3116,S,S,,,,,,,,,,010,Sapporo Sales Office,Department,,,,,,,,,,,
1217,,,,,,73,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2195,1,,1,1,,,,,,golf play expense,10E200150,Entertainment Expenses,,,,18600,1690,S,S,10A100020,Cash,1,Cash,Subaccount,18600,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1218,,,,,,81,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,2196,1,,1,1,,,,,,Gasoline,10E201120,Vehicle Expenses,,,,4931,448,S,S,10A100020,Cash,1,Cash,Subaccount,5503,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
1218,2197,1,,,,,,,,,Parking fee,10E201120,Vehicle Expenses,,,,572,52,S,S,,,,,,,,,,050,Kyushu Sales Office,Department,,,,,,,,,,,
1219,,,,,,85,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,2198,1,,1,1,,,,,,Telephone expense,10E200180,Communication Expenses,,,,69152,6286,S,S,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,Subaccount,69152,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1219,2199,1,,1,1,,,,,,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,,,,6000,545,S,S,10A100020,Cash,1,Cash,Subaccount,6000,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1220,,,,,,94,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,2200,1,1,1,1,,,,,,Voucher No. 302 dated 9/10 Anonymized Partner 045,10A100020,Ordinary Deposits,30,GHI Bank Nagoya Branch,Subaccount,5816357,0,O,O,10A100090,Accounts Receivable,19,Anonymized Partner 045,Subaccount,5816357,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1220,2201,1,,1,1,,,,,,Voucher No. 302 dated 9/10 Anonymized Partner 045,10E200690,Service Fees,,,,735,66,S,S,10A100090,Accounts Receivable,19,Anonymized Partner 045,Subaccount,735,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
1221,,,,,,95,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,2202,1,,1,1,,,,,,Voucher No. 303 dated 9/10 Anonymized Partner 072 | Sales voucher=20210831-113;Note number=R20210910-95-28,10A100060,Notes Receivable,,,,6477499,0,O,O,10A100090,Accounts Receivable,28,Anonymized Partner 072,Subaccount,6477499,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1222,,,,,,96,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,2203,1,1,1,1,,,,,,Voucher No. 477 dated 9/10 Anonymized Partner 085,10B100040,Accounts Payable,3,Anonymized Partner 085,Subaccount,558315,0,O,O,10A100090,Accounts Receivable,3,Anonymized Partner 085,Subaccount,558315,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
1223,,,,,,97,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
