JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
2131,,,,,,18,2022-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,3847,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,19500,1772,S,S,10A100020,Cash,1,Cash,Subaccount,19500,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
2132,,,,,,19,2022-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,3848,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,11000,1000,S,S,10A100020,Cash,1,Cash,Subaccount,11000,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
2133,,,,,,134,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,3849,1,,1,,,,,,,Paper,10E201110,Office Supplies Expenses,,,,8400,763,S,S,10B100630,Accounts Payable Other,,,,8400,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
2134,,,,,,66,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,3850,1,,1,1,,,,,,lease fee,10E200730,Land and Building Rent,,,,209850,19077,S,S,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,209850,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
2135,,,,,,116,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,3851,1,,1,1,,,,,,lease fee,10E200730,Land and Building Rent,,,,84000,7636,S,S,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,Subaccount,84000,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
2136,,,,,,86,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,3852,1,1,1,1,,,,,,Voucher No. 406 dated 1/5 Anonymized Partner 070,10A100020,Ordinary Deposits,50,MNO Bank Kitakyushu Branch,Subaccount,2036124,0,O,O,10A100090,Accounts Receivable,22,Anonymized Partner 070,Subaccount,2036124,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
2136,3853,1,,1,1,,,,,,Voucher No. 406 dated 1/5 Anonymized Partner 070,10E200690,Service Fees,,,,472,42,S,S,10A100090,Accounts Receivable,22,Anonymized Partner 070,Subaccount,472,0,O,O,050,Kyushu Sales Office,Department,000,Common Department,Department,,,,,,,,
2137,,,,,,87,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,3854,1,1,1,1,,,,,,Voucher No. 407 dated 1/5 Anonymized Partner 082,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,2365540,0,O,O,10A100090,Accounts Receivable,26,Anonymized Partner 082,Subaccount,2365540,0,O,O,000,Common Department,Department,000,Common Department,Department,,,,,,,,
2137,3855,1,,1,1,,,,,,Voucher No. 407 dated 1/5 Anonymized Partner 082,10E200690,Service Fees,,,,472,42,S,S,10A100090,Accounts Receivable,26,Anonymized Partner 082,Subaccount,472,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
2138,,,,,,88,2022-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
