entry_key,source_row,occurrence,sequence,level,type,name,semantic_path,concept_namespace,binding_path,unit,value,month,voucher
"[""20220510"",""REF-AF-AR-SET-002""]",REF-RA003,1-D,1,3,A,Date Posted,$.cor_AccountingEntries.cor_EntryHeader.cor_DatePosted,http://www.xbrl.org/int/gl/2026-12-31/cor,$.cor_AccountingEntries.cor_EntryHeader.cor_DatePosted,,2022-05-10,2022-05,REF-AF-AR-SET-002
"[""20220510"",""REF-AF-AR-SET-002""]",REF-RA003,1-D,2,3,A,Entry ID,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryID,http://www.xbrl.org/int/gl/2026-12-31/cor,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryID,,REF-AF-AR-SET-002,2022-05,REF-AF-AR-SET-002
"[""20220510"",""REF-AF-AR-SET-002""]",REF-RA003,1-D,3,3,C,Entry Detail,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail,http://www.xbrl.org/int/gl/2026-12-31/cor,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail,,1-D,2022-05,REF-AF-AR-SET-002
"[""20220510"",""REF-AF-AR-SET-002""]",REF-RA003,1-D,4,4,A,Debit/Credit Indicator,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DebitCreditIndicator,http://www.xbrl.org/int/gl/2026-12-31/cor,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[C4].cor_DebitCreditIndicator,,D,2022-05,REF-AF-AR-SET-002
"[""20220510"",""REF-AF-AR-SET-002""]",REF-RA003,1-D,5,5,A,Account Number,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailAccountIdentifier.cor_AccountNumber,http://www.xbrl.org/int/gl/2026-12-31/cor,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[C4].cor_DetailAccountIdentifier.cor_AccountNumber,,1120,2022-05,REF-AF-AR-SET-002
"[""20220510"",""REF-AF-AR-SET-002""]",REF-RA003,1-D,6,5,A,Account Description,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailAccountIdentifier.cor_AccountDescription,http://www.xbrl.org/int/gl/2026-12-31/cor,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[C4].cor_DetailAccountIdentifier.cor_AccountDescription,,Demo Harbor Ordinary Deposit,2022-05,REF-AF-AR-SET-002
"[""20220510"",""REF-AF-AR-SET-002""]",REF-RA003,1-D,7,4,A,Monetary Amount,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,http://www.xbrl.org/int/gl/2026-12-31/cor,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[C4].cor_MonetaryAmount,JPY,12695,2022-05,REF-AF-AR-SET-002
"[""20220510"",""REF-AF-AR-SET-002""]",REF-RA003,1-D,8,4,A,Detail Description,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailDescription,http://www.xbrl.org/int/gl/2026-12-31/cor,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[C4].cor_DetailDescription,,Reference-after customer receipt,2022-05,REF-AF-AR-SET-002
"[""20220510"",""REF-AF-AR-SET-002""]",REF-RA003,2-C,9,3,A,Date Posted,$.cor_AccountingEntries.cor_EntryHeader.cor_DatePosted,http://www.xbrl.org/int/gl/2026-12-31/cor,$.cor_AccountingEntries.cor_EntryHeader.cor_DatePosted,,2022-05-10,2022-05,REF-AF-AR-SET-002
"[""20220510"",""REF-AF-AR-SET-002""]",REF-RA003,2-C,10,3,A,Entry ID,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryID,http://www.xbrl.org/int/gl/2026-12-31/cor,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryID,,REF-AF-AR-SET-002,2022-05,REF-AF-AR-SET-002
