JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
715,,,,,,56,2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1310,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,19800,1800,S,S,10A100020,Cash,1,Cash,Subaccount,19800,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
716,,,,,,66,2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1311,1,,1,1,,,,,,lease fee,10E200730,Land and Building Rent,,,,209850,19077,S,S,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,209850,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
717,,,,,,70,2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1312,1,,1,1,,,,,,Battery expense,10E201270,Miscellaneous Expenses,,,,458,41,S,S,10A100020,Cash,1,Cash,Subaccount,458,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
718,,,,,,79,2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1313,1,,1,1,,,,,,Prize expense,10E200140,Employee Welfare Expenses,,,,35077,3188,S,S,10A100020,Cash,1,Cash,Subaccount,35077,0,O,O,030,Nagoya Branch,Department,000,Common Department,Department,,,,,,,,
719,,,,,,116,2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1314,1,,1,1,,,,,,lease fee,10E200730,Land and Building Rent,,,,84000,7636,S,S,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,Subaccount,84000,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
720,,,,,,32,2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,1315,1,,1,,,,,,,office supplies expense,10E201110,Office Supplies Expenses,,,,2233,203,S,S,10B100630,Accounts Payable Other,,,,2233,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
721,,,,,,142,2021-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
