JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
1417,,,,,,18,2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,2557,1,,1,1,,,,,,Travel expense,10E201230,Travel and Transportation Expenses,,,,26870,2442,S,S,10A100020,Cash,1,Cash,Subaccount,26870,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1418,,,,,,66,2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,2558,1,,1,1,,,,,,lease fee,10E200730,Land and Building Rent,,,,209850,19077,S,S,10A100020,Ordinary Deposits,20,ABC Bank Head Office,Subaccount,209850,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1419,,,,,,116,2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2559,1,,1,1,,,,,,lease fee,10E200730,Land and Building Rent,,,,84000,7636,S,S,10A100020,Ordinary Deposits,40,JKL Bank Umeda Branch,Subaccount,84000,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1420,,,,,,141,2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,2560,1,,1,1,,,,,,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,,,,7800,709,S,S,10A100020,Cash,1,Cash,Subaccount,7800,0,O,O,040,Osaka Branch,Department,000,Common Department,Department,,,,,,,,
1421,,,,,,7,2021-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,2561,1,,1,1,,,,,,Meal expense Anonymized Store 077 2 people,10E200150,Entertainment Expenses,,,,12380,1125,S,S,10A100020,Cash,1,Cash,Subaccount,12380,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1422,,,,,,32,2021-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,2562,1,,1,,,,,,,office supplies expense,10E201110,Office Supplies Expenses,,,,6823,620,S,S,10B100630,Accounts Payable Other,,,,6823,0,O,O,010,Sapporo Sales Office,Department,000,Common Department,Department,,,,,,,,
1423,,,,,,50,2021-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,2563,1,,1,1,,,,,,Parking fee,10E201120,Vehicle Expenses,,,,1200,109,S,S,10A100020,Cash,1,Cash,Subaccount,1200,0,O,O,020,Tokyo Branch,Department,000,Common Department,Department,,,,,,,,
1424,,,,,,75,2021-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
