JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
1650,,,,,,18,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,2965,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,21000,1909,S,S,10A100020,現金,1,現金,補助科目,21000,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
1651,,,,,,75,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,2966,1,,1,1,,,,,,ガソリン代,10E201120,車両費,,,,6151,559,S,S,10A100020,現金,1,現金,補助科目,6626,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
1651,2967,1,,,,,,,,,ウォッシャー液代,10E201120,車両費,,,,475,43,S,S,,,,,,,,,,050,九州営業所,部門,,,,,,,,,,,
1652,,,,,,165,2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,2968,1,,1,1,,,,,,お茶代他,10E201270,雑費,,,,3756,341,S,S,10A100020,現金,1,現金,補助科目,3756,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
1653,,,,,,149,2021-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,2969,1,,1,1,,,,,,食事代 架空店舗064 2名,10E200150,交際費,,,,7758,705,S,S,10A100020,現金,1,現金,補助科目,19632,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
1653,2970,1,,,,,,,,,飲食代 架空店舗020,10E200150,交際費,,,,11874,1079,S,S,,,,,,,,,,030,名古屋支店,部門,,,,,,,,,,,
1654,,,,,,41,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,2971,1,,1,1,,,,,,食事代 架空店舗030 2名,10E200150,交際費,,,,3540,321,S,S,10A100020,現金,1,現金,補助科目,3540,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
1655,,,,,,134,2021-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
