JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03,Data_Scope,Document_ID,Document_Type,Document_Number,Related_Document_ID,Related_Document_Type,Related_Document_Number,Settlement_Scheduled_Month
489,,,,,,94,2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,878,1,,1,1,,,,,,お茶代,10E201270,雑費,,,,3150,286,S,S,10A100020,現金,1,現金,補助科目,3150,0,O,O,030,名古屋支店,部門,000,共通部門,部門,,,,,,,,
490,,,,,,106,2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,879,1,,1,1,,,,,,食事代 架空店舗006 4名,10E200150,交際費,,,,7267,660,S,S,10A100020,現金,1,現金,補助科目,27896,0,O,O,040,大阪支店,部門,000,共通部門,部門,,,,,,,,
490,880,1,,,,,,,,,飲食代 架空店舗022,10E200150,交際費,,,,20629,1875,S,S,,,,,,,,,,040,大阪支店,部門,,,,,,,,,,,
491,,,,,,147,2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,881,1,,1,,,,,,,ガソリン代,10E201120,車両費,,,,5416,492,S,S,10B100630,未払金,,,,5988,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
491,882,1,,,,,,,,,高速代,10E201120,車両費,,,,572,52,S,S,,,,,,,,,,050,九州営業所,部門,,,,,,,,,,,
492,,,,,,10,2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,883,1,,1,1,,,,,,ガソリン代,10E201120,車両費,,,,4224,384,S,S,10A100020,現金,1,現金,補助科目,4224,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
493,,,,,,18,2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,884,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,21700,1972,S,S,10A100020,現金,1,現金,補助科目,21700,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
494,,,,,,42,2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,885,1,,1,1,,,,,,昼食代 架空店舗066 3名,10E200150,交際費,,,,3420,310,S,S,10A100020,現金,1,現金,補助科目,3420,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
495,,,,,,56,2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,886,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,32600,2963,S,S,10A100020,現金,1,現金,補助科目,32600,0,O,O,020,東京支店,部門,000,共通部門,部門,,,,,,,,
496,,,,,,77,2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,887,1,,1,1,,,,,,ゴルフプレー代,10E200150,交際費,,,,6800,618,S,S,10A100020,現金,1,現金,補助科目,6800,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
497,,,,,,19,2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,888,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,15000,1363,S,S,10A100020,現金,1,現金,補助科目,15000,0,O,O,010,札幌営業所,部門,000,共通部門,部門,,,,,,,,
498,,,,,,161,2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,889,1,,1,1,,,,,,旅費,10E201230,旅費及び交通費,,,,7500,681,S,S,10A100020,現金,1,現金,補助科目,7500,0,O,O,050,九州営業所,部門,000,共通部門,部門,,,,,,,,
499,,,,,,94,2021-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,890,1,1,1,1,,,,,,6月5日伝票No230株式会社豊原産業,10A100020,普通預金,50,MNO銀行 北九州,補助科目,1295176,0,O,O,10A100090,売掛金,22,株式会社豊原産業,補助科目,1295176,0,O,O,000,共通部門,部門,000,共通部門,部門,,,,,,,,
