Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
,,,Opening,2021-08-01,* beginning-of-month balance,10A100020,Cash and deposits,,,,,0,0,,,,,,,46084186,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10A100060,Notes receivable - trade,,,,,0,0,,,,,,,-39233076,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10A100090,Accounts receivable - trade,,,,,0,0,,,,,,,121338269,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10A100200,Electronically recorded monetary claims - operating,,,,,0,0,,,,,,,0,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10A100280,Merchandise,,,,,0,0,,,,,,,84256000,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10A100610,Short-term loans receivable,,,,,0,0,,,,,,,120000,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10A210130,Structures,,,,,0,0,,,,,,,36435838,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10A210410,"Tools, furniture and fixtures",,,,,0,0,,,,,,,17360990,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10A230570,Insurance funds,,,,,0,0,,,,,,,527813,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10B100030,Notes payable - trade,,,,,0,0,,,,,,,1375116,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10B100040,Accounts payable - trade,,,,,0,0,,,,,,,74872647,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10B100630,Accounts payable - other,,,,,0,0,,,,,,,701221,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10B100640,Income taxes payable,,,,,0,0,,,,,,,0,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10B100650,Accrued business office tax,,,,,0,0,,,,,,,0,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10B100660,Accrued consumption taxes,,,,,0,0,,,,,,,0,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10B100690,Deposits received,,,,,0,0,,,,,,,2948938,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10B100790,Short-term borrowings,,,,,0,0,,,,,,,5228000,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10B200080,Long-term borrowings,,,,,0,0,,,,,,,7000000,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10D100101,Sales from electronic transactions,,,,,0,0,,,,,,,71090027,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10D100102,Sales from traditional transactions,,,,,0,0,,,,,,,171775706,2021-08
,,,Opening,2021-08-01,* beginning-of-month balance,10D100111,Sales allowance and returns from electronic transactions from electronic transactions,,,,,0,0,,,,,,,149368,2021-08
