Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
,,,Opening,2022-03-01,* beginning-of-month balance,10A100020,Cash and deposits,,,,,0,0,,,,,,,65853919,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10A100060,Notes receivable - trade,,,,,0,0,,,,,,,-11057144,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10A100090,Accounts receivable - trade,,,,,0,0,,,,,,,149232436,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10A100200,Electronically recorded monetary claims - operating,,,,,0,0,,,,,,,1369532,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10A100280,Merchandise,,,,,0,0,,,,,,,84256000,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10A100610,Short-term loans receivable,,,,,0,0,,,,,,,290000,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10A210130,Structures,,,,,0,0,,,,,,,36435838,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10A210410,"Tools, furniture and fixtures",,,,,0,0,,,,,,,17360990,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10A230570,Insurance funds,,,,,0,0,,,,,,,1402813,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10B100030,Notes payable - trade,,,,,0,0,,,,,,,45548042,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10B100040,Accounts payable - trade,,,,,0,0,,,,,,,90995571,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10B100630,Accounts payable - other,,,,,0,0,,,,,,,-1448799,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10B100640,Income taxes payable,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10B100650,Accrued business office tax,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10B100660,Accrued consumption taxes,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10B100690,Deposits received,,,,,0,0,,,,,,,4895620,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10B100790,Short-term borrowings,,,,,0,0,,,,,,,653500,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10B200080,Long-term borrowings,,,,,0,0,,,,,,,7000000,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10D100101,Sales from electronic transactions,,,,,0,0,,,,,,,224641031,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10D100102,Sales from traditional transactions,,,,,0,0,,,,,,,553508628,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10D100111,Sales allowance and returns from electronic transactions from electronic transactions,,,,,0,0,,,,,,,149368,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10D100112,Sales allowance and returns from traditional transactions,,,,,0,0,,,,,,,27429095,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E100100,Beginning merchandise inventory,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E100121,Purchase allowance and returns from electronic transactions,,,,,0,0,,,,,,,5459985,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E100122,Purchase allowance and returns from traditional transactions,,,,,0,0,,,,,,,7158495,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E100131,Cost of purchased goods from electronic transactions,,,,,0,0,,,,,,,163007580,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E100132,Cost of purchased goods from traditional transactions,,,,,0,0,,,,,,,303140746,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E100140,Ending merchandise inventory,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200020,Sales commission,,,,,0,0,,,,,,,24058267,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200050,Advertising expenses,,,,,0,0,,,,,,,1987200,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200090,Remuneration for directors (and other officers),,,,,0,0,,,,,,,18920000,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200130,Bonuses,,,,,0,0,,,,,,,11082000,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200140,Welfare expenses,,,,,0,0,,,,,,,5147016,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200150,Entertainment expenses,,,,,0,0,,,,,,,3993226,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200180,Communication expenses,,,,,0,0,,,,,,,12087447,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200200,Supplies expenses,,,,,0,0,,,,,,,3020150,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200210,Taxes and dues,,,,,0,0,,,,,,,243000,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200220,Depreciation,,,,,0,0,,,,,,,0,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200240,Insurance expenses,,,,,0,0,,,,,,,3507020,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200370,Salaries and allowances,,,,,0,0,,,,,,,57059509,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200520,Other salaries,,,,,0,0,,,,,,,4314002,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200540,Legal welfare expenses,,,,,0,0,,,,,,,9354499,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200600,Fee expenses,,,,,0,0,,,,,,,1536810,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200690,Commission expenses,,,,,0,0,,,,,,,18355839,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200720,Rent expenses on land and buildings,,,,,0,0,,,,,,,37909000,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200730,Rent expenses on land and buildings,,,,,0,0,,,,,,,3232350,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E200870,Freight costs,,,,,0,0,,,,,,,47167239,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E201000,Repair and maintenance expenses,,,,,0,0,,,,,,,319500,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E201040,Utilities expenses,,,,,0,0,,,,,,,6377401,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E201110,Office supplies expenses,,,,,0,0,,,,,,,1376514,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E201120,Vehicle expenses,,,,,0,0,,,,,,,6848007,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E201130,Meeting expenses,,,,,0,0,,,,,,,305424,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E201140,Membership fee,,,,,0,0,,,,,,,1276000,2022-03
,,,Opening,2022-03-01,* beginning-of-month balance,10E201160,Book expenses,,,,,0,0,,,,,,,274802,2022-03
