Ledger_Account_Number,Level,Type,Ledger_Account_Number,Parent,Category,eTax_Category,eTax_Account_Name,Beginning_Balance,Total_Debit,Total_Credit,Ending_Balance,seq
10D100010,1,T,10D100010,10_000000,Revenue,Net Sales,Operating Revenues,0,27578463,628917223,601338760,2
10D100090,2,T,10D100090,10D100010,Revenue,Net Sales,Breakdown of Operating Revenues,0,27578463,628917223,601338760,10
10D100100,3,T,10D100100,10D100090,Revenue,Net Sales,Gross Sales,0,27578463,628917223,601338760,11
10D100103,4,T,10D100103,10D100100,Revenue,Net Sales,Electronic Transaction Gross Sales,0,149368,179197171,179047803,12
10D100104,4,T,10D100104,10D100100,Revenue,Net Sales,Non-electronic Transaction Gross Sales,0,27429095,449720052,422290957,16
10E100010,1,T,10E100010,10_000000,Expenses,Cost of Sales,Operating Expenses and Cost of Sales,0,375152755,12618480,362534275,101
10E100080,2,T,10E100080,10E100010,Expenses,Cost of Sales,Breakdown of Operating Expenses and Cost of Sales,0,375152755,12618480,362534275,108
10E100090,3,T,10E100090,10E100080,Expenses,Cost of Sales,Cost of Merchandise Sold,0,375152755,12618480,362534275,109
10E100100,4,1,10E100100,10E100090,Expenses,Cost of Sales,Beginning Merchandise Inventory,0,0,0,0,110
10E100110,4,T,10E100110,10E100090,Expenses,Cost of Sales,Gross Purchases,0,375152755,12618480,362534275,111
10E100113,5,T,10E100113,10E100110,Expenses,Cost of Sales,Electronic Transaction Gross Purchases,0,131337416,5459985,125877431,112
10E100114,5,T,10E100114,10E100110,Expenses,Cost of Sales,Non-electronic Transaction Gross Purchases,0,243815339,7158495,236656844,116
10E100140,4,1,10E100140,10E100090,Expenses,Cost of Sales,Ending Merchandise Inventory,0,0,0,0,122
10E200010,1,T,10E200010,10_000000,Expenses,"Selling, General and Administrative Expenses","Selling, General and Administrative Expenses",0,244457601,2439775,242017826,334
10E200020,2,1,10E200020,10E200010,Expenses,"Selling, General and Administrative Expenses",Sales Commissions,0,20000267,0,20000267,335
10E200050,2,1,10E200050,10E200010,Expenses,"Selling, General and Administrative Expenses",Advertising Expenses,0,1604200,0,1604200,338
10E200090,2,1,10E200090,10E200010,Expenses,"Selling, General and Administrative Expenses",Directors' Compensation,0,15480000,0,15480000,342
10E200130,2,1,10E200130,10E200010,Expenses,"Selling, General and Administrative Expenses",Bonuses,0,11082000,0,11082000,346
