Ledger_Account_Number,Level,Type,Ledger_Account_Number,Parent,Category,eTax_Category,eTax_Account_Name,Beginning_Balance,Total_Debit,Total_Credit,Ending_Balance,seq
10D100010,1,T,10D100010,10_000000,Revenue,Net Sales,Operating Revenues,0,130985,60337616,60206631,2
10D100090,2,T,10D100090,10D100010,Revenue,Net Sales,Breakdown of Operating Revenues,0,130985,60337616,60206631,10
10D100100,3,T,10D100100,10D100090,Revenue,Net Sales,Gross Sales,0,130985,60337616,60206631,11
10D100103,4,T,10D100103,10D100100,Revenue,Net Sales,Electronic Transaction Gross Sales,0,20058,15951282,15931224,12
10D100104,4,T,10D100104,10D100100,Revenue,Net Sales,Non-electronic Transaction Gross Sales,0,110927,44386334,44275407,16
10E100010,1,T,10E100010,10_000000,Expenses,Cost of Sales,Operating Expenses and Cost of Sales,0,35491682,210996,35280686,101
10E100080,2,T,10E100080,10E100010,Expenses,Cost of Sales,Breakdown of Operating Expenses and Cost of Sales,0,35491682,210996,35280686,108
10E100090,3,T,10E100090,10E100080,Expenses,Cost of Sales,Cost of Merchandise Sold,0,35491682,210996,35280686,109
10E100100,4,1,10E100100,10E100090,Expenses,Cost of Sales,Beginning Merchandise Inventory,0,0,0,0,110
10E100110,4,T,10E100110,10E100090,Expenses,Cost of Sales,Gross Purchases,0,35491682,210996,35280686,111
10E100113,5,T,10E100113,10E100110,Expenses,Cost of Sales,Electronic Transaction Gross Purchases,0,12286234,51555,12234679,112
10E100114,5,T,10E100114,10E100110,Expenses,Cost of Sales,Non-electronic Transaction Gross Purchases,0,23205448,159441,23046007,116
10E100140,4,1,10E100140,10E100090,Expenses,Cost of Sales,Ending Merchandise Inventory,0,0,0,0,122
10E200010,1,T,10E200010,10_000000,Expenses,"Selling, General and Administrative Expenses","Selling, General and Administrative Expenses",0,24639415,352077,24287338,334
10E200020,2,1,10E200020,10E200010,Expenses,"Selling, General and Administrative Expenses",Sales Commissions,0,2266000,0,2266000,335
10E200050,2,1,10E200050,10E200010,Expenses,"Selling, General and Administrative Expenses",Advertising Expenses,0,191500,0,191500,338
10E200090,2,1,10E200090,10E200010,Expenses,"Selling, General and Administrative Expenses",Directors' Compensation,0,1720000,0,1720000,342
10E200130,2,1,10E200130,10E200010,Expenses,"Selling, General and Administrative Expenses",Bonuses,0,0,0,0,346
10E200140,2,1,10E200140,10E200010,Expenses,"Selling, General and Administrative Expenses",Employee Welfare Expenses,0,302784,0,302784,347
10E200150,2,1,10E200150,10E200010,Expenses,"Selling, General and Administrative Expenses",Entertainment Expenses,0,387529,0,387529,348
10E200180,2,1,10E200180,10E200010,Expenses,"Selling, General and Administrative Expenses",Communication Expenses,0,1314451,0,1314451,351
10E200200,2,1,10E200200,10E200010,Expenses,"Selling, General and Administrative Expenses",Supplies Expenses,0,704154,352077,352077,353
10E200210,2,1,10E200210,10E200010,Expenses,"Selling, General and Administrative Expenses",Taxes and Dues,0,56000,0,56000,354
10E200220,2,1,10E200220,10E200010,Expenses,"Selling, General and Administrative Expenses",Depreciation Expenses,0,0,0,0,355
10E200240,2,1,10E200240,10E200010,Expenses,"Selling, General and Administrative Expenses",Insurance Expenses,0,318820,0,318820,357
10E200370,2,1,10E200370,10E200010,Expenses,"Selling, General and Administrative Expenses",Salaries and Allowances,0,5702352,0,5702352,370
10E200520,2,1,10E200520,10E200010,Expenses,"Selling, General and Administrative Expenses",Temporary Wages,0,396465,0,396465,385
10E200540,2,1,10E200540,10E200010,Expenses,"Selling, General and Administrative Expenses",Statutory Welfare Expenses,0,743926,0,743926,387
10E200600,2,1,10E200600,10E200010,Expenses,"Selling, General and Administrative Expenses",Professional Fees,0,139710,0,139710,393
10E200690,2,1,10E200690,10E200010,Expenses,"Selling, General and Administrative Expenses",Service Fees,0,9308,0,9308,402
10E200720,2,1,10E200720,10E200010,Expenses,"Selling, General and Administrative Expenses",Rent Expenses,0,3449000,0,3449000,405
10E200730,2,1,10E200730,10E200010,Expenses,"Selling, General and Administrative Expenses",Land and Building Rent,0,293850,0,293850,406
10E200870,2,1,10E200870,10E200010,Expenses,"Selling, General and Administrative Expenses",Freight Expenses,0,3580147,0,3580147,420
10E201000,2,1,10E201000,10E200010,Expenses,"Selling, General and Administrative Expenses",Repairs and Maintenance,0,35850,0,35850,433
10E201040,2,1,10E201040,10E200010,Expenses,"Selling, General and Administrative Expenses",Utilities Expenses,0,615042,0,615042,437
10E201110,2,1,10E201110,10E200010,Expenses,"Selling, General and Administrative Expenses",Office Supplies Expenses,0,142108,0,142108,444
10E201120,2,1,10E201120,10E200010,Expenses,"Selling, General and Administrative Expenses",Vehicle Expenses,0,614477,0,614477,445
10E201130,2,1,10E201130,10E200010,Expenses,"Selling, General and Administrative Expenses",Meeting Expenses,0,24995,0,24995,446
10E201140,2,1,10E201140,10E200010,Expenses,"Selling, General and Administrative Expenses",Membership Fees,0,116000,0,116000,447
10E201160,2,1,10E201160,10E200010,Expenses,"Selling, General and Administrative Expenses",Books and Publications,0,24982,0,24982,449
10E201230,2,1,10E201230,10E200010,Expenses,"Selling, General and Administrative Expenses",Travel and Transportation Expenses,0,1012406,0,1012406,456
10E201270,2,1,10E201270,10E200010,Expenses,"Selling, General and Administrative Expenses",Miscellaneous Expenses,0,477559,0,477559,460
10E300010,1,T,10E300010,10_000000,Expenses,Non-operating Expenses,Non-operating Expenses,0,91057,0,91057,543
10E300020,2,1,10E300020,10E300010,Expenses,Non-operating Expenses,Interest Expense,0,91057,0,91057,544
