Ledger_Account_Number,Level,Type,Ledger_Account_Number,Parent,Category,eTax_Category,eTax_Account_Name,Beginning_Balance,Total_Debit,Total_Credit,Ending_Balance,seq
10D100010,1,T,10D100010,10_000000,Revenue,Net Sales,Operating Revenues,0,27578463,502815431,475236968,2
10D100090,2,T,10D100090,10D100010,Revenue,Net Sales,Breakdown of Operating Revenues,0,27578463,502815431,475236968,10
10D100100,3,T,10D100100,10D100090,Revenue,Net Sales,Gross Sales,0,27578463,502815431,475236968,11
10D100103,4,T,10D100103,10D100100,Revenue,Net Sales,Electronic Transaction Gross Sales,0,149368,145037405,144888037,12
10D100104,4,T,10D100104,10D100100,Revenue,Net Sales,Non-electronic Transaction Gross Sales,0,27429095,357778026,330348931,16
10E100010,1,T,10E100010,10_000000,Expenses,Cost of Sales,Operating Expenses and Cost of Sales,0,309005826,12618480,296387346,101
10E100080,2,T,10E100080,10E100010,Expenses,Cost of Sales,Breakdown of Operating Expenses and Cost of Sales,0,309005826,12618480,296387346,108
10E100090,3,T,10E100090,10E100080,Expenses,Cost of Sales,Cost of Merchandise Sold,0,309005826,12618480,296387346,109
10E100100,4,1,10E100100,10E100090,Expenses,Cost of Sales,Beginning Merchandise Inventory,0,0,0,0,110
10E100110,4,T,10E100110,10E100090,Expenses,Cost of Sales,Gross Purchases,0,309005826,12618480,296387346,111
10E100113,5,T,10E100113,10E100110,Expenses,Cost of Sales,Electronic Transaction Gross Purchases,0,108020739,5459985,102560754,112
10E100114,5,T,10E100114,10E100110,Expenses,Cost of Sales,Non-electronic Transaction Gross Purchases,0,200985087,7158495,193826592,116
10E100140,4,1,10E100140,10E100090,Expenses,Cost of Sales,Ending Merchandise Inventory,0,0,0,0,122
10E200010,1,T,10E200010,10_000000,Expenses,"Selling, General and Administrative Expenses","Selling, General and Administrative Expenses",0,206290702,2210874,204079828,334
10E200020,2,1,10E200020,10E200010,Expenses,"Selling, General and Administrative Expenses",Sales Commissions,0,16844267,0,16844267,335
10E200050,2,1,10E200050,10E200010,Expenses,"Selling, General and Administrative Expenses",Advertising Expenses,0,1412700,0,1412700,338
10E200090,2,1,10E200090,10E200010,Expenses,"Selling, General and Administrative Expenses",Directors' Compensation,0,13760000,0,13760000,342
10E200130,2,1,10E200130,10E200010,Expenses,"Selling, General and Administrative Expenses",Bonuses,0,4042000,0,4042000,346
