Ledger_Account_Number,Level,Type,Ledger_Account_Number,Parent,Category,eTax_Category,eTax_Account_Name,Beginning_Balance,Total_Debit,Total_Credit,Ending_Balance,seq
10D100010,1,T,10D100010,10_000000,Revenue,Net Sales,Operating Revenues,0,27578463,310492012,282913549,2
10D100090,2,T,10D100090,10D100010,Revenue,Net Sales,Breakdown of Operating Revenues,0,27578463,310492012,282913549,10
10D100100,3,T,10D100100,10D100090,Revenue,Net Sales,Gross Sales,0,27578463,310492012,282913549,11
10D100103,4,T,10D100103,10D100100,Revenue,Net Sales,Electronic Transaction Gross Sales,0,149368,91051150,90901782,12
10D100104,4,T,10D100104,10D100100,Revenue,Net Sales,Non-electronic Transaction Gross Sales,0,27429095,219440862,192011767,16
10E100010,1,T,10E100010,10_000000,Expenses,Cost of Sales,Operating Expenses and Cost of Sales,0,186087499,12618480,173469019,101
10E100080,2,T,10E100080,10E100010,Expenses,Cost of Sales,Breakdown of Operating Expenses and Cost of Sales,0,186087499,12618480,173469019,108
10E100090,3,T,10E100090,10E100080,Expenses,Cost of Sales,Cost of Merchandise Sold,0,186087499,12618480,173469019,109
10E100100,4,1,10E100100,10E100090,Expenses,Cost of Sales,Beginning Merchandise Inventory,0,0,0,0,110
10E100110,4,T,10E100110,10E100090,Expenses,Cost of Sales,Gross Purchases,0,186087499,12618480,173469019,111
10E100113,5,T,10E100113,10E100110,Expenses,Cost of Sales,Electronic Transaction Gross Purchases,0,64651519,5459985,59191534,112
10E100114,5,T,10E100114,10E100110,Expenses,Cost of Sales,Non-electronic Transaction Gross Purchases,0,121435980,7158495,114277485,116
10E100140,4,1,10E100140,10E100090,Expenses,Cost of Sales,Ending Merchandise Inventory,0,0,0,0,122
10E200010,1,T,10E200010,10_000000,Expenses,"Selling, General and Administrative Expenses","Selling, General and Administrative Expenses",0,129894203,1430452,128463751,334
10E200020,2,1,10E200020,10E200010,Expenses,"Selling, General and Administrative Expenses",Sales Commissions,0,10858708,0,10858708,335
10E200050,2,1,10E200050,10E200010,Expenses,"Selling, General and Administrative Expenses",Advertising Expenses,0,838200,0,838200,338
10E200090,2,1,10E200090,10E200010,Expenses,"Selling, General and Administrative Expenses",Directors' Compensation,0,8600000,0,8600000,342
10E200130,2,1,10E200130,10E200010,Expenses,"Selling, General and Administrative Expenses",Bonuses,0,4042000,0,4042000,346
10E200140,2,1,10E200140,10E200010,Expenses,"Selling, General and Administrative Expenses",Employee Welfare Expenses,0,2272082,0,2272082,347
10E200150,2,1,10E200150,10E200010,Expenses,"Selling, General and Administrative Expenses",Entertainment Expenses,0,1712244,0,1712244,348
10E200180,2,1,10E200180,10E200010,Expenses,"Selling, General and Administrative Expenses",Communication Expenses,0,5774811,0,5774811,351
10E200200,2,1,10E200200,10E200010,Expenses,"Selling, General and Administrative Expenses",Supplies Expenses,0,2860904,1430452,1430452,353
10E200210,2,1,10E200210,10E200010,Expenses,"Selling, General and Administrative Expenses",Taxes and Dues,0,175000,0,175000,354
10E200220,2,1,10E200220,10E200010,Expenses,"Selling, General and Administrative Expenses",Depreciation Expenses,0,0,0,0,355
10E200240,2,1,10E200240,10E200010,Expenses,"Selling, General and Administrative Expenses",Insurance Expenses,0,1594100,0,1594100,357
10E200370,2,1,10E200370,10E200010,Expenses,"Selling, General and Administrative Expenses",Salaries and Allowances,0,27007986,0,27007986,370
10E200520,2,1,10E200520,10E200010,Expenses,"Selling, General and Administrative Expenses",Temporary Wages,0,1801897,0,1801897,385
10E200540,2,1,10E200540,10E200010,Expenses,"Selling, General and Administrative Expenses",Statutory Welfare Expenses,0,4153198,0,4153198,387
10E200600,2,1,10E200600,10E200010,Expenses,"Selling, General and Administrative Expenses",Professional Fees,0,698550,0,698550,393
10E200690,2,1,10E200690,10E200010,Expenses,"Selling, General and Administrative Expenses",Service Fees,0,5577959,0,5577959,402
10E200720,2,1,10E200720,10E200010,Expenses,"Selling, General and Administrative Expenses",Rent Expenses,0,17215000,0,17215000,405
10E200730,2,1,10E200730,10E200010,Expenses,"Selling, General and Administrative Expenses",Land and Building Rent,0,1469250,0,1469250,406
10E200870,2,1,10E200870,10E200010,Expenses,"Selling, General and Administrative Expenses",Freight Expenses,0,18145617,0,18145617,420
10E201000,2,1,10E201000,10E200010,Expenses,"Selling, General and Administrative Expenses",Repairs and Maintenance,0,230100,0,230100,433
10E201040,2,1,10E201040,10E200010,Expenses,"Selling, General and Administrative Expenses",Utilities Expenses,0,2921631,0,2921631,437
10E201110,2,1,10E201110,10E200010,Expenses,"Selling, General and Administrative Expenses",Office Supplies Expenses,0,676203,0,676203,444
10E201120,2,1,10E201120,10E200010,Expenses,"Selling, General and Administrative Expenses",Vehicle Expenses,0,2903817,0,2903817,445
10E201130,2,1,10E201130,10E200010,Expenses,"Selling, General and Administrative Expenses",Meeting Expenses,0,155454,0,155454,446
10E201140,2,1,10E201140,10E200010,Expenses,"Selling, General and Administrative Expenses",Membership Fees,0,580000,0,580000,447
10E201160,2,1,10E201160,10E200010,Expenses,"Selling, General and Administrative Expenses",Books and Publications,0,124910,0,124910,449
10E201230,2,1,10E201230,10E200010,Expenses,"Selling, General and Administrative Expenses",Travel and Transportation Expenses,0,5101351,0,5101351,456
10E201270,2,1,10E201270,10E200010,Expenses,"Selling, General and Administrative Expenses",Miscellaneous Expenses,0,2403231,0,2403231,460
10E300010,1,T,10E300010,10_000000,Expenses,Non-operating Expenses,Non-operating Expenses,0,690434,0,690434,543
10E300020,2,1,10E300020,10E300010,Expenses,Non-operating Expenses,Interest Expense,0,690434,0,690434,544
