Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Source_Row,Entry_Key,Occurrence,Semantic_Path,Month
,,,Opening,2021-03-01,* Opening balance,1000,Demo Cash,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1010,Demo Petty Cash,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1100,Demo Central Ordinary Deposit,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1110,Demo North Current Deposit,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1120,Demo Harbor Ordinary Deposit,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1200,Demo Accounts Receivable,,,,,0,0,,,,,,,600000,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1210,Demo Notes Receivable,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1300,Demo Inventory,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1400,Demo Prepaid Expenses,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1410,Demo Advances Paid,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1420,Demo Temporary Payments,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1430,Demo Input Tax Receivable,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1500,Demo Equipment,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1510,Demo Vehicles,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1520,Demo Software,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,1590,Demo Accumulated Depreciation,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,2000,Demo Accounts Payable,,,,,0,0,,,,,,,1200000,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,2010,Demo Notes Payable,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,2100,Demo Accrued Payables,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,2110,Demo Payroll Withholding,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,2120,Demo Output Tax Payable,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,2130,Demo Temporary Receipts,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,2200,Demo Short-term Loans,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,2300,Demo Long-term Loans,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,2400,Demo Unearned Revenue,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,3000,Demo Capital,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,3100,Demo Retained Earnings,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,4000,Demo Product Sales,,,,,0,0,,,,,,,600000,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,4010,Demo Service Revenue,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,4020,Demo Other Operating Revenue,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,4030,Demo Interest Income,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,4040,Demo Miscellaneous Income,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,5000,Demo Purchases,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,5010,Demo Freight-in,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,5020,Demo Inventory Adjustment,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6000,Demo Salaries,,,,,0,0,,,,,,,1200000,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6010,Demo Statutory Welfare,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6020,Demo Office Rent,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6030,Demo Utilities,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6040,Demo Communication,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6050,Demo Business Travel,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6060,Demo Office Supplies,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6070,Demo Bank Fees,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6080,Demo Advertising,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6090,Demo Insurance,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6100,Demo Repairs,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6110,Demo Depreciation Expense,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6120,Demo Professional Fees,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6130,Demo Training,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6140,Demo Vehicle Expense,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6150,Demo Software Subscription,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6160,Demo Shipping,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,6170,Demo Miscellaneous Expense,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,7000,Demo Taxes and Dues,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,7010,Demo Corporate Tax,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,7020,Demo Consumption Tax Expense,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,8000,Demo Suspense,,,,,0,0,,,,,,,0,,,,,2021-03
,,,Opening,2021-03-01,* Opening balance,8010,Demo Clearing,,,,,0,0,,,,,,,0,,,,,2021-03
RB003,1,REF-BF-AR-SET-001,Debit,2021-03-05,Reference-before customer receipt,1120,Demo Harbor Ordinary Deposit,,,,,100000,0,1200,Demo Accounts Receivable,,,,,100000,REF-RB003,"[""20210305"",""REF-BF-AR-SET-001""]",1-D,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-03
RB003,2,REF-BF-AR-SET-001,Credit,2021-03-05,Reference-before customer receipt,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,,,0,100000,1120,Demo Harbor Ordinary Deposit,,,,,500000,REF-RB003,"[""20210305"",""REF-BF-AR-SET-001""]",2-C,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-03
RB004,1,REF-BF-AP-SET-001,Debit,2021-03-08,Reference-before vendor payment,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,,,200000,0,1120,Demo Harbor Ordinary Deposit,,,,,1000000,REF-RB004,"[""20210308"",""REF-BF-AP-SET-001""]",1-D,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-03
RB004,2,REF-BF-AP-SET-001,Credit,2021-03-08,Reference-before vendor payment,1120,Demo Harbor Ordinary Deposit,,,,,0,200000,2000,Demo Accounts Payable,,,,,-100000,REF-RB004,"[""20210308"",""REF-BF-AP-SET-001""]",2-C,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-03
RB005,1,REF-BF-AR-002,Debit,2021-03-15,Reference-before customer invoice,1200,Demo Accounts Receivable,C001,Demo Customer Aurora,,,1000000,0,4000,Demo Product Sales,,,,,1500000,REF-RB005,"[""20210315"",""REF-BF-AR-002""]",1-D,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-03
RB005,2,REF-BF-AR-002,Credit,2021-03-15,Reference-before customer invoice,4000,Demo Product Sales,,,,,0,1000000,1200,Demo Accounts Receivable,,,,,1600000,REF-RB005,"[""20210315"",""REF-BF-AR-002""]",2-C,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-03
RB006,1,REF-BF-AP-002,Debit,2021-03-20,Reference-before vendor invoice,6000,Demo Salaries,,,,,2423720,0,2000,Demo Accounts Payable,,,,,3623720,REF-RB006,"[""20210320"",""REF-BF-AP-002""]",1-D,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-03
RB006,2,REF-BF-AP-002,Credit,2021-03-20,Reference-before vendor invoice,2000,Demo Accounts Payable,V001,Demo Vendor Keystone,,,0,2423720,6000,Demo Salaries,,,,,3423720,REF-RB006,"[""20210320"",""REF-BF-AP-002""]",2-C,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MonetaryAmount,2021-03
