JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
490,1,2021-06,2021-06-01,106,Meal expense Anonymized Store 006 4 people,10E200150,Entertainment Expenses,7267,S,S,660,,,040,Osaka Branch,10A100020,Cash,7267,O,O,0,,,000,Common Department
490,2,2021-06,2021-06-01,106,Meal expense Anonymized Store 022,10E200150,Entertainment Expenses,20629,S,S,1875,,,040,Osaka Branch,10A100020,Cash,20629,O,O,0,,,000,Common Department
491,1,2021-06,2021-06-01,147,Gasoline,10E201120,Vehicle Expenses,5416,S,S,492,,,050,Kyushu Sales Office,10B100630,Accounts Payable Other,5416,O,O,0,,,000,Common Department
491,2,2021-06,2021-06-01,147,Expressway toll,10E201120,Vehicle Expenses,572,S,S,52,,,050,Kyushu Sales Office,10B100630,Accounts Payable Other,572,O,O,0,,,000,Common Department
489,1,2021-06,2021-06-01,94,Tea expense,10E201270,Miscellaneous Expenses,3150,S,S,286,,,030,Nagoya Branch,10A100020,Cash,3150,O,O,0,,,000,Common Department
492,1,2021-06,2021-06-02,10,Gasoline,10E201120,Vehicle Expenses,4224,S,S,384,,,010,Sapporo Sales Office,10A100020,Cash,4224,O,O,0,,,000,Common Department
493,1,2021-06,2021-06-02,18,Travel expense,10E201230,Travel and Transportation Expenses,21700,S,S,1972,,,010,Sapporo Sales Office,10A100020,Cash,21700,O,O,0,,,000,Common Department
494,1,2021-06,2021-06-02,42,Lunch expense Anonymized Store 066 3 people,10E200150,Entertainment Expenses,3420,S,S,310,,,020,Tokyo Branch,10A100020,Cash,3420,O,O,0,,,000,Common Department
495,1,2021-06,2021-06-02,56,Travel expense,10E201230,Travel and Transportation Expenses,32600,S,S,2963,,,020,Tokyo Branch,10A100020,Cash,32600,O,O,0,,,000,Common Department
496,1,2021-06,2021-06-02,77,golf play expense,10E200150,Entertainment Expenses,6800,S,S,618,,,010,Sapporo Sales Office,10A100020,Cash,6800,O,O,0,,,000,Common Department
498,1,2021-06,2021-06-04,161,Travel expense,10E201230,Travel and Transportation Expenses,7500,S,S,681,,,050,Kyushu Sales Office,10A100020,Cash,7500,O,O,0,,,000,Common Department
497,1,2021-06,2021-06-04,19,Travel expense,10E201230,Travel and Transportation Expenses,15000,S,S,1363,,,010,Sapporo Sales Office,10A100020,Cash,15000,O,O,0,,,000,Common Department
502,1,2021-06,2021-06-05,133,Tax accountant fee,10E200600,Professional Fees,139710,S,S,12700,,,020,Tokyo Branch,10A100020,Ordinary Deposits,139710,O,O,0,20,ABC Bank Head Office,000,Common Department
499,1,2021-06,2021-06-05,94,Voucher No. 230 dated 6/5 Anonymized Partner 070,10A100020,Ordinary Deposits,1295176,O,O,0,50,MNO Bank Kitakyushu Branch,000,Common Department,10A100090,Accounts Receivable,1295176,O,O,0,22,Anonymized Partner 070,000,Common Department
499,2,2021-06,2021-06-05,94,Voucher No. 230 dated 6/5 Anonymized Partner 070,10E200690,Service Fees,472,S,S,42,,,050,Kyushu Sales Office,10A100090,Accounts Receivable,472,O,O,0,22,Anonymized Partner 070,000,Common Department
500,1,2021-06,2021-06-05,95,Voucher No. 231 dated 6/5 Anonymized Partner 082,10A100020,Ordinary Deposits,1130472,O,O,0,20,ABC Bank Head Office,000,Common Department,10A100090,Accounts Receivable,1130472,O,O,0,26,Anonymized Partner 082,000,Common Department
500,2,2021-06,2021-06-05,95,Voucher No. 231 dated 6/5 Anonymized Partner 082,10E200690,Service Fees,472,S,S,42,,,020,Tokyo Branch,10A100090,Accounts Receivable,472,O,O,0,26,Anonymized Partner 082,000,Common Department
501,1,2021-06,2021-06-05,96,Voucher No. 232 dated 6/5 Anonymized Partner 025,10A100020,Ordinary Deposits,764268,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department,10A100090,Accounts Receivable,764268,O,O,0,27,Anonymized Partner 025,000,Common Department
505,1,2021-06,2021-06-06,110,taxi expense,10E201230,Travel and Transportation Expenses,2290,S,S,208,,,040,Osaka Branch,10A100020,Cash,2290,O,O,0,,,000,Common Department
506,1,2021-06,2021-06-06,122,Certificate issuance fee,10E200180,Communication Expenses,1050,S,S,95,,,040,Osaka Branch,10A100020,Cash,1050,O,O,0,,,000,Common Department
507,1,2021-06,2021-06-06,142,Gasoline,10E201120,Vehicle Expenses,6267,S,S,569,,,040,Osaka Branch,10A100020,Cash,6267,O,O,0,,,000,Common Department
507,2,2021-06,2021-06-06,142,Expressway toll,10E201120,Vehicle Expenses,1572,S,S,142,,,040,Osaka Branch,10A100020,Cash,1572,O,O,0,,,000,Common Department
507,3,2021-06,2021-06-06,142,Parking fee,10E201120,Vehicle Expenses,620,S,S,56,,,040,Osaka Branch,10A100020,Cash,620,O,O,0,,,000,Common Department
507,4,2021-06,2021-06-06,142,Car wash expense,10E201120,Vehicle Expenses,1000,S,S,90,,,040,Osaka Branch,10A100020,Cash,1000,O,O,0,,,000,Common Department
503,1,2021-06,2021-06-06,20,Airfare,10E201230,Travel and Transportation Expenses,41000,S,S,3727,,,010,Sapporo Sales Office,10A100020,Cash,41000,O,O,0,,,000,Common Department
504,1,2021-06,2021-06-06,84,Postage stamps,10E200180,Communication Expenses,4000,S,S,363,,,030,Nagoya Branch,10A100020,Cash,4000,O,O,0,,,000,Common Department
512,1,2021-06,2021-06-07,141,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,16000,S,S,1454,,,040,Osaka Branch,10A100020,Cash,16000,O,O,0,,,000,Common Department
