JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
1419,1,2021-10,2021-10-01,116,lease fee,10E200730,Land and Building Rent,84000,S,S,7636,,,040,Osaka Branch,10A100020,Ordinary Deposits,84000,O,O,0,40,JKL Bank Umeda Branch,000,Common Department
1420,1,2021-10,2021-10-01,141,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,7800,S,S,709,,,040,Osaka Branch,10A100020,Cash,7800,O,O,0,,,000,Common Department
1417,1,2021-10,2021-10-01,18,Travel expense,10E201230,Travel and Transportation Expenses,26870,S,S,2442,,,010,Sapporo Sales Office,10A100020,Cash,26870,O,O,0,,,000,Common Department
1418,1,2021-10,2021-10-01,66,lease fee,10E200730,Land and Building Rent,209850,S,S,19077,,,020,Tokyo Branch,10A100020,Ordinary Deposits,209850,O,O,0,20,ABC Bank Head Office,000,Common Department
1425,1,2021-10,2021-10-02,142,Gasoline,10E201120,Vehicle Expenses,6229,S,S,566,,,040,Osaka Branch,10A100020,Cash,6229,O,O,0,,,000,Common Department
1425,2,2021-10,2021-10-02,142,Expressway toll,10E201120,Vehicle Expenses,4289,S,S,389,,,040,Osaka Branch,10A100020,Cash,4289,O,O,0,,,000,Common Department
1425,3,2021-10,2021-10-02,142,Inspection service fee,10E201120,Vehicle Expenses,43433,S,S,3948,,,040,Osaka Branch,10A100020,Cash,43433,O,O,0,,,000,Common Department
1426,1,2021-10,2021-10-02,157,Airfare,10E201230,Travel and Transportation Expenses,55300,S,S,5027,,,050,Kyushu Sales Office,10A100020,Ordinary Deposits,55300,O,O,0,50,MNO Bank Kitakyushu Branch,000,Common Department
1422,1,2021-10,2021-10-02,32,office supplies expense,10E201110,Office Supplies Expenses,6823,S,S,620,,,010,Sapporo Sales Office,10B100630,Accounts Payable Other,6823,O,O,0,,,000,Common Department
1423,1,2021-10,2021-10-02,50,Parking fee,10E201120,Vehicle Expenses,1200,S,S,109,,,020,Tokyo Branch,10A100020,Cash,1200,O,O,0,,,000,Common Department
1421,1,2021-10,2021-10-02,7,Meal expense Anonymized Store 077 2 people,10E200150,Entertainment Expenses,12380,S,S,1125,,,010,Sapporo Sales Office,10A100020,Cash,12380,O,O,0,,,000,Common Department
1424,1,2021-10,2021-10-02,75,Cof fee expense 2 people,10E200150,Entertainment Expenses,1260,S,S,114,,,020,Tokyo Branch,10A100020,Cash,1260,O,O,0,,,000,Common Department
1429,1,2021-10,2021-10-03,102,Gift expense Anonymized Store 089,10E200150,Entertainment Expenses,1050,S,S,95,,,040,Osaka Branch,10A100020,Cash,1050,O,O,0,,,000,Common Department
1430,1,2021-10,2021-10-03,158,Business travel expense,10E201230,Travel and Transportation Expenses,13500,S,S,1227,,,040,Osaka Branch,10A100020,Cash,13500,O,O,0,,,000,Common Department
1427,1,2021-10,2021-10-03,56,Travel expense,10E201230,Travel and Transportation Expenses,36400,S,S,3309,,,020,Tokyo Branch,10A100020,Cash,36400,O,O,0,,,000,Common Department
1428,1,2021-10,2021-10-03,75,Travel expense,10E201230,Travel and Transportation Expenses,12000,S,S,1090,,,030,Nagoya Branch,10A100020,Cash,12000,O,O,0,,,000,Common Department
1436,1,2021-10,2021-10-05,147,Gasoline,10E201120,Vehicle Expenses,3962,S,S,360,,,050,Kyushu Sales Office,10B100630,Accounts Payable Other,3962,O,O,0,,,000,Common Department
1437,1,2021-10,2021-10-05,161,Travel expense,10E201230,Travel and Transportation Expenses,6350,S,S,577,,,050,Kyushu Sales Office,10A100020,Cash,6350,O,O,0,,,000,Common Department
1438,1,2021-10,2021-10-05,164,office supplies,10E201110,Office Supplies Expenses,2819,S,S,256,,,050,Kyushu Sales Office,10A100020,Cash,2819,O,O,0,,,000,Common Department
