JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
954,1,2021-08,2021-08-01,102,Gift expense Anonymized Store 089,10E200150,Entertainment Expenses,2100,S,S,190,,,040,Osaka Branch,10A100020,Cash,2100,O,O,0,,,000,Common Department
951,1,2021-08,2021-08-01,18,Travel expense,10E201230,Travel and Transportation Expenses,21000,S,S,1909,,,010,Sapporo Sales Office,10A100020,Cash,21000,O,O,0,,,000,Common Department
952,1,2021-08,2021-08-01,41,Meal expense Anonymized Store 050 3 people,10E200150,Entertainment Expenses,3510,S,S,319,,,020,Tokyo Branch,10A100020,Cash,3510,O,O,0,,,000,Common Department
953,1,2021-08,2021-08-01,50,Expressway toll,10E201120,Vehicle Expenses,600,S,S,54,,,020,Tokyo Branch,10A100020,Cash,600,O,O,0,,,000,Common Department
955,1,2021-08,2021-08-02,147,Gasoline,10E201120,Vehicle Expenses,6648,S,S,604,,,050,Kyushu Sales Office,10B100630,Accounts Payable Other,6648,O,O,0,,,000,Common Department
958,1,2021-08,2021-08-03,134,Paper,10E201110,Office Supplies Expenses,15780,S,S,1434,,,050,Kyushu Sales Office,10B100630,Accounts Payable Other,15780,O,O,0,,,000,Common Department
958,2,2021-08,2021-08-03,134,Paper,10E201110,Office Supplies Expenses,16800,S,S,1527,,,040,Osaka Branch,10B100630,Accounts Payable Other,16800,O,O,0,,,000,Common Department
959,1,2021-08,2021-08-03,139,Employee late-night meal,10E200140,Employee Welfare Expenses,25400,S,S,2309,,,040,Osaka Branch,10B100630,Accounts Payable Other,25400,O,O,0,,,000,Common Department
960,1,2021-08,2021-08-03,142,Expressway toll,10E201120,Vehicle Expenses,2458,S,S,223,,,040,Osaka Branch,10A100020,Cash,2458,O,O,0,,,000,Common Department
960,2,2021-08,2021-08-03,142,Gasoline,10E201120,Vehicle Expenses,3052,S,S,277,,,040,Osaka Branch,10A100020,Cash,3052,O,O,0,,,000,Common Department
960,3,2021-08,2021-08-03,142,Expressway toll,10E201120,Vehicle Expenses,1191,S,S,108,,,040,Osaka Branch,10A100020,Cash,1191,O,O,0,,,000,Common Department
960,4,2021-08,2021-08-03,142,Expressway toll,10E201120,Vehicle Expenses,8543,S,S,776,,,040,Osaka Branch,10A100020,Cash,8543,O,O,0,,,000,Common Department
960,5,2021-08,2021-08-03,142,Expressway toll,10E201120,Vehicle Expenses,4290,S,S,390,,,040,Osaka Branch,10A100020,Cash,4290,O,O,0,,,000,Common Department
956,1,2021-08,2021-08-03,56,Travel expense,10E201230,Travel and Transportation Expenses,15700,S,S,1427,,,020,Tokyo Branch,10A100020,Cash,15700,O,O,0,,,000,Common Department
957,1,2021-08,2021-08-03,82,Gasoline,10E201120,Vehicle Expenses,18021,S,S,1638,,,030,Nagoya Branch,10B100630,Accounts Payable Other,18021,O,O,0,,,000,Common Department
962,1,2021-08,2021-08-04,141,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,8600,S,S,781,,,040,Osaka Branch,10A100020,Cash,8600,O,O,0,,,000,Common Department
961,1,2021-08,2021-08-04,42,Lunch expense 3 people Anonymized Store 038,10E200150,Entertainment Expenses,4650,S,S,422,,,020,Tokyo Branch,10A100020,Cash,4650,O,O,0,,,000,Common Department
968,1,2021-08,2021-08-05,133,Tax accountant fee,10E200600,Professional Fees,139710,S,S,12700,,,020,Tokyo Branch,10A100020,Ordinary Deposits,139710,O,O,0,20,ABC Bank Head Office,000,Common Department
963,1,2021-08,2021-08-05,19,Travel expense,10E201230,Travel and Transportation Expenses,10500,S,S,954,,,010,Sapporo Sales Office,10A100020,Cash,10500,O,O,0,,,000,Common Department
964,1,2021-08,2021-08-05,57,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,89700,S,S,8154,,,020,Tokyo Branch,10A100020,Cash,89700,O,O,0,,,000,Common Department
965,1,2021-08,2021-08-05,84,Voucher No. 276 dated 8/5 Anonymized Partner 070,10A100020,Ordinary Deposits,1401736,O,O,0,50,MNO Bank Kitakyushu Branch,000,Common Department,10A100090,Accounts Receivable,1401736,O,O,0,22,Anonymized Partner 070,000,Common Department
965,2,2021-08,2021-08-05,84,Voucher No. 276 dated 8/5 Anonymized Partner 070,10E200690,Service Fees,472,S,S,42,,,050,Kyushu Sales Office,10A100090,Accounts Receivable,472,O,O,0,22,Anonymized Partner 070,000,Common Department
966,1,2021-08,2021-08-05,85,Voucher No. 277 dated 8/5 Anonymized Partner 082,10A100020,Ordinary Deposits,1005992,O,O,0,20,ABC Bank Head Office,000,Common Department,10A100090,Accounts Receivable,1005992,O,O,0,26,Anonymized Partner 082,000,Common Department
966,2,2021-08,2021-08-05,85,Voucher No. 277 dated 8/5 Anonymized Partner 082,10E200690,Service Fees,472,S,S,42,,,020,Tokyo Branch,10A100090,Accounts Receivable,472,O,O,0,26,Anonymized Partner 082,000,Common Department
967,1,2021-08,2021-08-05,86,Voucher No. 278 dated 8/5 Anonymized Partner 025,10A100020,Ordinary Deposits,1184900,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department,10A100090,Accounts Receivable,1184900,O,O,0,27,Anonymized Partner 025,000,Common Department
970,1,2021-08,2021-08-06,106,Mid-year gift Anonymized Store 058,10E200150,Entertainment Expenses,36814,S,S,3346,,,040,Osaka Branch,10A100020,Cash,36814,O,O,0,,,000,Common Department
970,2,2021-08,2021-08-06,106,Mid-year gift Anonymized Store 089,10E200150,Entertainment Expenses,9750,S,S,886,,,040,Osaka Branch,10A100020,Cash,9750,O,O,0,,,000,Common Department
971,1,2021-08,2021-08-06,110,taxi expense,10E201230,Travel and Transportation Expenses,2290,S,S,208,,,040,Osaka Branch,10A100020,Cash,2290,O,O,0,,,000,Common Department
972,1,2021-08,2021-08-06,156,Business travel expense,10E201230,Travel and Transportation Expenses,2500,S,S,227,,,050,Kyushu Sales Office,10A100020,Cash,2500,O,O,0,,,000,Common Department
969,1,2021-08,2021-08-06,71,golf play expense 2 people,10E200150,Entertainment Expenses,24200,S,S,2200,,,010,Sapporo Sales Office,10A100020,Cash,24200,O,O,0,,,000,Common Department
973,1,2021-08,2021-08-07,10,Gasoline,10E201120,Vehicle Expenses,4224,S,S,384,,,010,Sapporo Sales Office,10A100020,Cash,4224,O,O,0,,,000,Common Department
974,1,2021-08,2021-08-07,21,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,69500,S,S,6318,,,010,Sapporo Sales Office,10A100020,Cash,69500,O,O,0,,,000,Common Department
975,1,2021-08,2021-08-07,22,Travel expense,10E201230,Travel and Transportation Expenses,50000,S,S,4545,,,010,Sapporo Sales Office,10A100020,Cash,50000,O,O,0,,,000,Common Department
976,1,2021-08,2021-08-07,58,Travel expense,10E201230,Travel and Transportation Expenses,70000,S,S,6363,,,020,Tokyo Branch,10A100020,Cash,70000,O,O,0,,,000,Common Department
977,1,2021-08,2021-08-08,149,Gift expense Anonymized Store 058,10E200150,Entertainment Expenses,10500,S,S,954,,,030,Nagoya Branch,10A100020,Cash,10500,O,O,0,,,000,Common Department
978,1,2021-08,2021-08-08,150,Mid-year gift Anonymized Partner 057,10E200150,Entertainment Expenses,75244,S,S,6840,,,050,Kyushu Sales Office,10A100020,Cash,75244,O,O,0,,,000,Common Department
983,1,2021-08,2021-08-09,112,Telephone expense,10E200180,Communication Expenses,182458,S,S,16587,,,040,Osaka Branch,10A100020,Ordinary Deposits,182458,O,O,0,40,JKL Bank Umeda Branch,000,Common Department
984,1,2021-08,2021-08-09,143,Inspection service fee,10E201120,Vehicle Expenses,31502,S,S,2863,,,040,Osaka Branch,10A100020,Cash,31502,O,O,0,,,000,Common Department
979,1,2021-08,2021-08-09,20,Travel expense,10E201230,Travel and Transportation Expenses,41000,S,S,3727,,,010,Sapporo Sales Office,10A100020,Cash,41000,O,O,0,,,000,Common Department
980,1,2021-08,2021-08-09,44,Gift expense Anonymized Partner 061,10E200150,Entertainment Expenses,2840,S,S,258,,,020,Tokyo Branch,10A100020,Cash,2840,O,O,0,,,000,Common Department
981,1,2021-08,2021-08-09,46,radar detector expense,10E201120,Vehicle Expenses,3298,S,S,299,,,020,Tokyo Branch,10A100020,Cash,3298,O,O,0,,,000,Common Department
981,2,2021-08,2021-08-09,46,Gasoline,10E201120,Vehicle Expenses,4207,S,S,382,,,020,Tokyo Branch,10A100020,Cash,4207,O,O,0,,,000,Common Department
982,1,2021-08,2021-08-09,76,Employee late-night meal,10E200140,Employee Welfare Expenses,35450,S,S,3222,,,020,Tokyo Branch,10B100630,Accounts Payable Other,35450,O,O,0,,,000,Common Department
998,1,2021-08,2021-08-10,129,Rent payment,10E200720,Rent Expenses,399000,S,S,36272,,,030,Nagoya Branch,10A100020,Ordinary Deposits,399000,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department
999,1,2021-08,2021-08-10,135,Note due date settlement Anonymized Partner 085,10B100030,Notes Payable,1379646,O,O,0,,,000,Common Department,10A100020,Checking Deposits,1379646,O,O,0,1,ABC Bank,000,Common Department
1000,1,2021-08,2021-08-10,148,Gasoline,10E201120,Vehicle Expenses,3942,S,S,358,,,050,Kyushu Sales Office,10A100020,Cash,3942,O,O,0,,,000,Common Department
1001,1,2021-08,2021-08-10,151,Meal expense Anonymized Store 003 2 people,10E200150,Entertainment Expenses,2876,S,S,261,,,040,Osaka Branch,10A100020,Cash,2876,O,O,0,,,000,Common Department
1002,1,2021-08,2021-08-10,152,Gift expense Anonymized Store 067,10E200150,Entertainment Expenses,3150,S,S,286,,,050,Kyushu Sales Office,10A100020,Cash,3150,O,O,0,,,000,Common Department
1003,1,2021-08,2021-08-10,162,Meeting Meal expense,10E201130,Meeting Expenses,24995,S,S,2272,,,020,Tokyo Branch,10A100020,Cash,24995,O,O,0,,,000,Common Department
