JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
2131,1,2022-01,2022-01-01,18,Travel expense,10E201230,Travel and Transportation Expenses,19500,S,S,1772,,,010,Sapporo Sales Office,10A100020,Cash,19500,O,O,0,,,000,Common Department
2132,1,2022-01,2022-01-02,19,Travel expense,10E201230,Travel and Transportation Expenses,11000,S,S,1000,,,010,Sapporo Sales Office,10A100020,Cash,11000,O,O,0,,,000,Common Department
2133,1,2022-01,2022-01-03,134,Paper,10E201110,Office Supplies Expenses,8400,S,S,763,,,040,Osaka Branch,10B100630,Accounts Payable Other,8400,O,O,0,,,000,Common Department
2135,1,2022-01,2022-01-04,116,lease fee,10E200730,Land and Building Rent,84000,S,S,7636,,,040,Osaka Branch,10A100020,Ordinary Deposits,84000,O,O,0,40,JKL Bank Umeda Branch,000,Common Department
2134,1,2022-01,2022-01-04,66,lease fee,10E200730,Land and Building Rent,209850,S,S,19077,,,020,Tokyo Branch,10A100020,Ordinary Deposits,209850,O,O,0,20,ABC Bank Head Office,000,Common Department
2139,1,2022-01,2022-01-05,143,Inspection service fee,10E201120,Vehicle Expenses,31200,S,S,2836,,,040,Osaka Branch,10A100020,Cash,31200,O,O,0,,,000,Common Department
2136,1,2022-01,2022-01-05,86,Voucher No. 406 dated 1/5 Anonymized Partner 070,10A100020,Ordinary Deposits,2036124,O,O,0,50,MNO Bank Kitakyushu Branch,000,Common Department,10A100090,Accounts Receivable,2036124,O,O,0,22,Anonymized Partner 070,000,Common Department
2136,2,2022-01,2022-01-05,86,Voucher No. 406 dated 1/5 Anonymized Partner 070,10E200690,Service Fees,472,S,S,42,,,050,Kyushu Sales Office,10A100090,Accounts Receivable,472,O,O,0,22,Anonymized Partner 070,000,Common Department
2137,1,2022-01,2022-01-05,87,Voucher No. 407 dated 1/5 Anonymized Partner 082,10A100020,Ordinary Deposits,2365540,O,O,0,20,ABC Bank Head Office,000,Common Department,10A100090,Accounts Receivable,2365540,O,O,0,26,Anonymized Partner 082,000,Common Department
2137,2,2022-01,2022-01-05,87,Voucher No. 407 dated 1/5 Anonymized Partner 082,10E200690,Service Fees,472,S,S,42,,,020,Tokyo Branch,10A100090,Accounts Receivable,472,O,O,0,26,Anonymized Partner 082,000,Common Department
2138,1,2022-01,2022-01-05,88,Voucher No. 408 dated 1/5 Anonymized Partner 025,10A100020,Ordinary Deposits,1655306,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department,10A100090,Accounts Receivable,1655306,O,O,0,27,Anonymized Partner 025,000,Common Department
2140,1,2022-01,2022-01-06,110,taxi expense,10E201230,Travel and Transportation Expenses,2290,S,S,208,,,040,Osaka Branch,10A100020,Cash,2290,O,O,0,,,000,Common Department
2141,1,2022-01,2022-01-06,123,Postage stamps,10E200180,Communication Expenses,8000,S,S,727,,,040,Osaka Branch,10A100020,Cash,8000,O,O,0,,,000,Common Department
2142,1,2022-01,2022-01-06,124,Revenue stamp,10E200210,Taxes and Dues,2000,O,O,0,,,040,Osaka Branch,10A100020,Cash,2000,O,O,0,,,000,Common Department
2147,1,2022-01,2022-01-07,102,Refreshments,10E200150,Entertainment Expenses,1050,S,S,95,,,040,Osaka Branch,10A100020,Cash,1050,O,O,0,,,000,Common Department
2148,1,2022-01,2022-01-07,106,New Year party fee 2 people,10E200150,Entertainment Expenses,20000,S,S,1818,,,040,Osaka Branch,10A100020,Cash,20000,O,O,0,,,000,Common Department
2149,1,2022-01,2022-01-07,133,Tax accountant fee,10E200600,Professional Fees,139710,S,S,12700,,,020,Tokyo Branch,10A100020,Ordinary Deposits,139710,O,O,0,20,ABC Bank Head Office,000,Common Department
2144,1,2022-01,2022-01-07,20,Travel expense,10E201230,Travel and Transportation Expenses,39000,S,S,3545,,,010,Sapporo Sales Office,10A100020,Cash,39000,O,O,0,,,000,Common Department
2145,1,2022-01,2022-01-07,21,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,69500,S,S,6318,,,010,Sapporo Sales Office,10A100020,Cash,69500,O,O,0,,,000,Common Department
