JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
5053,1,2022-05,2022-05-28,905053,"Receipt from Goketsu Co., Ltd.",10A100020,Cash and deposits,5724549,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,5724549,00,Out of scope,0,1,"Goketsu Co., Ltd.",,
5054,1,2022-05,2022-05-28,905054,Receipt from Aim Trading LLC,10A100020,Cash and deposits,1407648,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1407648,00,Out of scope,0,10,Aim Trading LLC,,
5055,1,2022-05,2022-05-28,905055,"Receipt from Saito Co., Ltd.",10A100020,Cash and deposits,1581860,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1581860,00,Out of scope,0,11,"Saito Co., Ltd.",,
5056,1,2022-05,2022-05-28,905056,Receipt from Momiji Department Store,10A100020,Cash and deposits,2901201,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2901201,00,Out of scope,0,12,Momiji Department Store,,
5057,1,2022-05,2022-05-28,905057,"Receipt from Abe Trading Co., Ltd.",10A100020,Cash and deposits,2940652,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2940652,00,Out of scope,0,13,"Abe Trading Co., Ltd.",,
5058,1,2022-05,2022-05-28,905058,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,2360032,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2360032,00,Out of scope,0,14,"Fujita Co., Ltd.",,
5059,1,2022-05,2022-05-28,905059,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,1690176,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1690176,00,Out of scope,0,14,"Fujita Co., Ltd.",,
5060,1,2022-05,2022-05-28,905060,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,2055400,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2055400,00,Out of scope,0,14,"Fujita Co., Ltd.",,
5061,1,2022-05,2022-05-28,905061,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,3056284,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,3056284,00,Out of scope,0,14,"Fujita Co., Ltd.",,
5062,1,2022-05,2022-05-28,905062,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,2722880,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2722880,00,Out of scope,0,14,"Fujita Co., Ltd.",,
5063,1,2022-05,2022-05-28,905063,"Receipt from Minami Co., Ltd.",10A100020,Cash and deposits,2097864,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2097864,00,Out of scope,0,19,"Minami Co., Ltd.",,
5064,1,2022-05,2022-05-28,905064,Receipt from Imai Department Store,10A100020,Cash and deposits,8251179,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,8251179,00,Out of scope,0,2,Imai Department Store,,
5065,1,2022-05,2022-05-28,905065,"Receipt from Kujou Trading Co., Ltd.",10A100020,Cash and deposits,1403080,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1403080,00,Out of scope,0,20,"Kujou Trading Co., Ltd.",,
5066,1,2022-05,2022-05-28,905066,Receipt from Takada LLC,10A100020,Cash and deposits,1433744,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1433744,00,Out of scope,0,21,Takada LLC,,
5067,1,2022-05,2022-05-28,905067,"Receipt from Watanabe Industries Co., Ltd.",10A100020,Cash and deposits,2617248,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2617248,00,Out of scope,0,22,"Watanabe Industries Co., Ltd.",,
5068,1,2022-05,2022-05-28,905068,"Receipt from Kamata Shoten Co., Ltd.",10A100020,Cash and deposits,1008640,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1008640,00,Out of scope,0,23,"Kamata Shoten Co., Ltd.",,
5069,1,2022-05,2022-05-28,905069,"Receipt from Hatakeyama Trading Co., Ltd.",10A100020,Cash and deposits,3907856,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,3907856,00,Out of scope,0,24,"Hatakeyama Trading Co., Ltd.",,
5070,1,2022-05,2022-05-28,905070,"Receipt from Kobayashi Market Co., Ltd.",10A100020,Cash and deposits,2708884,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2708884,00,Out of scope,0,25,"Kobayashi Market Co., Ltd.",,
5071,1,2022-05,2022-05-28,905071,"Receipt from Sasaki Sales Co., Ltd.",10A100020,Cash and deposits,2699820,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2699820,00,Out of scope,0,26,"Sasaki Sales Co., Ltd.",,
5072,1,2022-05,2022-05-28,905072,"Receipt from Iwashita Trading Co., Ltd.",10A100020,Cash and deposits,1331520,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1331520,00,Out of scope,0,27,"Iwashita Trading Co., Ltd.",,
5073,1,2022-05,2022-05-28,905073,Receipt from Kameda Department Store,10A100020,Cash and deposits,4383630,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,4383630,00,Out of scope,0,28,Kameda Department Store,,
5074,1,2022-05,2022-05-28,905074,"Receipt from Chiyo Service Co., Ltd.",10A100020,Cash and deposits,1721354,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1721354,00,Out of scope,0,29,"Chiyo Service Co., Ltd.",,
5075,1,2022-05,2022-05-28,905075,"Receipt from Check Co., Ltd.",10A100020,Cash and deposits,919254,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,919254,00,Out of scope,0,3,"Check Co., Ltd.",,
5076,1,2022-05,2022-05-28,905076,"Receipt from YAG Co., Ltd.",10A100020,Cash and deposits,2358524,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2358524,00,Out of scope,0,30,"YAG Co., Ltd.",,
5077,1,2022-05,2022-05-28,905077,Receipt from Mark Market,10A100020,Cash and deposits,3647192,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,3647192,00,Out of scope,0,4,Mark Market,,
5078,1,2022-05,2022-05-28,905078,"Receipt from ABC Co., Ltd.",10A100020,Cash and deposits,1825556,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1825556,00,Out of scope,0,5,"ABC Co., Ltd.",,
5079,1,2022-05,2022-05-28,905079,"Receipt from Entry Co., Ltd.",10A100020,Cash and deposits,871860,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,871860,00,Out of scope,0,6,"Entry Co., Ltd.",,
5080,1,2022-05,2022-05-28,905080,"Receipt from Comprehensive Management Co., Ltd.",10A100020,Cash and deposits,758914,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,758914,00,Out of scope,0,7,"Comprehensive Management Co., Ltd.",,
5081,1,2022-05,2022-05-28,905081,"Receipt from Tower Co., Ltd.",10A100020,Cash and deposits,754741,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,754741,00,Out of scope,0,8,"Tower Co., Ltd.",,
5082,1,2022-05,2022-05-28,905082,"Receipt from Takahashi Trading Co., Ltd.",10A100020,Cash and deposits,3304738,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,3304738,00,Out of scope,0,9,"Takahashi Trading Co., Ltd.",,
5083,1,2022-05,2022-05-28,905083,"Payment to Y2 Co., Ltd.",10B100040,Accounts payable - trade,7758109,00,Out of scope,0,1,"Y2 Co., Ltd.",,,10A100020,Cash and deposits,7758109,00,Out of scope,0,20,Mizuho Head Office,,
5084,1,2022-05,2022-05-28,905084,"Payment to Suzuki Sales Co., Ltd.",10B100040,Accounts payable - trade,3725251,00,Out of scope,0,10,"Suzuki Sales Co., Ltd.",,,10A100020,Cash and deposits,3725251,00,Out of scope,0,20,Mizuho Head Office,,
5085,1,2022-05,2022-05-28,905085,"Payment to Matsumura Co., Ltd.",10B100040,Accounts payable - trade,5736237,00,Out of scope,0,11,"Matsumura Co., Ltd.",,,10A100020,Cash and deposits,5736237,00,Out of scope,0,20,Mizuho Head Office,,
5086,1,2022-05,2022-05-28,905086,"Payment to Arie Co., Ltd.",10B100040,Accounts payable - trade,371183,00,Out of scope,0,12,"Arie Co., Ltd.",,,10A100020,Cash and deposits,371183,00,Out of scope,0,20,Mizuho Head Office,,
5087,1,2022-05,2022-05-28,905087,"Payment to Nakamura Industries Co., Ltd.",10B100040,Accounts payable - trade,1604983,00,Out of scope,0,13,"Nakamura Industries Co., Ltd.",,,10A100020,Cash and deposits,1604983,00,Out of scope,0,20,Mizuho Head Office,,
5088,1,2022-05,2022-05-28,905088,Payment to West LLC,10B100040,Accounts payable - trade,3306604,00,Out of scope,0,14,West LLC,,,10A100020,Cash and deposits,3306604,00,Out of scope,0,20,Mizuho Head Office,,
5089,1,2022-05,2022-05-28,905089,"Payment to Hanamaru Trading Co., Ltd.",10B100040,Accounts payable - trade,1591695,00,Out of scope,0,15,"Hanamaru Trading Co., Ltd.",,,10A100020,Cash and deposits,1591695,00,Out of scope,0,20,Mizuho Head Office,,
5090,1,2022-05,2022-05-28,905090,"Payment to Pole Co., Ltd.",10B100040,Accounts payable - trade,161481,00,Out of scope,0,2,"Pole Co., Ltd.",,,10A100020,Cash and deposits,161481,00,Out of scope,0,20,Mizuho Head Office,,
5091,1,2022-05,2022-05-28,905091,"Payment to Pole Co., Ltd.",10B100040,Accounts payable - trade,708722,00,Out of scope,0,2,"Pole Co., Ltd.",,,10A100020,Cash and deposits,708722,00,Out of scope,0,20,Mizuho Head Office,,
5092,1,2022-05,2022-05-28,905092,"Payment to Pole Co., Ltd.",10B100040,Accounts payable - trade,320719,00,Out of scope,0,2,"Pole Co., Ltd.",,,10A100020,Cash and deposits,320719,00,Out of scope,0,20,Mizuho Head Office,,
5093,1,2022-05,2022-05-28,905093,"Payment to Pole Co., Ltd.",10B100040,Accounts payable - trade,619008,00,Out of scope,0,2,"Pole Co., Ltd.",,,10A100020,Cash and deposits,619008,00,Out of scope,0,20,Mizuho Head Office,,
5094,1,2022-05,2022-05-28,905094,"Payment to Pole Co., Ltd.",10B100040,Accounts payable - trade,217551,00,Out of scope,0,2,"Pole Co., Ltd.",,,10A100020,Cash and deposits,217551,00,Out of scope,0,20,Mizuho Head Office,,
5095,1,2022-05,2022-05-28,905095,"Payment to Check Co., Ltd.",10B100040,Accounts payable - trade,3861324,00,Out of scope,0,3,"Check Co., Ltd.",,,10A100020,Cash and deposits,3861324,00,Out of scope,0,20,Mizuho Head Office,,
5096,1,2022-05,2022-05-28,905096,"Payment to Attach Co., Ltd.",10B100040,Accounts payable - trade,1057191,00,Out of scope,0,4,"Attach Co., Ltd.",,,10A100020,Cash and deposits,1057191,00,Out of scope,0,20,Mizuho Head Office,,
5097,1,2022-05,2022-05-28,905097,"Payment to Kofujimaru Co., Ltd.",10B100040,Accounts payable - trade,4402685,00,Out of scope,0,5,"Kofujimaru Co., Ltd.",,,10A100020,Cash and deposits,4402685,00,Out of scope,0,20,Mizuho Head Office,,
5098,1,2022-05,2022-05-28,905098,"Payment to Hanada Co., Ltd.",10B100040,Accounts payable - trade,4615320,00,Out of scope,0,6,"Hanada Co., Ltd.",,,10A100020,Cash and deposits,4615320,00,Out of scope,0,20,Mizuho Head Office,,
5099,1,2022-05,2022-05-28,905099,"Payment to Sunset Co., Ltd.",10B100040,Accounts payable - trade,4231805,00,Out of scope,0,7,"Sunset Co., Ltd.",,,10A100020,Cash and deposits,4231805,00,Out of scope,0,20,Mizuho Head Office,,
5100,1,2022-05,2022-05-28,905100,"Payment to Yamashita Co., Ltd.",10B100040,Accounts payable - trade,102816,00,Out of scope,0,8,"Yamashita Co., Ltd.",,,10A100020,Cash and deposits,102816,00,Out of scope,0,20,Mizuho Head Office,,
5101,1,2022-05,2022-05-28,905101,"Payment to Yamashita Co., Ltd.",10B100040,Accounts payable - trade,46267,00,Out of scope,0,8,"Yamashita Co., Ltd.",,,10A100020,Cash and deposits,46267,00,Out of scope,0,20,Mizuho Head Office,,
5102,1,2022-05,2022-05-28,905102,"Payment to Yamashita Co., Ltd.",10B100040,Accounts payable - trade,102816,00,Out of scope,0,8,"Yamashita Co., Ltd.",,,10A100020,Cash and deposits,102816,00,Out of scope,0,20,Mizuho Head Office,,
5103,1,2022-05,2022-05-28,905103,"Payment to Yamashita Co., Ltd.",10B100040,Accounts payable - trade,154224,00,Out of scope,0,8,"Yamashita Co., Ltd.",,,10A100020,Cash and deposits,154224,00,Out of scope,0,20,Mizuho Head Office,,
5104,1,2022-05,2022-05-28,905104,"Payment to Yamashita Co., Ltd.",10B100040,Accounts payable - trade,102816,00,Out of scope,0,8,"Yamashita Co., Ltd.",,,10A100020,Cash and deposits,102816,00,Out of scope,0,20,Mizuho Head Office,,
5105,1,2022-05,2022-05-28,905105,"Payment to Saito Industries Co., Ltd.",10B100040,Accounts payable - trade,2437314,00,Out of scope,0,9,"Saito Industries Co., Ltd.",,,10A100020,Cash and deposits,2437314,00,Out of scope,0,20,Mizuho Head Office,,
