JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
1887,1,2021-12,2021-12-01,10,Car wash expense,10E201120,Vehicle Expenses,3000,S,S,272,,,010,Sapporo Sales Office,10A100020,Cash,3000,O,O,0,,,000,Common Department
1891,1,2021-12,2021-12-01,143,Inspection service fee,10E201120,Vehicle Expenses,29400,S,S,2672,,,040,Osaka Branch,10A100020,Cash,29400,O,O,0,,,000,Common Department
1888,1,2021-12,2021-12-01,18,Travel expense,10E201230,Travel and Transportation Expenses,29500,S,S,2681,,,010,Sapporo Sales Office,10A100020,Cash,29500,O,O,0,,,000,Common Department
1889,1,2021-12,2021-12-01,56,Travel expense,10E201230,Travel and Transportation Expenses,653500,S,S,59409,,,020,Tokyo Branch,10A100020,Cash,653500,O,O,0,,,000,Common Department
1889,2,2021-12,2021-12-01,56,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,32675,S,S,2970,,,020,Tokyo Branch,10A100020,Cash,32675,O,O,0,,,000,Common Department
1890,1,2021-12,2021-12-01,85,Travel expense,10E201230,Travel and Transportation Expenses,19800,S,S,1800,,,030,Nagoya Branch,10A100020,Cash,19800,O,O,0,,,000,Common Department
1892,1,2021-12,2021-12-02,19,Travel expense,10E201230,Travel and Transportation Expenses,22000,S,S,2000,,,010,Sapporo Sales Office,10A100020,Cash,22000,O,O,0,,,000,Common Department
1893,1,2021-12,2021-12-03,134,Paper,10E201110,Office Supplies Expenses,14600,S,S,1327,,,030,Nagoya Branch,10A100020,Cash,14600,O,O,0,,,000,Common Department
1894,1,2021-12,2021-12-03,147,Gasoline,10E201120,Vehicle Expenses,6240,S,S,567,,,050,Kyushu Sales Office,10B100630,Accounts Payable Other,6240,O,O,0,,,000,Common Department
1895,1,2021-12,2021-12-04,41,Year-end gift Anonymized Store 058,10E200150,Entertainment Expenses,69191,S,S,6290,,,020,Tokyo Branch,10A100020,Cash,69191,O,O,0,,,000,Common Department
