JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
5000,1,2022-04,2022-04-28,905000,"Receipt from Goketsu Co., Ltd.",10A100020,Cash and deposits,1608844,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1608844,00,Out of scope,0,1,"Goketsu Co., Ltd.",,
5001,1,2022-04,2022-04-28,905001,Receipt from Aim Trading LLC,10A100020,Cash and deposits,140000,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,140000,00,Out of scope,0,10,Aim Trading LLC,,
5002,1,2022-04,2022-04-28,905002,"Receipt from Saito Co., Ltd.",10A100020,Cash and deposits,806985,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,806985,00,Out of scope,0,11,"Saito Co., Ltd.",,
5003,1,2022-04,2022-04-28,905003,Receipt from Momiji Department Store,10A100020,Cash and deposits,7423367,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,7423367,00,Out of scope,0,12,Momiji Department Store,,
5004,1,2022-04,2022-04-28,905004,"Receipt from Abe Trading Co., Ltd.",10A100020,Cash and deposits,1024020,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1024020,00,Out of scope,0,13,"Abe Trading Co., Ltd.",,
5005,1,2022-04,2022-04-28,905005,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,1492021,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1492021,00,Out of scope,0,14,"Fujita Co., Ltd.",,
5006,1,2022-04,2022-04-28,905006,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,1540024,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1540024,00,Out of scope,0,14,"Fujita Co., Ltd.",,
5007,1,2022-04,2022-04-28,905007,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,1256285,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1256285,00,Out of scope,0,14,"Fujita Co., Ltd.",,
5008,1,2022-04,2022-04-28,905008,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,2468352,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,2468352,00,Out of scope,0,14,"Fujita Co., Ltd.",,
5009,1,2022-04,2022-04-28,905009,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,1202181,00,Out of scope,0,20,Mizuho Head Office,,,10A100090,Accounts receivable - trade,1202181,00,Out of scope,0,14,"Fujita Co., Ltd.",,
