JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
249,1,2021-05,2021-05-01,148,Uniform expense,10E200140,Employee Welfare Expenses,53500,S,S,4863,,,010,Sapporo Sales Office,10B100630,Accounts Payable Other,53500,O,O,0,,,000,Common Department
248,1,2021-05,2021-05-01,18,Travel expense,10E201230,Travel and Transportation Expenses,24800,S,S,2254,,,010,Sapporo Sales Office,10A100020,Cash,24800,O,O,0,,,000,Common Department
250,1,2021-05,2021-05-02,122,Certificate issuance fee,10E200180,Communication Expenses,1050,S,S,95,,,020,Tokyo Branch,10A100020,Cash,1050,O,O,0,,,000,Common Department
251,1,2021-05,2021-05-02,124,Revenue stamp,10E200210,Taxes and Dues,6000,O,O,0,,,010,Sapporo Sales Office,10A100020,Cash,6000,O,O,0,,,000,Common Department
252,1,2021-05,2021-05-02,149,Uniform expense,10E200140,Employee Welfare Expenses,70325,S,S,6393,,,030,Nagoya Branch,10B100630,Accounts Payable Other,70325,O,O,0,,,000,Common Department
253,1,2021-05,2021-05-03,10,Gasoline,10E201120,Vehicle Expenses,3642,S,S,331,,,010,Sapporo Sales Office,10A100020,Cash,3642,O,O,0,,,000,Common Department
254,1,2021-05,2021-05-03,19,Travel expense,10E201230,Travel and Transportation Expenses,15000,S,S,1363,,,010,Sapporo Sales Office,10A100020,Cash,15000,O,O,0,,,000,Common Department
260,1,2021-05,2021-05-05,139,Uniform expense,10E200140,Employee Welfare Expenses,55630,S,S,5057,,,050,Kyushu Sales Office,10B100630,Accounts Payable Other,55630,O,O,0,,,000,Common Department
255,1,2021-05,2021-05-05,56,Travel expense,10E201230,Travel and Transportation Expenses,41500,S,S,3772,,,020,Tokyo Branch,10A100020,Cash,41500,O,O,0,,,000,Common Department
256,1,2021-05,2021-05-05,80,taxi expense,10E201230,Travel and Transportation Expenses,9500,S,S,863,,,030,Nagoya Branch,10A100020,Cash,9500,O,O,0,,,000,Common Department
257,1,2021-05,2021-05-05,89,Voucher No. 207 dated 5/5 Anonymized Partner 070,10A100020,Ordinary Deposits,1040992,O,O,0,50,MNO Bank Kitakyushu Branch,000,Common Department,10A100090,Accounts Receivable,1040992,O,O,0,22,Anonymized Partner 070,000,Common Department
257,2,2021-05,2021-05-05,89,Voucher No. 207 dated 5/5 Anonymized Partner 070,10E200690,Service Fees,472,S,S,42,,,050,Kyushu Sales Office,10A100090,Accounts Receivable,472,O,O,0,22,Anonymized Partner 070,000,Common Department
258,1,2021-05,2021-05-05,90,Voucher No. 208 dated 5/5 Anonymized Partner 082,10A100020,Ordinary Deposits,975874,O,O,0,20,ABC Bank Head Office,000,Common Department,10A100090,Accounts Receivable,975874,O,O,0,26,Anonymized Partner 082,000,Common Department
258,2,2021-05,2021-05-05,90,Voucher No. 208 dated 5/5 Anonymized Partner 082,10E200690,Service Fees,630,S,S,57,,,020,Tokyo Branch,10A100090,Accounts Receivable,630,O,O,0,26,Anonymized Partner 082,000,Common Department
259,1,2021-05,2021-05-05,91,Voucher No. 209 dated 5/5 Anonymized Partner 025,10A100020,Ordinary Deposits,883909,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department,10A100090,Accounts Receivable,883909,O,O,0,27,Anonymized Partner 025,000,Common Department
263,1,2021-05,2021-05-06,106,Meal expense,10E200150,Entertainment Expenses,14352,S,S,1304,,,040,Osaka Branch,10A100020,Cash,14352,O,O,0,,,000,Common Department
264,1,2021-05,2021-05-06,110,taxi expense,10E201230,Travel and Transportation Expenses,3290,S,S,299,,,040,Osaka Branch,10A100020,Cash,3290,O,O,0,,,000,Common Department
265,1,2021-05,2021-05-06,133,Tax accountant fee,10E200600,Professional Fees,139710,S,S,12700,,,020,Tokyo Branch,10A100020,Ordinary Deposits,139710,O,O,0,20,ABC Bank Head Office,000,Common Department
261,1,2021-05,2021-05-06,20,Travel expense,10E201230,Travel and Transportation Expenses,41000,S,S,3727,,,010,Sapporo Sales Office,10A100020,Cash,41000,O,O,0,,,000,Common Department
262,1,2021-05,2021-05-06,42,Meal expense Anonymized Partner 057 2 people,10E200150,Entertainment Expenses,16650,S,S,1513,,,020,Tokyo Branch,10A100020,Cash,16650,O,O,0,,,000,Common Department
271,1,2021-05,2021-05-07,102,Refreshments,10E200150,Entertainment Expenses,1050,S,S,95,,,040,Osaka Branch,10A100020,Cash,1050,O,O,0,,,000,Common Department
272,1,2021-05,2021-05-07,158,Business travel expense,10E201230,Travel and Transportation Expenses,10300,S,S,936,,,040,Osaka Branch,10A100020,Cash,10300,O,O,0,,,000,Common Department
266,1,2021-05,2021-05-07,22,Travel expense,10E201230,Travel and Transportation Expenses,50000,S,S,4545,,,010,Sapporo Sales Office,10A100020,Cash,50000,O,O,0,,,000,Common Department
