JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
2599,1,2022-03,2022-03-01,66,tissues and others,10E201270,Miscellaneous Expenses,4298,S,S,390,,,010,Sapporo Sales Office,10A100020,Cash,4298,O,O,0,,,000,Common Department
2600,1,2022-03,2022-03-02,164,office supplies,10E201110,Office Supplies Expenses,7350,S,S,668,,,050,Kyushu Sales Office,10A100020,Cash,7350,O,O,0,,,000,Common Department
2604,1,2022-03,2022-03-03,134,Paper,10E201110,Office Supplies Expenses,31500,S,S,2863,,,020,Tokyo Branch,10B100630,Accounts Payable Other,31500,O,O,0,,,000,Common Department
2605,1,2022-03,2022-03-03,142,Expressway toll,10E201120,Vehicle Expenses,220,S,S,20,,,040,Osaka Branch,10A100020,Cash,220,O,O,0,,,000,Common Department
2605,2,2022-03,2022-03-03,142,Gasoline,10E201120,Vehicle Expenses,3338,S,S,303,,,040,Osaka Branch,10A100020,Cash,3338,O,O,0,,,000,Common Department
2605,3,2022-03,2022-03-03,142,Expressway toll,10E201120,Vehicle Expenses,5228,S,S,475,,,040,Osaka Branch,10A100020,Cash,5228,O,O,0,,,000,Common Department
2605,4,2022-03,2022-03-03,142,Expressway toll,10E201120,Vehicle Expenses,2461,S,S,223,,,040,Osaka Branch,10A100020,Cash,2461,O,O,0,,,000,Common Department
2605,5,2022-03,2022-03-03,142,Expressway toll,10E201120,Vehicle Expenses,3373,S,S,306,,,040,Osaka Branch,10A100020,Cash,3373,O,O,0,,,000,Common Department
2605,6,2022-03,2022-03-03,142,Expressway toll,10E201120,Vehicle Expenses,8105,S,S,736,,,040,Osaka Branch,10A100020,Cash,8105,O,O,0,,,000,Common Department
2601,1,2022-03,2022-03-03,19,Travel expense,10E201230,Travel and Transportation Expenses,38400,S,S,3490,,,010,Sapporo Sales Office,10A100020,Cash,38400,O,O,0,,,000,Common Department
2602,1,2022-03,2022-03-03,41,Wedding reception fee,10E200150,Entertainment Expenses,14286,S,S,1298,,,020,Tokyo Branch,10A100020,Cash,14286,O,O,0,,,000,Common Department
2602,2,2022-03,2022-03-03,41,Gift money,10E200150,Entertainment Expenses,9524,S,S,865,,,020,Tokyo Branch,10A100020,Cash,9524,O,O,0,,,000,Common Department
2603,1,2022-03,2022-03-03,56,Travel expense,10E201230,Travel and Transportation Expenses,42640,S,S,3876,,,020,Tokyo Branch,10A100020,Cash,42640,O,O,0,,,000,Common Department
2612,1,2022-03,2022-03-05,133,Tax accountant fee,10E200600,Professional Fees,139710,S,S,12700,,,020,Tokyo Branch,10A100020,Ordinary Deposits,139710,O,O,0,20,ABC Bank Head Office,000,Common Department
2606,1,2022-03,2022-03-05,42,Meal expense Anonymized Store 030 2 people,10E200150,Entertainment Expenses,4510,S,S,410,,,020,Tokyo Branch,10A100020,Cash,4510,O,O,0,,,000,Common Department
