JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
1652,1,2021-11,2021-11-01,165,Tea expense and others,10E201270,Miscellaneous Expenses,3756,S,S,341,,,050,Kyushu Sales Office,10A100020,Cash,3756,O,O,0,,,000,Common Department
1650,1,2021-11,2021-11-01,18,Travel expense,10E201230,Travel and Transportation Expenses,21000,S,S,1909,,,010,Sapporo Sales Office,10A100020,Cash,21000,O,O,0,,,000,Common Department
1651,1,2021-11,2021-11-01,75,Gasoline,10E201120,Vehicle Expenses,6151,S,S,559,,,050,Kyushu Sales Office,10A100020,Cash,6151,O,O,0,,,000,Common Department
1651,2,2021-11,2021-11-01,75,Windshield washer fluid expense,10E201120,Vehicle Expenses,475,S,S,43,,,050,Kyushu Sales Office,10A100020,Cash,475,O,O,0,,,000,Common Department
1653,1,2021-11,2021-11-02,149,Meal expense Anonymized Store 064 2 people,10E200150,Entertainment Expenses,7758,S,S,705,,,030,Nagoya Branch,10A100020,Cash,7758,O,O,0,,,000,Common Department
1653,2,2021-11,2021-11-02,149,Meal expense Anonymized Store 020,10E200150,Entertainment Expenses,11874,S,S,1079,,,030,Nagoya Branch,10A100020,Cash,11874,O,O,0,,,000,Common Department
1655,1,2021-11,2021-11-03,134,Paper,10E201110,Office Supplies Expenses,9600,S,S,872,,,020,Tokyo Branch,10A100020,Cash,9600,O,O,0,,,000,Common Department
1654,1,2021-11,2021-11-03,41,Meal expense Anonymized Store 030 2 people,10E200150,Entertainment Expenses,3540,S,S,321,,,020,Tokyo Branch,10A100020,Cash,3540,O,O,0,,,000,Common Department
1656,1,2021-11,2021-11-04,67,Tea expense and others,10E201270,Miscellaneous Expenses,2234,S,S,203,,,010,Sapporo Sales Office,10A100020,Cash,2234,O,O,0,,,000,Common Department
1657,1,2021-11,2021-11-04,68,tissues expense and others,10E201270,Miscellaneous Expenses,3025,S,S,275,,,040,Osaka Branch,10A100020,Cash,3025,O,O,0,,,000,Common Department
1666,1,2021-11,2021-11-05,102,Condolence gift,10E200150,Entertainment Expenses,10000,S,S,909,,,040,Osaka Branch,10A100020,Cash,10000,O,O,0,,,000,Common Department
1667,1,2021-11,2021-11-05,133,Tax accountant fee,10E200600,Professional Fees,139710,S,S,12700,,,020,Tokyo Branch,10A100020,Ordinary Deposits,139710,O,O,0,20,ABC Bank Head Office,000,Common Department
1668,1,2021-11,2021-11-05,143,Inspection service fee,10E201120,Vehicle Expenses,31350,S,S,2850,,,040,Osaka Branch,10A100020,Cash,31350,O,O,0,,,000,Common Department
1658,1,2021-11,2021-11-05,19,Travel expense,10E201230,Travel and Transportation Expenses,9800,S,S,890,,,010,Sapporo Sales Office,10A100020,Cash,9800,O,O,0,,,000,Common Department
1659,1,2021-11,2021-11-05,42,Cof fee expense 3 people,10E200150,Entertainment Expenses,1890,S,S,171,,,020,Tokyo Branch,10A100020,Cash,1890,O,O,0,,,000,Common Department
1660,1,2021-11,2021-11-05,50,Expressway toll,10E201120,Vehicle Expenses,3800,S,S,345,,,020,Tokyo Branch,10A100020,Cash,3800,O,O,0,,,000,Common Department
1661,1,2021-11,2021-11-05,56,Travel expense,10E201230,Travel and Transportation Expenses,10230,S,S,930,,,020,Tokyo Branch,10A100020,Cash,10230,O,O,0,,,000,Common Department
1662,1,2021-11,2021-11-05,79,Prize expense,10E200140,Employee Welfare Expenses,29871,S,S,2715,,,030,Nagoya Branch,10A100020,Cash,29871,O,O,0,,,000,Common Department
1663,1,2021-11,2021-11-05,84,Voucher No. 353 dated 11/5 Anonymized Partner 070,10A100020,Ordinary Deposits,923208,O,O,0,50,MNO Bank Kitakyushu Branch,000,Common Department,10A100090,Accounts Receivable,923208,O,O,0,22,Anonymized Partner 070,000,Common Department
1663,2,2021-11,2021-11-05,84,Voucher No. 353 dated 11/5 Anonymized Partner 070,10E200690,Service Fees,472,S,S,42,,,050,Kyushu Sales Office,10A100090,Accounts Receivable,472,O,O,0,22,Anonymized Partner 070,000,Common Department
1664,1,2021-11,2021-11-05,85,Voucher No. 354 dated 11/5 Anonymized Partner 082,10A100020,Ordinary Deposits,1018352,O,O,0,20,ABC Bank Head Office,000,Common Department,10A100090,Accounts Receivable,1018352,O,O,0,26,Anonymized Partner 082,000,Common Department
1664,2,2021-11,2021-11-05,85,Voucher No. 354 dated 11/5 Anonymized Partner 082,10E200690,Service Fees,472,S,S,42,,,020,Tokyo Branch,10A100090,Accounts Receivable,472,O,O,0,26,Anonymized Partner 082,000,Common Department
1665,1,2021-11,2021-11-05,86,Voucher No. 355 dated 11/5 Anonymized Partner 025,10A100020,Ordinary Deposits,814613,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department,10A100090,Accounts Receivable,814613,O,O,0,27,Anonymized Partner 025,000,Common Department
1669,1,2021-11,2021-11-06,10,Gasoline,10E201120,Vehicle Expenses,4224,S,S,384,,,010,Sapporo Sales Office,10A100020,Cash,4224,O,O,0,,,000,Common Department
1671,1,2021-11,2021-11-06,110,taxi expense,10E201230,Travel and Transportation Expenses,2290,S,S,208,,,040,Osaka Branch,10A100020,Cash,2290,O,O,0,,,000,Common Department
1670,1,2021-11,2021-11-06,16,snow wiper blade expense,10E201120,Vehicle Expenses,8000,S,S,727,,,010,Sapporo Sales Office,10A100020,Cash,8000,O,O,0,,,000,Common Department
1672,1,2021-11,2021-11-07,20,Travel expense,10E201230,Travel and Transportation Expenses,39000,S,S,3545,,,010,Sapporo Sales Office,10A100020,Cash,39000,O,O,0,,,000,Common Department
1673,1,2021-11,2021-11-07,21,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,69500,S,S,6318,,,010,Sapporo Sales Office,10A100020,Cash,69500,O,O,0,,,000,Common Department
1674,1,2021-11,2021-11-07,22,Travel expense,10E201230,Travel and Transportation Expenses,50000,S,S,4545,,,010,Sapporo Sales Office,10A100020,Cash,50000,O,O,0,,,000,Common Department
1675,1,2021-11,2021-11-07,58,Travel expense,10E201230,Travel and Transportation Expenses,70000,S,S,6363,,,020,Tokyo Branch,10A100020,Cash,70000,O,O,0,,,000,Common Department
1676,1,2021-11,2021-11-08,32,office supplies expense,10E201110,Office Supplies Expenses,1580,S,S,143,,,010,Sapporo Sales Office,10B100630,Accounts Payable Other,1580,O,O,0,,,000,Common Department
1677,1,2021-11,2021-11-08,43,Cof fee expense 2 people,10E200150,Entertainment Expenses,1575,S,S,143,,,020,Tokyo Branch,10A100020,Cash,1575,O,O,0,,,000,Common Department
1678,1,2021-11,2021-11-08,44,Gift expense Anonymized Partner 057,10E200150,Entertainment Expenses,3150,S,S,286,,,020,Tokyo Branch,10A100020,Cash,3150,O,O,0,,,000,Common Department
1679,1,2021-11,2021-11-08,78,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,9800,S,S,890,,,030,Nagoya Branch,10A100020,Cash,9800,O,O,0,,,000,Common Department
1682,1,2021-11,2021-11-09,139,Employee late-night meal,10E200140,Employee Welfare Expenses,31050,S,S,2822,,,040,Osaka Branch,10B100630,Accounts Payable Other,31050,O,O,0,,,000,Common Department
1683,1,2021-11,2021-11-09,144,Gasoline,10E201120,Vehicle Expenses,6116,S,S,556,,,040,Osaka Branch,10A100020,Cash,6116,O,O,0,,,000,Common Department
1683,2,2021-11,2021-11-09,144,Parking fee,10E201120,Vehicle Expenses,2516,S,S,228,,,040,Osaka Branch,10A100020,Cash,2516,O,O,0,,,000,Common Department
1683,3,2021-11,2021-11-09,144,Expressway toll,10E201120,Vehicle Expenses,5833,S,S,530,,,040,Osaka Branch,10A100020,Cash,5833,O,O,0,,,000,Common Department
1684,1,2021-11,2021-11-09,151,Meal expense Anonymized Store 063 6 people,10E200150,Entertainment Expenses,25220,S,S,2292,,,040,Osaka Branch,10A100020,Cash,25220,O,O,0,,,000,Common Department
1684,2,2021-11,2021-11-09,151,Meal expense Anonymized Store 035 6 people,10E200150,Entertainment Expenses,31858,S,S,2896,,,040,Osaka Branch,10A100020,Cash,31858,O,O,0,,,000,Common Department
1680,1,2021-11,2021-11-09,7,Condolence gift,10E200150,Entertainment Expenses,10000,S,S,909,,,010,Sapporo Sales Office,10A100020,Cash,10000,O,O,0,,,000,Common Department
1681,1,2021-11,2021-11-09,85,Telephone expense,10E200180,Communication Expenses,63902,S,S,5809,,,030,Nagoya Branch,10A100020,Ordinary Deposits,63902,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department
1697,1,2021-11,2021-11-10,129,Rent payment,10E200720,Rent Expenses,399000,S,S,36272,,,030,Nagoya Branch,10A100020,Ordinary Deposits,399000,O,O,0,30,GHI Bank Nagoya Branch,000,Common Department
1698,1,2021-11,2021-11-10,136,Note due date settlement Anonymized Partner 085,10B100030,Notes Payable,2921549,O,O,0,,,000,Common Department,10A100020,Checking Deposits,2921549,O,O,0,1,ABC Bank,000,Common Department
1699,1,2021-11,2021-11-10,141,Anonymized Railway Company A expense,10E201230,Travel and Transportation Expenses,12000,S,S,1090,,,040,Osaka Branch,10A100020,Cash,12000,O,O,0,,,000,Common Department
