JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
4002,1,2021-03,2021-03-28,904002,Sales invoice,10A100090,Accounts receivable - trade,4442938,00,Out of scope,0,1,"Goketsu Co., Ltd.",,,10D100102,Sales from traditional transactions,4442938,00,Out of scope,0,,,,
4003,1,2021-03,2021-03-28,904003,Sales invoice,10A100090,Accounts receivable - trade,1985,00,Out of scope,0,1,"Goketsu Co., Ltd.",,,10D100102,Sales from traditional transactions,1985,00,Out of scope,0,,,,
4004,1,2021-03,2021-03-28,904004,Sales invoice,10A100090,Accounts receivable - trade,58972,00,Out of scope,0,1,"Goketsu Co., Ltd.",,,10D100102,Sales from traditional transactions,58972,00,Out of scope,0,,,,
4006,1,2021-03,2021-03-28,904006,Sales invoice,10A100090,Accounts receivable - trade,9248822,00,Out of scope,0,2,Imai Department Store,,,10D100102,Sales from traditional transactions,9248822,00,Out of scope,0,,,,
4007,1,2021-03,2021-03-28,904007,Sales invoice,10A100090,Accounts receivable - trade,17519,00,Out of scope,0,2,Imai Department Store,,,10D100102,Sales from traditional transactions,17519,00,Out of scope,0,,,,
4009,1,2021-03,2021-03-28,904009,Sales invoice,10A100090,Accounts receivable - trade,1585978,00,Out of scope,0,3,"Check Co., Ltd.",,,10D100102,Sales from traditional transactions,1585978,00,Out of scope,0,,,,
4012,1,2021-03,2021-03-28,904012,Sales invoice,10A100090,Accounts receivable - trade,975963,00,Out of scope,0,4,Mark Market,,,10D100102,Sales from traditional transactions,975963,00,Out of scope,0,,,,
4013,1,2021-03,2021-03-28,904013,Sales invoice,10A100090,Accounts receivable - trade,651,00,Out of scope,0,4,Mark Market,,,10D100102,Sales from traditional transactions,651,00,Out of scope,0,,,,
4016,1,2021-03,2021-03-28,904016,Sales invoice,10A100090,Accounts receivable - trade,30487,00,Out of scope,0,5,"ABC Co., Ltd.",,,10D100102,Sales from traditional transactions,30487,00,Out of scope,0,,,,
4017,1,2021-03,2021-03-28,904017,Sales invoice,10A100090,Accounts receivable - trade,1204807,00,Out of scope,0,5,"ABC Co., Ltd.",,,10D100102,Sales from traditional transactions,1204807,00,Out of scope,0,,,,
4018,1,2021-03,2021-03-28,904018,Sales invoice,10A100090,Accounts receivable - trade,628,00,Out of scope,0,5,"ABC Co., Ltd.",,,10D100102,Sales from traditional transactions,628,00,Out of scope,0,,,,
4022,1,2021-03,2021-03-28,904022,Sales invoice,10A100090,Accounts receivable - trade,1803863,00,Out of scope,0,6,"Entry Co., Ltd.",,,10D100102,Sales from traditional transactions,1803863,00,Out of scope,0,,,,
4023,1,2021-03,2021-03-28,904023,Sales invoice,10A100090,Accounts receivable - trade,675,00,Out of scope,0,6,"Entry Co., Ltd.",,,10D100102,Sales from traditional transactions,675,00,Out of scope,0,,,,
4026,1,2021-03,2021-03-28,904026,Sales invoice,10A100090,Accounts receivable - trade,917979,00,Out of scope,0,7,"Comprehensive Management Co., Ltd.",,,10D100102,Sales from traditional transactions,917979,00,Out of scope,0,,,,
4027,1,2021-03,2021-03-28,904027,Sales invoice,10A100090,Accounts receivable - trade,516,00,Out of scope,0,7,"Comprehensive Management Co., Ltd.",,,10D100102,Sales from traditional transactions,516,00,Out of scope,0,,,,
