Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2021-05,10A100020,Ordinary Deposits,105422442,104399368,117553887,92267923,Current Assets
2021-05,10A100040,Allowance for Doubtful Accounts,1758018,0,0,1758018,Current Assets
2021-05,10A100060,Notes Receivable,74533248,28821867,32345738,71009377,Current Assets
2021-05,10A100090,Accounts Receivable,60169680,61189848,60674144,60685384,Current Assets
2021-05,10A100200,Electronically Recorded Monetary Claims,0,0,0,0,Current Assets
2021-05,10A100230,Securities,1271350,0,0,1271350,Current Assets
2021-05,10A100280,Merchandise,63013226,0,0,63013226,Current Assets
2021-05,10A100610,Short-term Loans Receivable,440000,0,40000,400000,Current Assets
2021-05,10A100800,Guarantee Deposits,1200000,0,0,1200000,Current Assets
2021-05,10A100850,Temporary Consumption Tax Paid,2762581,0,0,2762581,Current Assets
2021-05,10A210130,Structures,3280000,0,0,3280000,Tangible Fixed Assets
2021-05,10A210410,"Tools, Furniture and Fixtures",4779810,0,0,4779810,Tangible Fixed Assets
2021-05,10A220190,Telephone Subscription Rights,512000,0,0,512000,Intangible Fixed Assets
2021-05,10A230570,Insurance Reserve Deposits,1653000,125000,0,1778000,Investments and Other Assets
2021-05,10A230650,Security Deposits,3140000,0,0,3140000,Investments and Other Assets
2021-05,10B100030,Notes Payable,54174743,13344010,7302660,48133393,Current Liabilities
2021-05,10B100040,Accounts Payable,47411485,36772881,37445581,48084185,Current Liabilities
2021-05,10B100320,Provision for Bonuses,2694667,0,673666,3368333,Current Liabilities
2021-05,10B100630,Accounts Payable Other,7369946,7369946,7116470,7116470,Current Liabilities
2021-05,10B100640,Accrued Corporate Taxes,2864378,2864378,0,0,Current Liabilities
2021-05,10B100660,Accrued Consumption Taxes,4947100,4947100,0,0,Current Liabilities
2021-05,10B100670,Accrued Enterprise Taxes,1862000,1862000,0,0,Current Liabilities
2021-05,10B100690,Deposits Received,2896472,1494720,1957781,3359533,Current Liabilities
2021-05,10B100790,Short-term Borrowings,7188500,653500,0,6535000,Current Liabilities
2021-05,10B100890,Temporary Consumption Tax Received,6540636,0,0,6540636,Current Liabilities
2021-05,10B200080,Long-term Borrowings,37343150,0,0,37343150,Non-current Liabilities
2021-05,10B200120,Provision for Retirement Benefits,18560000,0,0,18560000,Non-current Liabilities
2021-05,10B200130,Provision for Directors' Retirement Benefits,22000000,0,0,22000000,Non-current Liabilities
2021-05,10C110010,Capital Stock,10000000,0,0,10000000,Capital Stock
2021-05,10C120020,Capital Reserve,0,0,0,0,Capital Surplus
2021-05,10C130020,Legal Retained Earnings,7200000,0,0,7200000,Retained Earnings
2021-05,10C130360,General Reserve,4830000,0,0,4830000,Retained Earnings
2021-05,10C130370,Retained Earnings Brought Forward,82709171,0,0,82709171,Retained Earnings
2021-05,10D100100,Gross Sales,60337616,0,61189848,121527464,Net Sales
2021-05,10D100110,Sales Discounts and Returns,167936,504464,0,672400,Net Sales
2021-05,10E100100,Beginning Merchandise Inventory,0,0,0,0,Cost of Sales
2021-05,10E100120,Purchase Discounts and Returns,202379,0,231990,434369,Cost of Sales
2021-05,10E100130,Merchandise Purchases,35491682,37445581,0,72937263,Cost of Sales
2021-05,10E100140,Ending Merchandise Inventory,0,0,0,0,Cost of Sales
2021-05,10E200020,Sales Commissions,2266000,2042500,0,4308500,"Selling, General and Administrative Expenses"
2021-05,10E200050,Advertising Expenses,191500,177200,0,368700,"Selling, General and Administrative Expenses"
2021-05,10E200090,Directors' Compensation,1720000,1720000,0,3440000,"Selling, General and Administrative Expenses"
2021-05,10E200130,Bonuses,673667,673666,0,1347333,"Selling, General and Administrative Expenses"
2021-05,10E200140,Employee Welfare Expenses,302784,402832,0,705616,"Selling, General and Administrative Expenses"
2021-05,10E200150,Entertainment Expenses,387529,433414,0,820943,"Selling, General and Administrative Expenses"
2021-05,10E200180,Communication Expenses,1314451,1170854,0,2485305,"Selling, General and Administrative Expenses"
2021-05,10E200200,Supplies Expenses,352077,540384,270192,622269,"Selling, General and Administrative Expenses"
2021-05,10E200210,Taxes and Dues,56000,66000,0,122000,"Selling, General and Administrative Expenses"
2021-05,10E200220,Depreciation Expenses,0,0,0,0,"Selling, General and Administrative Expenses"
2021-05,10E200240,Insurance Expenses,318820,318820,0,637640,"Selling, General and Administrative Expenses"
2021-05,10E200370,Salaries and Allowances,5702352,5515630,0,11217982,"Selling, General and Administrative Expenses"
2021-05,10E200520,Temporary Wages,396465,231672,0,628137,"Selling, General and Administrative Expenses"
2021-05,10E200540,Statutory Welfare Expenses,743926,764485,0,1508411,"Selling, General and Administrative Expenses"
2021-05,10E200600,Professional Fees,139710,139710,0,279420,"Selling, General and Administrative Expenses"
2021-05,10E200690,Service Fees,10552,12442,0,22994,"Selling, General and Administrative Expenses"
2021-05,10E200720,Rent Expenses,3449000,3449000,0,6898000,"Selling, General and Administrative Expenses"
2021-05,10E200730,Land and Building Rent,293850,293850,0,587700,"Selling, General and Administrative Expenses"
2021-05,10E200870,Freight Expenses,3580147,3570154,0,7150301,"Selling, General and Administrative Expenses"
2021-05,10E201000,Repairs and Maintenance,35850,122700,0,158550,"Selling, General and Administrative Expenses"
2021-05,10E201040,Utilities Expenses,615042,645774,0,1260816,"Selling, General and Administrative Expenses"
2021-05,10E201110,Office Supplies Expenses,142108,148755,0,290863,"Selling, General and Administrative Expenses"
2021-05,10E201120,Vehicle Expenses,614477,605723,0,1220200,"Selling, General and Administrative Expenses"
2021-05,10E201130,Meeting Expenses,24995,55474,0,80469,"Selling, General and Administrative Expenses"
2021-05,10E201140,Membership Fees,116000,116000,0,232000,"Selling, General and Administrative Expenses"
2021-05,10E201160,Books and Publications,24982,24982,0,49964,"Selling, General and Administrative Expenses"
2021-05,10E201230,Travel and Transportation Expenses,1012406,1160537,0,2172943,"Selling, General and Administrative Expenses"
2021-05,10E201270,Miscellaneous Expenses,477559,486392,0,963951,"Selling, General and Administrative Expenses"
2021-05,10E300020,Interest Expense,91057,118344,0,209401,Non-operating Expenses
2021-05,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,0,0,0,Other
