Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2022-01,10A100020,Ordinary Deposits,68854551,133157380,108648648,93363283,Current Assets
2022-01,10A100040,Allowance for Doubtful Accounts,1758018,0,0,1758018,Current Assets
2022-01,10A100060,Notes Receivable,75106562,57018235,32841021,99283776,Current Assets
2022-01,10A100090,Accounts Receivable,126101792,91476616,126101792,91476616,Current Assets
2022-01,10A100200,Electronically Recorded Monetary Claims,40000,0,0,40000,Current Assets
2022-01,10A100230,Securities,1271350,0,0,1271350,Current Assets
2022-01,10A100280,Merchandise,63013226,0,0,63013226,Current Assets
2022-01,10A100610,Short-term Loans Receivable,670000,0,90000,580000,Current Assets
2022-01,10A100800,Guarantee Deposits,1200000,0,0,1200000,Current Assets
2022-01,10A100850,Temporary Consumption Tax Paid,2762581,0,0,2762581,Current Assets
2022-01,10A210130,Structures,3280000,0,0,3280000,Tangible Fixed Assets
2022-01,10A210410,"Tools, Furniture and Fixtures",4779810,0,0,4779810,Tangible Fixed Assets
2022-01,10A220190,Telephone Subscription Rights,512000,0,0,512000,Intangible Fixed Assets
2022-01,10A230570,Insurance Reserve Deposits,2653000,125000,0,2778000,Investments and Other Assets
2022-01,10A230650,Security Deposits,3140000,0,0,3140000,Investments and Other Assets
2022-01,10B100030,Notes Payable,37424326,11210865,23375631,49589092,Current Liabilities
2022-01,10B100040,Accounts Payable,79684561,59337763,54296895,74643693,Current Liabilities
2022-01,10B100320,Provision for Bonuses,0,0,673667,673667,Current Liabilities
2022-01,10B100630,Accounts Payable Other,12199043,12199043,10119977,10119977,Current Liabilities
2022-01,10B100640,Accrued Corporate Taxes,0,0,0,0,Current Liabilities
2022-01,10B100660,Accrued Consumption Taxes,0,0,0,0,Current Liabilities
2022-01,10B100670,Accrued Enterprise Taxes,0,0,0,0,Current Liabilities
2022-01,10B100690,Deposits Received,6364278,2466437,1901781,5799622,Current Liabilities
