Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2022-03,10A100020,Ordinary Deposits,105724142,139572139,142660140,102636141,Current Assets
2022-03,10A100040,Allowance for Doubtful Accounts,1758018,0,0,1758018,Current Assets
2022-03,10A100060,Notes Receivable,112254840,26868742,46695314,92428268,Current Assets
2022-03,10A100090,Accounts Receivable,57755820,74446280,57755820,74446280,Current Assets
2022-03,10A100200,Electronically Recorded Monetary Claims,40000,0,0,40000,Current Assets
2022-03,10A100230,Securities,1271350,0,0,1271350,Current Assets
2022-03,10A100280,Merchandise,63013226,63025546,63013226,63025546,Current Assets
2022-03,10A100610,Short-term Loans Receivable,490000,0,90000,400000,Current Assets
2022-03,10A100800,Guarantee Deposits,1200000,0,0,1200000,Current Assets
2022-03,10A100850,Temporary Consumption Tax Paid,2762581,0,0,2762581,Current Assets
2022-03,10A210130,Structures,3280000,0,164000,3116000,Tangible Fixed Assets
2022-03,10A210410,"Tools, Furniture and Fixtures",4779810,0,955962,3823848,Tangible Fixed Assets
2022-03,10A220190,Telephone Subscription Rights,512000,0,0,512000,Intangible Fixed Assets
2022-03,10A230570,Insurance Reserve Deposits,2903000,125000,0,3028000,Investments and Other Assets
2022-03,10A230650,Security Deposits,3140000,0,0,3140000,Investments and Other Assets
2022-03,10B100030,Notes Payable,67998587,13738257,9176539,63436869,Current Liabilities
2022-03,10B100040,Accounts Payable,52484968,42792807,47236121,56928282,Current Liabilities
2022-03,10B100320,Provision for Bonuses,1347333,0,673667,2021000,Current Liabilities
2022-03,10B100630,Accounts Payable Other,6887180,6887180,8909403,8909403,Current Liabilities
2022-03,10B100640,Accrued Corporate Taxes,0,0,5004173,5004173,Current Liabilities
2022-03,10B100660,Accrued Consumption Taxes,0,0,13556343,13556343,Current Liabilities
2022-03,10B100670,Accrued Enterprise Taxes,0,0,0,0,Current Liabilities
2022-03,10B100690,Deposits Received,6304161,1880914,1933319,6356566,Current Liabilities
2022-03,10B100790,Short-term Borrowings,653500,653500,0,0,Current Liabilities
2022-03,10B100890,Temporary Consumption Tax Received,6540636,0,0,6540636,Current Liabilities
2022-03,10B200080,Long-term Borrowings,37343150,7000000,0,30343150,Non-current Liabilities
2022-03,10B200120,Provision for Retirement Benefits,18560000,0,0,18560000,Non-current Liabilities
2022-03,10B200130,Provision for Directors' Retirement Benefits,22000000,0,0,22000000,Non-current Liabilities
2022-03,10C110010,Capital Stock,10000000,0,0,10000000,Capital Stock
2022-03,10C120020,Capital Reserve,0,0,0,0,Capital Surplus
2022-03,10C130020,Legal Retained Earnings,7200000,0,0,7200000,Retained Earnings
2022-03,10C130360,General Reserve,4830000,0,0,4830000,Retained Earnings
2022-03,10C130370,Retained Earnings Brought Forward,82709171,0,0,82709171,Retained Earnings
2022-03,10D100100,Gross Sales,778149659,0,74446280,852595939,Net Sales
2022-03,10D100110,Sales Discounts and Returns,1267444,0,0,1267444,Net Sales
2022-03,10E100100,Beginning Merchandise Inventory,0,63013226,0,63013226,Cost of Sales
2022-03,10E100120,Purchase Discounts and Returns,733583,0,42840,776423,Cost of Sales
2022-03,10E100130,Merchandise Purchases,466148326,47236121,0,513384447,Cost of Sales
2022-03,10E100140,Ending Merchandise Inventory,0,0,63025546,-63025546,Cost of Sales
2022-03,10E200020,Sales Commissions,24058267,3023000,0,27081267,"Selling, General and Administrative Expenses"
2022-03,10E200050,Advertising Expenses,1987200,191500,0,2178700,"Selling, General and Administrative Expenses"
2022-03,10E200090,Directors' Compensation,18920000,1720000,0,20640000,"Selling, General and Administrative Expenses"
2022-03,10E200130,Bonuses,10408333,673667,0,11082000,"Selling, General and Administrative Expenses"
2022-03,10E200140,Employee Welfare Expenses,5147016,438770,0,5585786,"Selling, General and Administrative Expenses"
2022-03,10E200150,Entertainment Expenses,3993226,265118,0,4258344,"Selling, General and Administrative Expenses"
2022-03,10E200180,Communication Expenses,12087447,1173230,0,13260677,"Selling, General and Administrative Expenses"
2022-03,10E200200,Supplies Expenses,3020150,695686,347843,3367993,"Selling, General and Administrative Expenses"
2022-03,10E200210,Taxes and Dues,243000,13580343,0,13823343,"Selling, General and Administrative Expenses"
2022-03,10E200220,Depreciation Expenses,0,1119962,0,1119962,"Selling, General and Administrative Expenses"
2022-03,10E200240,Insurance Expenses,3507020,318820,0,3825840,"Selling, General and Administrative Expenses"
2022-03,10E200370,Salaries and Allowances,57059509,5176103,0,62235612,"Selling, General and Administrative Expenses"
2022-03,10E200520,Temporary Wages,4314002,268960,0,4582962,"Selling, General and Administrative Expenses"
2022-03,10E200540,Statutory Welfare Expenses,9354499,1820130,0,11174629,"Selling, General and Administrative Expenses"
2022-03,10E200600,Professional Fees,1536810,139710,0,1676520,"Selling, General and Administrative Expenses"
2022-03,10E200690,Service Fees,131972,12021,0,143993,"Selling, General and Administrative Expenses"
2022-03,10E200720,Rent Expenses,37909000,3449000,0,41358000,"Selling, General and Administrative Expenses"
2022-03,10E200730,Land and Building Rent,3232350,293850,0,3526200,"Selling, General and Administrative Expenses"
2022-03,10E200870,Freight Expenses,47167239,4229621,0,51396860,"Selling, General and Administrative Expenses"
2022-03,10E201000,Repairs and Maintenance,319500,17850,0,337350,"Selling, General and Administrative Expenses"
2022-03,10E201040,Utilities Expenses,6377401,693596,0,7070997,"Selling, General and Administrative Expenses"
2022-03,10E201110,Office Supplies Expenses,1376514,152118,0,1528632,"Selling, General and Administrative Expenses"
2022-03,10E201120,Vehicle Expenses,6848007,698921,0,7546928,"Selling, General and Administrative Expenses"
2022-03,10E201130,Meeting Expenses,305424,24995,0,330419,"Selling, General and Administrative Expenses"
2022-03,10E201140,Membership Fees,1276000,116000,0,1392000,"Selling, General and Administrative Expenses"
2022-03,10E201160,Books and Publications,274802,24982,0,299784,"Selling, General and Administrative Expenses"
2022-03,10E201230,Travel and Transportation Expenses,11660435,1311541,0,12971976,"Selling, General and Administrative Expenses"
2022-03,10E201270,Miscellaneous Expenses,5273191,473472,0,5746663,"Selling, General and Administrative Expenses"
2022-03,10E300020,Interest Expense,1169093,1339685,0,2508778,Non-operating Expenses
2022-03,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,5004173,0,5004173,Other
