Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2021-04,10A100020,Ordinary Deposits,97003047,122180406,113761011,105422442,Current Assets
2021-04,10A100040,Allowance for Doubtful Accounts,1758018,0,0,1758018,Current Assets
2021-04,10A100060,Notes Receivable,59534189,39689677,24690618,74533248,Current Assets
2021-04,10A100090,Accounts Receivable,98170353,60337616,98338289,60169680,Current Assets
2021-04,10A100200,Electronically Recorded Monetary Claims,0,0,0,0,Current Assets
2021-04,10A100230,Securities,1271350,0,0,1271350,Current Assets
2021-04,10A100280,Merchandise,63013226,0,0,63013226,Current Assets
2021-04,10A100610,Short-term Loans Receivable,480000,0,40000,440000,Current Assets
2021-04,10A100800,Guarantee Deposits,1200000,0,0,1200000,Current Assets
2021-04,10A100850,Temporary Consumption Tax Paid,2762581,0,0,2762581,Current Assets
2021-04,10A210130,Structures,3280000,0,0,3280000,Tangible Fixed Assets
2021-04,10A210410,"Tools, Furniture and Fixtures",4779810,0,0,4779810,Tangible Fixed Assets
2021-04,10A220190,Telephone Subscription Rights,512000,0,0,512000,Intangible Fixed Assets
2021-04,10A230570,Insurance Reserve Deposits,1528000,125000,0,1653000,Investments and Other Assets
2021-04,10A230650,Security Deposits,3140000,0,0,3140000,Investments and Other Assets
2021-04,10B100030,Notes Payable,52251735,24104558,26027566,54174743,Current Liabilities
2021-04,10B100040,Accounts Payable,64051101,52131298,35491682,47411485,Current Liabilities
2021-04,10B100320,Provision for Bonuses,2021000,0,673667,2694667,Current Liabilities
2021-04,10B100630,Accounts Payable Other,7584692,7584692,7369946,7369946,Current Liabilities
2021-04,10B100640,Accrued Corporate Taxes,2864378,0,0,2864378,Current Liabilities
2021-04,10B100660,Accrued Consumption Taxes,4947100,0,0,4947100,Current Liabilities
2021-04,10B100670,Accrued Enterprise Taxes,1862000,0,0,1862000,Current Liabilities
2021-04,10B100690,Deposits Received,2309575,1426819,2013716,2896472,Current Liabilities
2021-04,10B100790,Short-term Borrowings,7842000,653500,0,7188500,Current Liabilities
2021-04,10B100890,Temporary Consumption Tax Received,6540636,0,0,6540636,Current Liabilities
2021-04,10B200080,Long-term Borrowings,37343150,0,0,37343150,Non-current Liabilities
2021-04,10B200120,Provision for Retirement Benefits,18560000,0,0,18560000,Non-current Liabilities
2021-04,10B200130,Provision for Directors' Retirement Benefits,22000000,0,0,22000000,Non-current Liabilities
2021-04,10C110010,Capital Stock,10000000,0,0,10000000,Capital Stock
2021-04,10C120020,Capital Reserve,0,0,0,0,Capital Surplus
2021-04,10C130020,Legal Retained Earnings,7200000,0,0,7200000,Retained Earnings
2021-04,10C130360,General Reserve,4830000,0,0,4830000,Retained Earnings
2021-04,10C130370,Retained Earnings Brought Forward,82709171,0,0,82709171,Retained Earnings
2021-04,10D100100,Gross Sales,0,0,60337616,60337616,Net Sales
2021-04,10D100110,Sales Discounts and Returns,0,167936,0,167936,Net Sales
2021-04,10E100100,Beginning Merchandise Inventory,0,0,0,0,Cost of Sales
2021-04,10E100120,Purchase Discounts and Returns,0,0,202379,202379,Cost of Sales
2021-04,10E100130,Merchandise Purchases,0,35491682,0,35491682,Cost of Sales
2021-04,10E100140,Ending Merchandise Inventory,0,0,0,0,Cost of Sales
2021-04,10E200020,Sales Commissions,0,2266000,0,2266000,"Selling, General and Administrative Expenses"
2021-04,10E200050,Advertising Expenses,0,191500,0,191500,"Selling, General and Administrative Expenses"
2021-04,10E200090,Directors' Compensation,0,1720000,0,1720000,"Selling, General and Administrative Expenses"
2021-04,10E200130,Bonuses,0,673667,0,673667,"Selling, General and Administrative Expenses"
2021-04,10E200140,Employee Welfare Expenses,0,302784,0,302784,"Selling, General and Administrative Expenses"
2021-04,10E200150,Entertainment Expenses,0,387529,0,387529,"Selling, General and Administrative Expenses"
2021-04,10E200180,Communication Expenses,0,1314451,0,1314451,"Selling, General and Administrative Expenses"
2021-04,10E200200,Supplies Expenses,0,704154,352077,352077,"Selling, General and Administrative Expenses"
2021-04,10E200210,Taxes and Dues,0,56000,0,56000,"Selling, General and Administrative Expenses"
2021-04,10E200220,Depreciation Expenses,0,0,0,0,"Selling, General and Administrative Expenses"
2021-04,10E200240,Insurance Expenses,0,318820,0,318820,"Selling, General and Administrative Expenses"
2021-04,10E200370,Salaries and Allowances,0,5702352,0,5702352,"Selling, General and Administrative Expenses"
2021-04,10E200520,Temporary Wages,0,396465,0,396465,"Selling, General and Administrative Expenses"
2021-04,10E200540,Statutory Welfare Expenses,0,743926,0,743926,"Selling, General and Administrative Expenses"
2021-04,10E200600,Professional Fees,0,139710,0,139710,"Selling, General and Administrative Expenses"
2021-04,10E200690,Service Fees,0,10552,0,10552,"Selling, General and Administrative Expenses"
2021-04,10E200720,Rent Expenses,0,3449000,0,3449000,"Selling, General and Administrative Expenses"
2021-04,10E200730,Land and Building Rent,0,293850,0,293850,"Selling, General and Administrative Expenses"
2021-04,10E200870,Freight Expenses,0,3580147,0,3580147,"Selling, General and Administrative Expenses"
2021-04,10E201000,Repairs and Maintenance,0,35850,0,35850,"Selling, General and Administrative Expenses"
2021-04,10E201040,Utilities Expenses,0,615042,0,615042,"Selling, General and Administrative Expenses"
2021-04,10E201110,Office Supplies Expenses,0,142108,0,142108,"Selling, General and Administrative Expenses"
2021-04,10E201120,Vehicle Expenses,0,614477,0,614477,"Selling, General and Administrative Expenses"
2021-04,10E201130,Meeting Expenses,0,24995,0,24995,"Selling, General and Administrative Expenses"
2021-04,10E201140,Membership Fees,0,116000,0,116000,"Selling, General and Administrative Expenses"
2021-04,10E201160,Books and Publications,0,24982,0,24982,"Selling, General and Administrative Expenses"
2021-04,10E201230,Travel and Transportation Expenses,0,1012406,0,1012406,"Selling, General and Administrative Expenses"
2021-04,10E201270,Miscellaneous Expenses,0,477559,0,477559,"Selling, General and Administrative Expenses"
2021-04,10E300020,Interest Expense,0,91057,0,91057,Non-operating Expenses
2021-04,10F100070,"Corporate, Inhabitant and Enterprise Taxes",0,0,0,0,Other
