Month,Ledger_Account_Number,Ledger_Account_Name,Beginning_Balance,Debit_Amount,Credit_Amount,Ending_Balance,eTax_Category
2021-11,10A100020,Ordinary Deposits,87928056,85770287,98162563,75535780,Current Assets
2021-11,10A100040,Allowance for Doubtful Accounts,1758018,0,0,1758018,Current Assets
2021-11,10A100060,Notes Receivable,61862152,32111802,22359822,71614132,Current Assets
2021-11,10A100090,Accounts Receivable,61564282,70833354,61564282,70833354,Current Assets
2021-11,10A100200,Electronically Recorded Monetary Claims,40000,0,0,40000,Current Assets
2021-11,10A100230,Securities,1271350,0,0,1271350,Current Assets
2021-11,10A100280,Merchandise,63013226,0,0,63013226,Current Assets
2021-11,10A100610,Short-term Loans Receivable,200000,600000,40000,760000,Current Assets
2021-11,10A100800,Guarantee Deposits,1200000,0,0,1200000,Current Assets
2021-11,10A100850,Temporary Consumption Tax Paid,2762581,0,0,2762581,Current Assets
2021-11,10A210130,Structures,3280000,0,0,3280000,Tangible Fixed Assets
2021-11,10A210410,"Tools, Furniture and Fixtures",4779810,0,0,4779810,Tangible Fixed Assets
2021-11,10A220190,Telephone Subscription Rights,512000,0,0,512000,Intangible Fixed Assets
2021-11,10A230570,Insurance Reserve Deposits,2403000,125000,0,2528000,Investments and Other Assets
2021-11,10A230650,Security Deposits,3140000,0,0,3140000,Investments and Other Assets
2021-11,10B100030,Notes Payable,34857550,11730438,11811963,34939075,Current Liabilities
2021-11,10B100040,Accounts Payable,50147919,38562088,46735138,58320969,Current Liabilities
2021-11,10B100320,Provision for Bonuses,4693334,0,1173332,5866666,Current Liabilities
2021-11,10B100630,Accounts Payable Other,7681594,7681594,7644630,7644630,Current Liabilities
2021-11,10B100640,Accrued Corporate Taxes,0,0,0,0,Current Liabilities
2021-11,10B100660,Accrued Consumption Taxes,0,0,0,0,Current Liabilities
2021-11,10B100670,Accrued Enterprise Taxes,0,0,0,0,Current Liabilities
2021-11,10B100690,Deposits Received,5860241,2214708,1954908,5600441,Current Liabilities
2021-11,10B100790,Short-term Borrowings,3267500,653500,0,2614000,Current Liabilities
2021-11,10B100890,Temporary Consumption Tax Received,6540636,0,0,6540636,Current Liabilities
2021-11,10B200080,Long-term Borrowings,37343150,0,0,37343150,Non-current Liabilities
2021-11,10B200120,Provision for Retirement Benefits,18560000,0,0,18560000,Non-current Liabilities
2021-11,10B200130,Provision for Directors' Retirement Benefits,22000000,0,0,22000000,Non-current Liabilities
2021-11,10C110010,Capital Stock,10000000,0,0,10000000,Capital Stock
2021-11,10C120020,Capital Reserve,0,0,0,0,Capital Surplus
2021-11,10C130020,Legal Retained Earnings,7200000,0,0,7200000,Retained Earnings
2021-11,10C130360,General Reserve,4830000,0,0,4830000,Retained Earnings
2021-11,10C130370,Retained Earnings Brought Forward,82709171,0,0,82709171,Retained Earnings
2021-11,10D100100,Gross Sales,431982077,0,70833354,502815431,Net Sales
2021-11,10D100110,Sales Discounts and Returns,1267444,0,0,1267444,Net Sales
2021-11,10E100100,Beginning Merchandise Inventory,0,0,0,0,Cost of Sales
2021-11,10E100120,Purchase Discounts and Returns,733583,0,0,733583,Cost of Sales
2021-11,10E100130,Merchandise Purchases,262270688,46735138,0,309005826,Cost of Sales
2021-11,10E100140,Ending Merchandise Inventory,0,0,0,0,Cost of Sales
2021-11,10E200020,Sales Commissions,15003067,1841200,0,16844267,"Selling, General and Administrative Expenses"
2021-11,10E200050,Advertising Expenses,1221200,191500,0,1412700,"Selling, General and Administrative Expenses"
2021-11,10E200090,Directors' Compensation,12040000,1720000,0,13760000,"Selling, General and Administrative Expenses"
2021-11,10E200130,Bonuses,6714334,1173332,0,7887666,"Selling, General and Administrative Expenses"
2021-11,10E200140,Employee Welfare Expenses,3201531,251143,0,3452674,"Selling, General and Administrative Expenses"
2021-11,10E200150,Entertainment Expenses,2175907,339667,0,2515574,"Selling, General and Administrative Expenses"
2021-11,10E200180,Communication Expenses,7784696,993706,0,8778402,"Selling, General and Administrative Expenses"
2021-11,10E200200,Supplies Expenses,1976892,467964,233982,2210874,"Selling, General and Administrative Expenses"
2021-11,10E200210,Taxes and Dues,187000,0,0,187000,"Selling, General and Administrative Expenses"
2021-11,10E200220,Depreciation Expenses,0,0,0,0,"Selling, General and Administrative Expenses"
2021-11,10E200240,Insurance Expenses,2231740,318820,0,2550560,"Selling, General and Administrative Expenses"
2021-11,10E200370,Salaries and Allowances,37054004,5195344,0,42249348,"Selling, General and Administrative Expenses"
2021-11,10E200520,Temporary Wages,2669307,697190,0,3366497,"Selling, General and Administrative Expenses"
2021-11,10E200540,Statutory Welfare Expenses,5591695,653956,0,6245651,"Selling, General and Administrative Expenses"
