Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
,,,Opening,2022-02-01,* Beginning balance,10A100020,Ordinary Deposits,,,,,0,0,,,,,,,93363283,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A100040,Allowance for Doubtful Accounts,,,,,0,0,,,,,,,1758018,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A100060,Notes Receivable,,,,,0,0,,,,,,,99283776,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A100090,Accounts Receivable,,,,,0,0,,,,,,,91476616,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A100200,Electronically Recorded Monetary Claims,,,,,0,0,,,,,,,40000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A100230,Securities,,,,,0,0,,,,,,,1271350,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A100280,Merchandise,,,,,0,0,,,,,,,63013226,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A100610,Short-term Loans Receivable,,,,,0,0,,,,,,,580000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A100800,Guarantee Deposits,,,,,0,0,,,,,,,1200000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A100850,Temporary Consumption Tax Paid,,,,,0,0,,,,,,,2762581,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A210130,Structures,,,,,0,0,,,,,,,3280000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A210410,"Tools, Furniture and Fixtures",,,,,0,0,,,,,,,4779810,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A220190,Telephone Subscription Rights,,,,,0,0,,,,,,,512000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A230570,Insurance Reserve Deposits,,,,,0,0,,,,,,,2778000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10A230650,Security Deposits,,,,,0,0,,,,,,,3140000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B100030,Notes Payable,,,,,0,0,,,,,,,49589092,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B100040,Accounts Payable,,,,,0,0,,,,,,,74643693,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B100320,Provision for Bonuses,,,,,0,0,,,,,,,673667,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B100630,Accounts Payable Other,,,,,0,0,,,,,,,10119977,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B100640,Accrued Corporate Taxes,,,,,0,0,,,,,,,0,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B100660,Accrued Consumption Taxes,,,,,0,0,,,,,,,0,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B100670,Accrued Enterprise Taxes,,,,,0,0,,,,,,,0,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B100690,Deposits Received,,,,,0,0,,,,,,,5799622,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B100790,Short-term Borrowings,,,,,0,0,,,,,,,1307000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B100890,Temporary Consumption Tax Received,,,,,0,0,,,,,,,6540636,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B200080,Long-term Borrowings,,,,,0,0,,,,,,,37343150,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B200120,Provision for Retirement Benefits,,,,,0,0,,,,,,,18560000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10B200130,Provision for Directors' Retirement Benefits,,,,,0,0,,,,,,,22000000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10C110010,Capital Stock,,,,,0,0,,,,,,,10000000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10C120020,Capital Reserve,,,,,0,0,,,,,,,0,2022-02
,,,Opening,2022-02-01,* Beginning balance,10C130020,Legal Retained Earnings,,,,,0,0,,,,,,,7200000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10C130360,General Reserve,,,,,0,0,,,,,,,4830000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10C130370,Retained Earnings Brought Forward,,,,,0,0,,,,,,,82709171,2022-02
,,,Opening,2022-02-01,* Beginning balance,10D100100,Gross Sales,,,,,0,0,,,,,,,720393839,2022-02
,,,Opening,2022-02-01,* Beginning balance,10D100110,Sales Discounts and Returns,,,,,0,0,,,,,,,1267444,2022-02
,,,Opening,2022-02-01,* Beginning balance,10E100100,Beginning Merchandise Inventory,,,,,0,0,,,,,,,0,2022-02
,,,Opening,2022-02-01,* Beginning balance,10E100120,Purchase Discounts and Returns,,,,,0,0,,,,,,,733583,2022-02
,,,Opening,2022-02-01,* Beginning balance,10E100130,Merchandise Purchases,,,,,0,0,,,,,,,429449650,2022-02
,,,Opening,2022-02-01,* Beginning balance,10E100140,Ending Merchandise Inventory,,,,,0,0,,,,,,,0,2022-02
,,,Opening,2022-02-01,* Beginning balance,10E200020,Sales Commissions,,,,,0,0,,,,,,,22510167,2022-02
,,,Opening,2022-02-01,* Beginning balance,10E200050,Advertising Expenses,,,,,0,0,,,,,,,1795700,2022-02
,,,Opening,2022-02-01,* Beginning balance,10E200090,Directors' Compensation,,,,,0,0,,,,,,,17200000,2022-02
,,,Opening,2022-02-01,* Beginning balance,10E200130,Bonuses,,,,,0,0,,,,,,,9734667,2022-02
,,,Opening,2022-02-01,* Beginning balance,10E200140,Employee Welfare Expenses,,,,,0,0,,,,,,,4520559,2022-02
,,,Opening,2022-02-01,* Beginning balance,10E200150,Entertainment Expenses,,,,,0,0,,,,,,,3642056,2022-02
