Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
,,,Opening,2021-11-01,* Beginning balance,10A100020,Ordinary Deposits,,,,,0,0,,,,,,,87928056,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A100040,Allowance for Doubtful Accounts,,,,,0,0,,,,,,,1758018,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A100060,Notes Receivable,,,,,0,0,,,,,,,61862152,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A100090,Accounts Receivable,,,,,0,0,,,,,,,61564282,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A100200,Electronically Recorded Monetary Claims,,,,,0,0,,,,,,,40000,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A100230,Securities,,,,,0,0,,,,,,,1271350,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A100280,Merchandise,,,,,0,0,,,,,,,63013226,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A100610,Short-term Loans Receivable,,,,,0,0,,,,,,,200000,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A100800,Guarantee Deposits,,,,,0,0,,,,,,,1200000,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A100850,Temporary Consumption Tax Paid,,,,,0,0,,,,,,,2762581,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A210130,Structures,,,,,0,0,,,,,,,3280000,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A210410,"Tools, Furniture and Fixtures",,,,,0,0,,,,,,,4779810,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A220190,Telephone Subscription Rights,,,,,0,0,,,,,,,512000,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A230570,Insurance Reserve Deposits,,,,,0,0,,,,,,,2403000,2021-11
,,,Opening,2021-11-01,* Beginning balance,10A230650,Security Deposits,,,,,0,0,,,,,,,3140000,2021-11
,,,Opening,2021-11-01,* Beginning balance,10B100030,Notes Payable,,,,,0,0,,,,,,,34857550,2021-11
,,,Opening,2021-11-01,* Beginning balance,10B100040,Accounts Payable,,,,,0,0,,,,,,,50147919,2021-11
,,,Opening,2021-11-01,* Beginning balance,10B100320,Provision for Bonuses,,,,,0,0,,,,,,,4693334,2021-11
,,,Opening,2021-11-01,* Beginning balance,10B100630,Accounts Payable Other,,,,,0,0,,,,,,,7681594,2021-11
,,,Opening,2021-11-01,* Beginning balance,10B100640,Accrued Corporate Taxes,,,,,0,0,,,,,,,0,2021-11
,,,Opening,2021-11-01,* Beginning balance,10B100660,Accrued Consumption Taxes,,,,,0,0,,,,,,,0,2021-11
,,,Opening,2021-11-01,* Beginning balance,10B100670,Accrued Enterprise Taxes,,,,,0,0,,,,,,,0,2021-11
,,,Opening,2021-11-01,* Beginning balance,10B100690,Deposits Received,,,,,0,0,,,,,,,5860241,2021-11
,,,Opening,2021-11-01,* Beginning balance,10B100790,Short-term Borrowings,,,,,0,0,,,,,,,3267500,2021-11
,,,Opening,2021-11-01,* Beginning balance,10B100890,Temporary Consumption Tax Received,,,,,0,0,,,,,,,6540636,2021-11
