Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
5000,1,905000,Debit,2022-04-28,"Receipt from Goketsu Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,1608844,0,10A100090,Accounts receivable - trade,1,"Goketsu Co., Ltd.",,,1608844,2022-04
5000,1,905000,Credit,2022-04-28,"Receipt from Goketsu Co., Ltd.",10A100090,Accounts receivable - trade,1,"Goketsu Co., Ltd.",,,0,1608844,10A100020,Cash and deposits,20,Mizuho Head Office,,,-1608844,2022-04
5001,1,905001,Debit,2022-04-28,Receipt from Aim Trading LLC,10A100020,Cash and deposits,20,Mizuho Head Office,,,140000,0,10A100090,Accounts receivable - trade,10,Aim Trading LLC,,,1748844,2022-04
5001,1,905001,Credit,2022-04-28,Receipt from Aim Trading LLC,10A100090,Accounts receivable - trade,10,Aim Trading LLC,,,0,140000,10A100020,Cash and deposits,20,Mizuho Head Office,,,-140000,2022-04
5002,1,905002,Debit,2022-04-28,"Receipt from Saito Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,806985,0,10A100090,Accounts receivable - trade,11,"Saito Co., Ltd.",,,2555829,2022-04
5002,1,905002,Credit,2022-04-28,"Receipt from Saito Co., Ltd.",10A100090,Accounts receivable - trade,11,"Saito Co., Ltd.",,,0,806985,10A100020,Cash and deposits,20,Mizuho Head Office,,,-806985,2022-04
5003,1,905003,Debit,2022-04-28,Receipt from Momiji Department Store,10A100020,Cash and deposits,20,Mizuho Head Office,,,7423367,0,10A100090,Accounts receivable - trade,12,Momiji Department Store,,,9979196,2022-04
5003,1,905003,Credit,2022-04-28,Receipt from Momiji Department Store,10A100090,Accounts receivable - trade,12,Momiji Department Store,,,0,7423367,10A100020,Cash and deposits,20,Mizuho Head Office,,,-7423367,2022-04
5004,1,905004,Debit,2022-04-28,"Receipt from Abe Trading Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,1024020,0,10A100090,Accounts receivable - trade,13,"Abe Trading Co., Ltd.",,,11003216,2022-04
5004,1,905004,Credit,2022-04-28,"Receipt from Abe Trading Co., Ltd.",10A100090,Accounts receivable - trade,13,"Abe Trading Co., Ltd.",,,0,1024020,10A100020,Cash and deposits,20,Mizuho Head Office,,,-1024020,2022-04
5005,1,905005,Debit,2022-04-28,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,1492021,0,10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,12495237,2022-04
5005,1,905005,Credit,2022-04-28,"Receipt from Fujita Co., Ltd.",10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,0,1492021,10A100020,Cash and deposits,20,Mizuho Head Office,,,-1492021,2022-04
5006,1,905006,Debit,2022-04-28,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,1540024,0,10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,14035261,2022-04
5006,1,905006,Credit,2022-04-28,"Receipt from Fujita Co., Ltd.",10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,0,1540024,10A100020,Cash and deposits,20,Mizuho Head Office,,,-3032045,2022-04
5007,1,905007,Debit,2022-04-28,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,1256285,0,10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,15291546,2022-04
5007,1,905007,Credit,2022-04-28,"Receipt from Fujita Co., Ltd.",10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,0,1256285,10A100020,Cash and deposits,20,Mizuho Head Office,,,-4288330,2022-04
5008,1,905008,Debit,2022-04-28,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,2468352,0,10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,17759898,2022-04
5008,1,905008,Credit,2022-04-28,"Receipt from Fujita Co., Ltd.",10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,0,2468352,10A100020,Cash and deposits,20,Mizuho Head Office,,,-6756682,2022-04
5009,1,905009,Debit,2022-04-28,"Receipt from Fujita Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,1202181,0,10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,18962079,2022-04
5009,1,905009,Credit,2022-04-28,"Receipt from Fujita Co., Ltd.",10A100090,Accounts receivable - trade,14,"Fujita Co., Ltd.",,,0,1202181,10A100020,Cash and deposits,20,Mizuho Head Office,,,-7958863,2022-04
5010,1,905010,Debit,2022-04-28,"Receipt from Minami Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,352450,0,10A100090,Accounts receivable - trade,19,"Minami Co., Ltd.",,,19314529,2022-04
5010,1,905010,Credit,2022-04-28,"Receipt from Minami Co., Ltd.",10A100090,Accounts receivable - trade,19,"Minami Co., Ltd.",,,0,352450,10A100020,Cash and deposits,20,Mizuho Head Office,,,-352450,2022-04
5011,1,905011,Debit,2022-04-28,Receipt from Imai Department Store,10A100020,Cash and deposits,20,Mizuho Head Office,,,13269523,0,10A100090,Accounts receivable - trade,2,Imai Department Store,,,32584052,2022-04
5011,1,905011,Credit,2022-04-28,Receipt from Imai Department Store,10A100090,Accounts receivable - trade,2,Imai Department Store,,,0,13269523,10A100020,Cash and deposits,20,Mizuho Head Office,,,-13269523,2022-04
5012,1,905012,Debit,2022-04-28,"Receipt from Kujou Trading Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,794114,0,10A100090,Accounts receivable - trade,20,"Kujou Trading Co., Ltd.",,,33378166,2022-04
5012,1,905012,Credit,2022-04-28,"Receipt from Kujou Trading Co., Ltd.",10A100090,Accounts receivable - trade,20,"Kujou Trading Co., Ltd.",,,0,794114,10A100020,Cash and deposits,20,Mizuho Head Office,,,-794114,2022-04
5013,1,905013,Debit,2022-04-28,Receipt from Takada LLC,10A100020,Cash and deposits,20,Mizuho Head Office,,,482866,0,10A100090,Accounts receivable - trade,21,Takada LLC,,,33861032,2022-04
5013,1,905013,Credit,2022-04-28,Receipt from Takada LLC,10A100090,Accounts receivable - trade,21,Takada LLC,,,0,482866,10A100020,Cash and deposits,20,Mizuho Head Office,,,-482866,2022-04
5014,1,905014,Debit,2022-04-28,"Receipt from Watanabe Industries Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,1056168,0,10A100090,Accounts receivable - trade,22,"Watanabe Industries Co., Ltd.",,,34917200,2022-04
5014,1,905014,Credit,2022-04-28,"Receipt from Watanabe Industries Co., Ltd.",10A100090,Accounts receivable - trade,22,"Watanabe Industries Co., Ltd.",,,0,1056168,10A100020,Cash and deposits,20,Mizuho Head Office,,,-1056168,2022-04
5015,1,905015,Debit,2022-04-28,"Receipt from Kamata Shoten Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,534144,0,10A100090,Accounts receivable - trade,23,"Kamata Shoten Co., Ltd.",,,35451344,2022-04
5015,1,905015,Credit,2022-04-28,"Receipt from Kamata Shoten Co., Ltd.",10A100090,Accounts receivable - trade,23,"Kamata Shoten Co., Ltd.",,,0,534144,10A100020,Cash and deposits,20,Mizuho Head Office,,,-534144,2022-04
5016,1,905016,Debit,2022-04-28,"Receipt from Hatakeyama Trading Co., Ltd.",10A100020,Cash and deposits,20,Mizuho Head Office,,,226620,0,10A100090,Accounts receivable - trade,24,"Hatakeyama Trading Co., Ltd.",,,35677964,2022-04
